Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Andrew Robertson,D,26,Liverpool,36,3281,86.1,2.64,2058.0,143.0,7.45,2.68,5,64.0
Andrew Surman,M,33,Bournemouth,5,255,20.0,0.8,1687.0,-26.0,-1.52,-0.68,19,1.6
Andriy Yarmolenko,F,30,WestHam,23,1067,13.0,0.96,1711.0,-39.0,-2.22,-0.7,21,9.5
Andros Townsend,M,29,CrystalPalace,24,1405,12.5,0.88,1697.0,-56.0,-3.18,-1.06,20,12.0
André Gomes,M,26,Everton,19,1550,31.6,1.26,1716.0,-53.0,-3.01,-1.12,20,22.5
Andy Carroll,F,31,Newcastle,19,714,21.1,1.11,1722.0,-21.0,-1.21,-0.31,18,3.2
Angel Gomes,F,19,ManUnited,2,28,0.0,0.5,1780.0,-1.0,-0.08,0.34,25,3.6
Angeliño,D,22,ManCity,6,451,50.0,1.67,1883.0,-18.0,-0.95,-0.35,23,17.5
Angelo Ogbonna,D,32,WestHam,31,2951,32.3,1.23,1776.0,33.0,1.89,0.81,4,6.5
Angus Gunn,G,23,Southampton,10,952,20.0,0.8,1678.0,-30.0,-1.74,-0.7,21,6.5
Anthony Gordon,F,19,Everton,11,476,9.1,1.0,1759.0,-18.0,-1.03,-0.29,12,1.3
Anthony Martial,F,24,ManUnited,32,2733,53.1,1.81,1963.0,131.0,7.16,2.65,3,48.0
Antonio Rüdiger,D,27,Chelsea,20,1815,50.0,1.65,1841.0,5.0,0.28,0.34,10,40.0
Anwar El Ghazi,M,25,AstonVilla,34,2153,17.6,0.85,1645.0,-59.0,-3.47,-0.92,28,8.0
Arnaut Danjuma,M,23,Bournemouth,14,683,7.1,0.79,1683.0,-68.0,-3.91,-1.71,20,9.5
Arthur Masuaku,D,26,WestHam,17,1007,11.8,0.76,1671.0,-72.0,-4.13,-1.68,29,6.5
Ashley Barnes,F,30,Burnley,19,1396,36.8,1.26,1733.0,-44.0,-2.5,-0.89,16,8.0
Ashley Westwood,M,30,Burnley,35,3345,42.9,1.54,1830.0,88.0,5.05,1.74,4,5.5
Ashley Young,D,34,ManUnited,12,1018,33.3,1.42,1824.0,14.0,0.79,0.69,17,3.2
Axel Tuanzebe,D,22,ManUnited,5,214,0.0,0.6,1764.0,-38.0,-2.08,-1.14,28,8.0
Aymeric Laporte,D,26,ManCity,15,1139,73.3,2.4,2011.0,88.0,4.57,2.71,2,60.0
Ayoze Pérez,F,26,Leicester,33,2082,30.3,1.36,1815.0,63.0,3.61,1.34,9,24.0
Ben Chilwell,D,23,Leicester,27,2513,44.4,1.59,1815.0,65.0,3.73,1.55,10,40.0
Ben Davies,D,27,Tottenham,18,1527,38.9,1.56,1855.0,22.0,1.2,0.79,7,17.5
Ben Foster,G,37,Watford,38,3635,21.1,0.89,1706.0,11.0,0.64,0.34,10,1.2
Ben Godfrey,D,22,Norwich,30,2793,16.7,0.6,1585.0,-131.0,-7.65,-2.42,26,11.5
Ben Mee,D,30,Burnley,32,3053,40.6,1.41,1797.0,52.0,2.95,1.15,7,8.0
Ben Osborn,M,25,SheffieldUnited,13,643,30.8,1.46,1773.0,26.0,1.52,1.03,12,2.0
Benjamin Mendy,D,25,ManCity,19,1571,73.7,2.37,1985.0,104.0,5.53,2.84,7,28.0
Bernard,F,27,Everton,27,1361,29.6,1.33,1785.0,15.0,0.82,0.5,5,16.0
Bernardo,D,25,Brighton,14,726,7.1,0.79,1665.0,-41.0,-2.4,-0.93,23,4.8
Bernardo Silva,M,25,ManCity,34,2147,52.9,1.82,1920.0,17.0,0.92,0.47,18,80.0
Bernd Leno,G,28,Arsenal,30,2821,30.0,1.37,1849.0,14.0,0.78,0.45,9,28.0
Billy Gilmour,M,19,Chelsea,6,218,50.0,1.83,1838.0,50.0,2.78,2.2,11,5.4
Billy Sharp,F,34,SheffieldUnited,25,1119,24.0,1.32,1745.0,-17.0,-0.97,-0.18,16,1.6
Björn Engels,D,25,AstonVilla,17,1540,23.5,0.82,1669.0,-40.0,-2.33,-0.83,24,9.5
Borja Bastón,M,27,AstonVilla,2,28,0.0,0.0,1700.0,-15.0,-0.9,-0.28,16,3.2
Brandon Williams,D,19,ManUnited,17,1069,35.3,1.53,1845.0,48.0,2.7,1.51,14,11.0
Bruno Fernandes,F,25,ManUnited,14,1240,71.4,2.43,2002.0,200.0,11.12,6.02,1,48.0
Bruno Jordão,F,21,Wolves,1,11,0.0,1.0,1804.0,0.0,0.0,0.4,14,2.3
Bukayo Saka,M,18,Arsenal,26,1858,30.8,1.35,1828.0,48.0,2.69,1.21,16,20.0
Callum Hudson-Odoi,F,19,Chelsea,22,958,31.8,1.32,1778.0,-41.0,-2.27,-0.76,24,31.5
Callum Robinson,F,24,SheffieldUnited,16,727,25.0,1.31,1741.0,17.0,0.96,0.7,19,5.5
Callum Wilson,F,28,Bournemouth,35,3084,25.7,0.97,1665.0,-60.0,-3.46,-0.92,24,24.0
Calum Chambers,D,24,Arsenal,14,1170,35.7,1.5,1820.0,-3.0,-0.14,0.16,19,14.5
Carlos Sánchez,M,33,WestHam,6,141,16.7,1.17,1741.0,-9.0,-0.5,-0.01,10,1.2
Cenk Tosun,F,28,CrystalPalace,12,607,16.7,1.08,1771.0,-1.0,-0.05,0.23,4,12.0
Charlie Daniels,D,32,Bournemouth,2,133,50.0,1.5,1737.0,-14.0,-0.8,-0.24,3,1.6
Charlie Taylor,D,26,Burnley,24,2066,45.8,1.71,1841.0,88.0,4.99,2.17,3,4.0
Che Adams,F,24,Southampton,30,1215,30.0,1.3,1758.0,50.0,2.9,1.16,15,9.5
Cheikhou Kouyaté,D,30,CrystalPalace,35,2661,31.4,1.23,1726.0,-49.0,-2.74,-0.72,15,8.0
Chris Basham,D,32,SheffieldUnited,38,3388,36.8,1.29,1775.0,67.0,3.92,1.29,9,2.4
Chris Mepham,D,22,Bournemouth,12,970,16.7,0.75,1691.0,-44.0,-2.53,-1.08,15,8.0
Chris Wood,F,28,Burnley,32,2572,31.2,1.25,1770.0,30.0,1.72,0.73,11,14.5
Christian Atsu,M,28,Newcastle,19,826,5.3,0.79,1687.0,-74.0,-4.2,-1.65,26,4.8
Christian Benteke,F,29,CrystalPalace,24,1368,16.7,0.96,1697.0,-60.0,-3.41,-1.15,21,10.5
Christian Eriksen,M,27,Tottenham,20,1200,25.0,1.2,1784.0,-56.0,-3.06,-1.16,23,68.0
Christian Fuchs,D,34,Leicester,11,834,54.5,1.82,1790.0,27.0,1.55,1.13,19,1.6
Christian Kabasele,D,29,Watford,27,2386,25.9,1.15,1743.0,21.0,1.24,0.62,4,6.5
Christian Pulisic,F,21,Chelsea,25,1807,60.0,1.92,1896.0,107.0,6.0,2.53,3,54.0
Christoph Zimmermann,D,27,Norwich,17,1520,11.8,0.65,1685.0,-29.0,-1.7,-0.54,11,2.8
Ciaran Clark,D,30,Newcastle,14,1252,35.7,1.43,1788.0,34.0,1.94,1.23,2,4.8
Claudio Bravo,G,36,ManCity,4,366,50.0,1.5,1889.0,1.0,0.06,0.39,22,1.2
Connor Wickham,F,26,CrystalPalace,6,127,33.3,1.5,1782.0,24.0,1.34,1.23,3,1.2
Conor Coady,D,27,Wolves,38,3629,39.5,1.55,1817.0,70.0,4.03,1.34,10,14.5
Conor Hourihane,M,29,AstonVilla,27,1624,22.2,1.07,1729.0,4.0,0.25,0.27,8,6.0
Craig Cathcart,D,31,Watford,29,2639,20.7,0.9,1682.0,-13.0,-0.79,-0.09,16,4.0
Craig Dawson,D,30,Watford,29,2518,20.7,0.93,1679.0,-31.0,-1.84,-0.45,17,4.8
Curtis Jones,M,19,Liverpool,6,145,33.3,1.67,1928.0,7.0,0.39,0.59,20,1.8
Cédric Soares,M,28,Arsenal,25,1929,48.0,1.64,1843.0,43.0,2.49,1.13,10,8.0
César Azpilicueta,D,30,Chelsea,36,3422,52.8,1.75,1888.0,85.0,4.73,1.65,5,24.0
Dale Stephens,M,31,Brighton,33,2685,21.2,1.0,1684.0,-39.0,-2.26,-0.57,20,4.8
Dan Burn,D,28,Brighton,34,3046,26.5,1.09,1744.0,9.0,0.54,0.32,7,4.0
Dan Gosling,M,30,Bournemouth,24,1359,16.7,0.83,1689.0,-59.0,-3.37,-1.13,18,2.0
Dani Ceballos,M,23,Arsenal,24,1771,54.2,1.88,1870.0,63.0,3.51,1.61,5,32.0
Daniel James,F,22,ManUnited,33,2413,33.3,1.36,1801.0,-12.0,-0.64,-0.06,19,22.5
Daniel Podence,M,24,Wolves,9,315,22.2,1.44,1816.0,37.0,2.05,1.54,12,12.0
Danny Drinkwater,M,29,AstonVilla,7,460,0.0,0.14,1680.0,-33.0,-1.93,-0.88,22,4.8
Danny Ings,F,28,Southampton,38,2941,36.8,1.39,1910.0,205.0,12.02,3.64,1,17.5
Danny Rose,D,30,Newcastle,31,2574,19.4,0.97,1734.0,-40.0,-2.21,-0.61,15,16.0
Danny Welbeck,F,29,Watford,18,897,11.1,0.89,1679.0,-44.0,-2.57,-0.91,18,5.5
Darren Randolph,G,32,WestHam,2,190,0.0,0.5,1738.0,-11.0,-0.63,-0.1,12,2.8
Daryl Janmaat,D,30,Watford,8,639,37.5,1.5,1740.0,19.0,1.11,0.97,6,4.0
David Brooks,M,23,Bournemouth,9,520,33.3,1.11,1707.0,5.0,0.31,0.46,9,24.0
David Luiz,D,33,Arsenal,33,2985,33.3,1.42,1856.0,26.0,1.44,0.65,7,12.0
David Martin,G,33,WestHam,5,467,40.0,1.2,1748.0,-33.0,-1.86,-0.95,8,0.25
David McGoldrick,F,32,SheffieldUnited,28,1896,35.7,1.43,1789.0,83.0,4.88,1.88,6,1.6
David Silva,M,34,ManCity,27,1907,59.3,1.96,1953.0,36.0,1.87,0.94,10,12.0
David de Gea,G,29,ManUnited,38,3635,47.4,1.74,1907.0,73.0,4.01,1.39,8,40.0
Davinson Sánchez,F,24,Tottenham,29,2598,44.8,1.59,1864.0,25.0,1.33,0.68,6,48.0
Davy Pröpper,M,28,Brighton,35,2996,20.0,1.03,1696.0,-39.0,-2.24,-0.55,17,13.5
DeAndre Yedlin,D,27,Newcastle,16,1000,18.8,0.94,1688.0,-35.0,-2.04,-0.72,25,6.5
Dean Henderson,G,23,SheffieldUnited,36,3434,38.9,1.47,1820.0,95.0,5.51,1.83,4,14.5
Declan Rice,M,21,WestHam,38,3632,26.3,1.03,1718.0,-9.0,-0.52,-0.01,19,49.5
Dejan Lovren,D,30,Liverpool,10,825,80.0,2.5,1950.0,24.0,1.23,1.07,16,16.0
Dele Alli,F,24,Tottenham,25,1957,36.0,1.44,1843.0,34.0,1.91,0.93,10,64.0
Demarai Gray,D,24,Leicester,21,712,57.1,1.95,1840.0,63.0,3.57,1.72,4,14.5
Dennis Praet,M,26,Leicester,27,1223,37.0,1.48,1756.0,-1.0,-0.04,0.16,24,19.0
Dennis Srbeny,F,25,Norwich,8,84,12.5,1.25,1754.0,24.0,1.41,1.14,1,0.8
Diego Rico,D,27,Bournemouth,27,2470,29.6,1.11,1761.0,22.0,1.24,0.64,1,8.0
Dimitri Foulquier,D,26,Watford,3,69,0.0,0.33,1688.0,-20.0,-1.15,-0.48,14,2.0
Diogo Dalot,F,20,ManUnited,4,78,0.0,0.75,1792.0,-7.0,-0.4,0.07,22,18.0
Diogo Jota,F,23,Wolves,34,2374,23.5,1.21,1765.0,19.0,1.11,0.51,16,28.0
Divock Origi,F,25,Liverpool,28,806,32.1,1.46,1853.0,-15.0,-0.81,-0.13,24,16.0
Djibril Sidibé,D,27,Everton,25,1951,36.0,1.32,1783.0,48.0,2.74,1.24,6,9.5
Domingos Quina,F,20,Watford,4,41,25.0,1.0,1730.0,1.0,0.04,0.39,7,3.2
Dominic Calvert-Lewin,F,23,Everton,36,2789,33.3,1.31,1807.0,37.0,2.11,0.81,2,24.0
Dominic Solanke,F,22,Bournemouth,32,1787,18.8,0.94,1699.0,-44.0,-2.53,-0.67,11,12.0
Douglas Luiz,M,22,AstonVilla,36,2788,27.8,1.08,1694.0,-13.0,-0.74,-0.08,18,18.0
Dwight Gayle,F,29,Newcastle,20,911,15.0,1.1,1750.0,2.0,0.1,0.26,8,9.5
Dwight McNeil,M,20,Burnley,38,3518,39.5,1.42,1791.0,40.0,2.26,0.83,8,18.0
Eddie Nketiah,F,21,Arsenal,13,670,38.5,1.38,1799.0,14.0,0.8,0.67,23,11.0
Ederson,G,26,ManCity,35,3254,68.6,2.17,2000.0,76.0,3.94,1.52,5,56.0
Emerson Palmieri,D,25,Chelsea,15,1094,20.0,0.87,1705.0,-86.0,-4.82,-2.17,26,24.0
Emi Buendía,F,23,Norwich,36,2619,13.9,0.75,1618.0,-100.0,-5.82,-1.61,21,14.5
Emil Krafth,D,25,Newcastle,17,1087,17.6,0.94,1706.0,-16.0,-0.91,-0.19,20,4.0
Emile Smith Rowe,F,19,Arsenal,2,101,0.0,1.0,1815.0,-1.0,-0.05,0.34,21,2.7
Emiliano Martínez,G,27,Arsenal,9,826,55.6,1.78,1887.0,73.0,4.0,2.76,1,2.8
Enda Stevens,D,30,SheffieldUnited,38,3541,36.8,1.42,1782.0,57.0,3.32,1.12,8,5.5
Eric Bailly,D,26,ManUnited,4,175,75.0,2.5,1852.0,20.0,1.11,1.16,12,17.5
Eric Dier,D,26,Tottenham,19,1440,31.6,1.42,1810.0,-11.0,-0.62,-0.06,16,20.0
Eric García,D,19,ManCity,13,856,61.5,2.0,1928.0,29.0,1.52,1.12,14,6.3
Erik Pieters,D,31,Burnley,24,1994,25.0,1.04,1718.0,-44.0,-2.52,-0.79,19,4.0
Ezequiel Schelotto,D,31,Brighton,8,384,25.0,1.0,1686.0,-38.0,-2.23,-1.02,19,1.2
Ezri Konsa,D,22,AstonVilla,25,2151,24.0,1.0,1709.0,-14.0,-0.8,-0.12,13,6.5
Fabian Delph,M,30,Everton,16,1271,18.8,0.94,1715.0,-63.0,-3.57,-1.48,21,12.0
Fabian Schär,D,28,Newcastle,22,1774,22.7,0.82,1662.0,-68.0,-3.92,-1.39,28,13.0
Fabinho,M,26,Liverpool,28,2211,67.9,2.21,1946.0,28.0,1.47,0.75,17,56.0
Fabián Balbuena,F,28,WestHam,17,1264,17.6,0.82,1693.0,-31.0,-1.8,-0.59,24,9.5
Faustino Anjorin,F,18,Chelsea,1,23,0.0,1.0,1827.0,0.0,0.0,0.4,18,2.3
Federico Fernández,D,31,Newcastle,32,2788,28.1,1.22,1757.0,24.0,1.39,0.62,5,5.5
Felipe Anderson,F,27,WestHam,25,1564,28.0,1.08,1705.0,-26.0,-1.5,-0.38,22,32.0
Fernandinho,D,35,ManCity,30,2536,66.7,2.1,1940.0,16.0,0.85,0.49,13,8.0
Fikayo Tomori,D,22,Chelsea,15,1366,53.3,1.67,1837.0,28.0,1.54,1.03,12,16.0
Florian Lejeune,D,28,Newcastle,6,465,33.3,1.0,1740.0,-30.0,-1.7,-0.8,11,4.8
Florin Andone,F,26,Brighton,3,82,33.3,1.67,1757.0,-4.0,-0.23,0.2,5,3.2
Fred,M,27,ManUnited,29,2306,34.5,1.38,1823.0,22.0,1.21,0.62,18,17.5
Frederic Guilbert,D,25,AstonVilla,25,2172,32.0,1.2,1725.0,-9.0,-0.51,-0.01,10,7.0
Gabriel Jesus,F,23,ManCity,34,2153,67.6,2.21,2005.0,111.0,5.89,2.19,3,56.0
Gabriel Martinelli,F,18,Arsenal,14,729,14.3,1.07,1779.0,-28.0,-1.53,-0.56,26,25.0
Gary Cahill,D,34,CrystalPalace,25,2315,32.0,1.16,1732.0,-43.0,-2.45,-0.75,13,4.0
Gaëtan Bong,D,31,Brighton,4,75,0.0,0.5,1665.0,-9.0,-0.54,-0.01,24,0.8
Gedson Fernandes,F,21,Tottenham,7,103,28.6,1.43,1814.0,-8.0,-0.42,0.02,15,13.5
George Baldock,D,27,SheffieldUnited,38,3624,36.8,1.42,1787.0,63.0,3.68,1.22,7,4.8
George Hirst,D,21,Leicester,2,23,0.0,0.5,1791.0,-16.0,-0.91,-0.32,18,0.45
Georges-Kévin N'Koudou,F,24,Tottenham,1,6,100.0,3.0,1810.0,0.0,0.0,0.4,17,3.5
Georginio Wijnaldum,M,29,Liverpool,37,3051,78.4,2.43,1994.0,80.0,4.17,1.54,10,40.0
Gerard Deulofeu,F,25,Watford,28,2187,21.4,1.07,1751.0,51.0,2.99,1.23,3,20.0
Giovani Lo Celso,F,24,Tottenham,28,1616,35.7,1.46,1818.0,-6.0,-0.31,0.05,12,40.0
Glenn Murray,F,36,Brighton,23,879,17.4,1.22,1706.0,-2.0,-0.13,0.15,15,1.6
Granit Xhaka,M,27,Arsenal,31,2735,38.7,1.61,1884.0,50.0,2.73,1.14,2,24.0
Grant Hanley,D,28,Norwich,15,1343,13.3,0.67,1687.0,-26.0,-1.54,-0.49,9,2.0
Gylfi Sigurðsson,F,30,Everton,35,2712,42.9,1.46,1752.0,-18.0,-1.03,-0.17,14,22.5
Hamza Choudhury,M,22,Leicester,20,971,45.0,1.65,1789.0,33.0,1.9,1.03,20,8.0
Harry Kane,F,26,Tottenham,29,2745,44.8,1.62,1922.0,66.0,3.54,1.5,3,120.0
Harry Maguire,D,27,ManUnited,38,3635,47.4,1.74,1933.0,109.0,6.0,2.01,6,56.0
Harry Wilson,M,23,Bournemouth,31,1732,22.6,1.03,1674.0,-85.0,-4.85,-1.48,22,17.5
Harry Winks,M,24,Tottenham,31,2352,32.3,1.32,1801.0,10.0,0.57,0.36,20,32.0
Harvey Barnes,M,22,Leicester,36,2189,41.7,1.56,1797.0,44.0,2.48,0.93,17,17.5
Harvey Elliott,D,17,Liverpool,2,11,0.0,1.0,1943.0,-1.0,-0.07,0.34,18,3.6
Henri Lansbury,M,29,AstonVilla,10,223,0.0,0.8,1687.0,-37.0,-2.16,-0.92,19,1.2
Henrikh Mkhitaryan,F,30,Arsenal,3,122,66.7,2.33,1827.0,10.0,0.53,0.79,17,20.0
Hugo Lloris,G,33,Tottenham,21,1923,52.4,1.86,1929.0,89.0,4.81,2.35,2,14.5
Héctor Bellerín,M,25,Arsenal,15,1237,33.3,1.27,1798.0,-2.0,-0.14,0.19,24,32.0
Ibrahim Amadou,D,26,Norwich,11,808,18.2,0.73,1661.0,-54.0,-3.13,-1.43,13,5.5
Ignacio Pussetto,D,24,Watford,7,107,0.0,0.57,1694.0,-51.0,-2.91,-1.53,13,6.5
Indiana Vassilev,M,19,AstonVilla,4,70,50.0,1.75,1744.0,2.0,0.14,0.43,3,0.25
Isaac Hayden,M,25,Newcastle,29,2353,27.6,1.21,1747.0,17.0,1.0,0.52,9,8.0
Isaac Success,F,24,Watford,5,93,0.0,0.4,1675.0,-33.0,-1.92,-0.95,21,3.2
Ismaila Sarr,F,22,Watford,28,2148,28.6,1.07,1758.0,39.0,2.25,0.98,1,24.5
Issa Diop,D,23,WestHam,32,2935,21.9,0.97,1693.0,-32.0,-1.84,-0.44,25,28.0
Jack Cork,M,31,Burnley,30,2747,40.0,1.33,1722.0,-21.0,-1.19,-0.24,18,12.0
Jack Grealish,M,24,AstonVilla,36,3433,25.0,0.97,1746.0,38.0,2.2,0.82,2,30.5
Jack O'Connell,D,26,SheffieldUnited,33,3096,42.4,1.58,1821.0,97.0,5.6,1.97,3,9.5
Jack Robinson,D,26,SheffieldUnited,6,528,16.7,0.67,1721.0,-35.0,-1.99,-0.99,24,2.0
Jack Rodwell,M,29,SheffieldUnited,1,21,100.0,3.0,1773.0,0.0,0.0,0.4,13,1.2
Jack Simpson,D,23,Bournemouth,4,256,0.0,0.5,1727.0,-7.0,-0.38,0.07,5,1.2
Jack Stacey,D,24,Bournemouth,19,1653,21.1,0.89,1690.0,-62.0,-3.52,-1.35,16,3.2
Jack Stephens,D,26,Southampton,28,2604,42.9,1.43,1811.0,109.0,6.38,2.42,5,5.5
Jack Wilshere,F,28,WestHam,8,241,12.5,0.88,1712.0,-24.0,-1.37,-0.54,20,4.8
Jamaal Lascelles,D,26,Newcastle,24,2197,29.2,1.21,1744.0,16.0,0.9,0.55,10,14.5
Jamal Lewis,D,22,Norwich,28,2427,10.7,0.46,1568.0,-148.0,-8.6,-2.86,28,11.0
James Garner,M,18,ManUnited,1,15,0.0,0.0,1775.0,0.0,0.0,0.4,26,2.7
James Justin,D,22,Leicester,13,1092,38.5,1.46,1801.0,-21.0,-1.17,-0.37,14,3.6
James Maddison,M,23,Leicester,31,2766,45.2,1.68,1849.0,100.0,5.7,2.1,3,48.0
James McArthur,M,32,CrystalPalace,37,3232,32.4,1.22,1725.0,-29.0,-1.67,-0.35,17,4.8
James McCarthy,M,29,CrystalPalace,33,1831,15.2,0.94,1675.0,-83.0,-4.72,-1.39,25,2.8
James Milner,M,34,Liverpool,22,1022,40.9,1.73,1954.0,48.0,2.5,1.33,13,6.5
James Tarkowski,D,27,Burnley,38,3629,39.5,1.42,1820.0,75.0,4.31,1.43,5,20.0
James Tomkins,D,30,CrystalPalace,18,1680,16.7,0.89,1731.0,-27.0,-1.55,-0.47,14,4.0
James Ward-Prowse,M,25,Southampton,38,3640,39.5,1.37,1811.0,111.0,6.51,2.04,6,14.5
Jamie Vardy,F,33,Leicester,35,3226,45.7,1.6,1913.0,163.0,9.32,3.09,1,16.0
Jan Bednarek,D,24,Southampton,34,3247,35.3,1.26,1769.0,67.0,3.92,1.38,11,12.0
Jan Vertonghen,D,33,Tottenham,23,1747,26.1,1.22,1802.0,-26.0,-1.45,-0.4,19,14.5
Jannik Vestergaard,D,27,Southampton,19,1596,31.6,1.21,1761.0,59.0,3.49,1.71,13,12.0
Japhet Tanganga,D,20,Tottenham,6,552,16.7,0.83,1807.0,-8.0,-0.46,0.03,18,7.2
Jarrod Bowen,F,23,WestHam,13,959,23.1,1.15,1764.0,13.0,0.77,0.64,6,16.0
Javier Hernández,F,31,WestHam,2,113,0.0,0.5,1734.0,3.0,0.18,0.52,15,6.8
Javier Manquillo,D,26,Newcastle,21,1696,23.8,1.1,1726.0,2.0,0.13,0.26,16,4.0
Jay Rodriguez,F,30,Burnley,36,2171,33.3,1.31,1764.0,32.0,1.87,0.72,12,4.8
Jaïro Riedewald,M,23,CrystalPalace,17,848,11.8,1.0,1744.0,-27.0,-1.54,-0.49,11,3.2
Jean-Philippe Gbamin,M,23,Everton,2,145,50.0,2.0,1779.0,10.0,0.58,0.82,7,22.5
Jed Steer,G,27,AstonVilla,1,8,0.0,1.0,1731.0,0.0,0.0,0.4,7,1.2
Jeff Hendrick,M,28,Burnley,24,2036,41.7,1.46,1758.0,41.0,2.39,1.11,14,9.0
Jefferson Lerma,M,25,Bournemouth,33,2857,27.3,1.03,1681.0,-44.0,-2.57,-0.66,21,20.0
Jeffrey Schlupp,M,27,CrystalPalace,17,1111,35.3,1.35,1750.0,-6.0,-0.37,0.07,9,9.5
Jeremy Ngakia,D,19,WestHam,5,461,20.0,0.6,1729.0,-12.0,-0.67,-0.13,18,0.25
Jesse Lingard,F,27,ManUnited,22,1012,31.8,1.36,1784.0,-36.0,-1.95,-0.64,23,17.5
Jesús Vallejo,D,22,Wolves,2,173,0.0,0.5,1722.0,-3.0,-0.17,0.25,20,6.0
Jetro Willems,D,25,Newcastle,19,1568,26.3,1.11,1740.0,12.0,0.72,0.52,12,5.5
Joe Gomez,D,23,Liverpool,28,2126,71.4,2.36,2000.0,112.0,5.95,2.48,9,33.5
Joe Willock,F,20,Arsenal,29,968,31.0,1.34,1773.0,-35.0,-1.93,-0.53,27,16.0
Joel Ward,D,30,CrystalPalace,29,2549,31.0,1.14,1711.0,-46.0,-2.6,-0.75,19,3.2
Joelinton,F,23,Newcastle,38,2793,18.4,0.89,1673.0,-52.0,-3.02,-0.74,27,20.0
John Egan,D,27,SheffieldUnited,36,3375,38.9,1.5,1826.0,100.0,5.82,1.92,2,9.5
John Fleck,M,28,SheffieldUnited,30,2667,30.0,1.27,1745.0,20.0,1.17,0.57,17,6.5
John Lundstram,M,26,SheffieldUnited,34,2613,32.4,1.32,1813.0,107.0,6.25,2.12,5,8.0
John McGinn,M,25,AstonVilla,28,2442,21.4,0.89,1700.0,-12.0,-0.71,-0.07,17,16.0
