Player,Pos,Age,Team,Venue,GF,GA,Opponent,MatchID,Round,Date,Score,Start Time,End Time,Minutes Played,Start Result,End Result,Result,Points,MOTM,Status,influence,bonus,total_points,bps,PM,GFteam,GAteam,TeamGF,TeamGA,TeamPM,TeamResult,Start Elo,K,Q,End Elo,E_i,C_i,Rating Change,avg_match_bps,maxbps,avg_match_inf,maxinf,adjBonus
Conor Bradley,RB,21.0,Liverpool,Away,2.0,0.0,Ipswich,2.0,1,2024-08-17,0–2,77.0,99.0,22,0-2,0-2,0.5,1.0,False,Other,7.4,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,W,1795.61744872955,32.0,1.0,1795.1231430318883,0.5639883812426493,-0.014219640276144281,-0.4943056976616687,10.612903225806452,38.0,12.406451612903227,58.0,-0.08631813125695219
Alisson,GK,31.0,Liverpool,Away,2.0,0.0,Ipswich,2.0,1,2024-08-17,0–2,0.0,99.0,99,0-0,0-2,1.0,3.0,False,Starter,18.4,1.0,7.0,28.0,2.0,0.0,2.0,2.0,0.0,2.0,W,1825.63770751825,32.0,1.0,1843.1680678270106,0.6059155181412911,0.49651533413070165,17.530360308760592,10.612903225806452,38.0,12.406451612903227,58.0,0.10333704115684088
Alexander Isak,FW,24.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,True,Starter,25.6,0.0,5.0,22.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1795.9332432906815,0.6736498108800951,0.3263501891199049,19.74115344743157,10.4,34.0,11.6,53.8,0.2602230483271376
Anthony Gordon,LW,23.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,70.0,70,0-0,1-0,1.0,3.0,False,Starter,2.4,0.0,3.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1784.8494688378955,0.6736498108800951,0.3263501891199049,8.657378994645507,10.4,34.0,11.6,53.8,-0.17100371747211895
Harvey Barnes,LW,26.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,70.0,97.0,27,1-0,1-0,0.5,1.0,False,Other,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,W,1765.9500781245501,32.0,1.0,1764.2115996724456,0.6605579562052846,-0.044691389871574054,-1.7384784521046501,10.4,34.0,11.6,53.8,-0.21561338289962825
Jacob Murphy,RW,29.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,30.0,30,0-0,0-0,0.5,1.0,False,Sub,5.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,W,1771.0710839839,32.0,1.0,1769.2140300748024,0.667136132899029,-0.05169158749454504,-1.8570539090977074,10.4,34.0,11.6,53.8,-0.12267657992565056
Emil Krafth,CB,30.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,30.0,97.0,67,0-0,1-0,1.0,3.0,False,Other,16.0,0.0,6.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1765.9500781245501,32.0,1.0,1777.7005774249828,0.6605579562052846,0.33944204379471543,11.750499300432677,10.4,34.0,11.6,53.8,0.08178438661710039
Joelinton,LM,28.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Sub,53.8,3.0,11.0,34.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1771.0710839839,32.0,1.0,1790.07773453658,0.667136132899029,0.33286386710097104,19.006650552679982,10.4,34.0,11.6,53.8,0.7843866171003717
Bruno Guimarães,CM,26.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Starter,21.2,0.0,3.0,14.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1788.4987676069388,0.6736498108800951,0.3263501891199049,12.306677763688903,10.4,34.0,11.6,53.8,0.17843866171003717
Sean Longstaff,RM,26.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Starter,9.4,0.0,3.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1786.2082502944543,0.6736498108800951,0.3263501891199049,10.016160451204218,10.4,34.0,11.6,53.8,-0.04089219330855017
Lewis Hall,LB,19.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,70.0,70,0-0,1-0,1.0,3.0,False,Other,14.2,0.0,5.0,17.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1765.9500781245501,32.0,1.0,1777.3371599208458,0.6605579562052846,0.33944204379471543,11.387081796295584,10.4,34.0,11.6,53.8,0.0483271375464684
Lloyd Kelly,LB,25.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,70.0,97.0,27,1-0,1-0,0.5,1.0,False,Transfer,9.2,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,W,1771.0710839839,32.0,1.0,1769.515955064659,0.667136132899029,-0.046522428745090535,-1.5551289192410933,10.4,34.0,11.6,53.8,-0.044609665427509305
Dan Burn,CB,32.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Starter,17.4,0.0,5.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1787.761143387664,0.6736498108800951,0.3263501891199049,11.569053544414174,10.4,34.0,11.6,53.8,0.10780669144981411
Fabian Schär,CB,32.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,28.0,28,0-0,0-0,0.5,1.0,False,Starter,0.0,0.0,-2.0,-8.0,0.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1774.2422180236285,0.6736498108800951,-0.05012571860456354,-1.9498718196213862,10.4,34.0,11.6,53.8,-0.21561338289962825
Valentino Livramento,RB,21.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Sub,20.0,1.0,7.0,25.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1771.0710839839,32.0,1.0,1783.3858096544907,0.667136132899029,0.33286386710097104,12.314725670590573,10.4,34.0,11.6,53.8,0.15613382899628253
Nick Pope,GK,32.0,Newcastle,Home,1.0,0.0,Southampton,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Starter,25.2,2.0,9.0,27.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1776.19208984325,32.0,1.0,1789.2752141535439,0.6736498108800951,0.3263501891199049,13.083124310293881,10.4,34.0,11.6,53.8,0.2527881040892193
Ben Brereton,FW,25.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,70.0,70,0-0,1-0,0.0,0.0,False,Other,2.6,0.0,1.0,-2.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1692.561024045184,0.33012120308989346,-0.33012120308989346,-12.730936402366023,10.4,34.0,11.6,53.8,-0.16728624535315986
Cameron Archer,FW,23.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,70.0,97.0,27,1-0,1-0,0.5,1.0,False,Other,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1706.4008809093002,0.33012120308989346,0.04728585068631832,1.108920461750147,10.4,34.0,11.6,53.8,-0.1970260223048327
Adam Armstrong,FW,27.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,7.8,0.0,2.0,5.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1693.4737148389304,0.33012120308989346,-0.33012120308989346,-11.818245608619655,10.4,34.0,11.6,53.8,-0.07063197026022305
Joe Aribo,CM,28.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,70.0,70,0-0,1-0,0.0,0.0,False,Other,14.8,0.0,2.0,18.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1695.0342314354525,0.33012120308989346,-0.33012120308989346,-10.257729012097464,10.4,34.0,11.6,53.8,0.05947955390334575
Tyler Dibling,CM,18.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,70.0,97.0,27,1-0,1-0,0.5,1.0,False,Other,2.8,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1706.4470859285398,0.33012120308989346,0.04728585068631832,1.1551254809897364,10.4,34.0,11.6,53.8,-0.16356877323420077
Flynn Downes,"CM,CB",25.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,19.4,0.0,2.0,12.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1695.8537781906664,0.33012120308989346,-0.33012120308989346,-9.438182256883753,10.4,34.0,11.6,53.8,0.1449814126394052
William Smallbone,CM,24.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,4.8,0.0,2.0,13.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1692.8581812134814,0.33012120308989346,-0.33012120308989346,-12.433779234068595,10.4,34.0,11.6,53.8,-0.12639405204460966
Kyle Walker-Peters,WB,27.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,81.0,81,0-0,1-0,0.0,0.0,False,Other,2.0,0.0,2.0,8.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1692.375954411525,0.33012120308989346,-0.33012120308989346,-12.916006036025085,10.4,34.0,11.6,53.8,-0.17843866171003717
Carlos Alcaraz,CM,21.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,81.0,97.0,16,1-0,1-0,0.5,1.0,False,Other,8.4,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1706.061663813319,0.33012120308989346,0.028021244851151594,0.7697033657689635,10.4,34.0,11.6,53.8,-0.059479553903345715
Yukinari Sugawara,WB,24.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,46.0,46,0-0,1-0,0.0,0.0,False,Other,6.0,0.0,1.0,6.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1693.37995314167,0.33012120308989346,-0.33012120308989346,-11.912007305879984,10.4,34.0,11.6,53.8,-0.10408921933085502
Samuel Edozie,WB,21.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,46.0,97.0,51,1-0,1-0,0.5,1.0,False,Other,6.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1707.667811128203,0.33012120308989346,0.08931771796304572,2.375850680652964,10.4,34.0,11.6,53.8,-0.08921933085501858
Jack Stephens,CB,30.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,12.2,0.0,1.0,6.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1694.376497489589,0.33012120308989346,-0.33012120308989346,-10.91546295796121,10.4,34.0,11.6,53.8,0.011152416356877318
Jan Bednarek,CB,28.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,81.0,81,0-0,1-0,0.0,0.0,False,Other,18.4,0.0,2.0,13.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1695.7170032915062,0.33012120308989346,-0.33012120308989346,-9.574957156043833,10.4,34.0,11.6,53.8,0.12639405204460966
Samuel Amo-Ameyaw,WB,18.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,81.0,97.0,16,1-0,1-0,0.5,1.0,False,Other,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1705.9947330858608,0.33012120308989346,0.028021244851151594,0.7027726383107926,10.4,34.0,11.6,53.8,-0.1412639405204461
Taylor Harwood-Bellis,CB,22.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,17.6,0.0,1.0,6.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1695.484458015397,0.33012120308989346,-0.33012120308989346,-9.807502432153116,10.4,34.0,11.6,53.8,0.11152416356877327
Alex McCarthy,GK,34.0,Southampton,Away,0.0,1.0,Newcastle,3.0,1,2024-08-17,1–0,0.0,97.0,97,0-0,1-0,0.0,0.0,False,Other,0.0,0.0,2.0,2.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1705.29196044755,32.0,1.0,1691.8733274127633,0.33012120308989346,-0.33012120308989346,-13.4186330347869,10.4,34.0,11.6,53.8,-0.21561338289962825
Dominic Calvert-Lewin,FW,27.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,76.0,76,0-0,0-2,0.0,0.0,False,Starter,0.0,0.0,2.0,5.0,-2.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1699.1317551262784,0.5713556588782598,-0.7198630215972741,-29.58719018697172,10.6,41.0,14.373333333333333,61.4,-0.23409337676438655
Beto,FW,26.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,76.0,101.0,25,0-2,0-3,0.0,0.0,False,Sub,0.0,0.0,1.0,2.0,-1.0,0.0,3.0,0.0,3.0,-3.0,L,1733.0925683599,32.0,1.0,1709.9048394860831,0.5775102367267139,-0.5775102367267139,-23.18772887381691,10.6,41.0,14.373333333333333,61.4,-0.23409337676438655
Dwight McNeil,"LW,RB,RW",24.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Starter,9.2,0.0,2.0,8.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1698.7746332795048,0.5713556588782598,-0.8240374535098763,-29.944312033745238,10.6,41.0,14.373333333333333,61.4,-0.08425624321389795
Jack Harrison,RW,27.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,85.0,85,0-0,0-2,0.0,0.0,False,Starter,9.8,0.0,2.0,9.0,-2.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1702.8388499894804,0.5713556588782598,-0.7198630215972741,-25.880095323769627,10.6,41.0,14.373333333333333,61.4,-0.07448425624321388
Mason Holgate,"RW,RB",27.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,85.0,101.0,16,0-2,0-3,0.0,0.0,False,Transfer,0.0,0.0,1.0,-1.0,-1.0,0.0,3.0,0.0,3.0,-3.0,L,1733.0925683599,32.0,1.0,1710.0420999306762,0.5775102367267139,-0.5775102367267139,-23.05046842922379,10.6,41.0,14.373333333333333,61.4,-0.23409337676438655
Abdoulaye Doucouré,AM,31.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,63.0,63,0-0,0-2,0.0,0.0,False,Starter,2.4,0.0,2.0,2.0,-2.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1700.2608677438052,0.5713556588782598,-0.7198630215972741,-28.45807756944496,10.6,41.0,14.373333333333333,61.4,-0.19500542888165037
Iliman Ndiaye,"LW,AM",24.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,63.0,101.0,38,0-2,0-3,0.0,0.0,False,Transfer,5.0,0.0,1.0,3.0,-1.0,0.0,3.0,0.0,3.0,-3.0,L,1733.0925683599,32.0,1.0,1711.2497290246763,0.5775102367267139,-0.5775102367267139,-21.84283933522366,10.6,41.0,14.373333333333333,61.4,-0.1526601520086862
Idrissa Gana Gueye,DM,34.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Starter,2.4,0.0,2.0,6.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1695.7160314094447,0.5713556588782598,-0.8240374535098763,-33.002913903805336,10.6,41.0,14.373333333333333,61.4,-0.19500542888165037
Tim Iroegbunam,DM,21.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Transfer,18.8,0.0,2.0,6.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1733.0925683599,32.0,1.0,1707.2027149549735,0.5775102367267139,-0.8329138907672328,-25.889853404926562,10.6,41.0,14.373333333333333,61.4,0.0720955483170467
Vitaliy Mykolenko,LB,25.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Starter,4.8,0.0,1.0,-5.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1696.795537951819,0.5713556588782598,-0.8240374535098763,-31.923407361431185,10.6,41.0,14.373333333333333,61.4,-0.15591748099891425
Michael Keane,CB,31.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Other,12.2,0.0,1.0,0.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1737.46619140655,32.0,1.0,1708.2842077513442,0.5836408419936069,-0.8417557535791335,-29.181983655205773,10.6,41.0,14.373333333333333,61.4,-0.03539630836047775
James Tarkowski,CB,31.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Starter,17.4,0.0,0.0,-4.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1702.462947299283,0.5713556588782598,-0.8240374535098763,-26.255998013966884,10.6,41.0,14.373333333333333,61.4,0.04929424538545058
Ashley Young,RB,39.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,66.0,66,0-0,0-2,0.0,0.0,False,Starter,9.8,0.0,-2.0,-10.0,-2.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1703.0911449220687,0.5713556588782598,-0.7198630215972741,-25.627800391181445,10.6,41.0,14.373333333333333,61.4,-0.07448425624321388
Jordan Pickford,GK,30.0,Everton,Home,0.0,3.0,Brighton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,0.0,0.0,False,Starter,23.8,0.0,1.0,2.0,-3.0,0.0,3.0,0.0,3.0,-3.0,L,1728.71894531325,32.0,1.0,1705.341631412281,0.5713556588782598,-0.8240374535098763,-23.377313900969142,10.6,41.0,14.373333333333333,61.4,0.15352877307274704
Danny Welbeck,FW,33.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,True,Starter,61.4,3.0,12.0,41.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1802.3211007586287,0.4237555696956825,0.8310882819984392,70.44596648037844,10.6,41.0,14.373333333333333,61.4,0.7659066232356134
Kaoru Mitoma,LW,27.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,89.0,89,0-0,0-3,1.0,3.0,False,Starter,48.2,0.0,8.0,27.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1773.1216576921593,0.4237555696956825,0.8310882819984392,41.246523413909074,10.6,41.0,14.373333333333333,61.4,0.5509229098805647
Yasin Ayari,LW,20.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,89.0,101.0,12,0-3,0-3,0.5,1.0,False,Transfer,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,W,1735.6175195319001,32.0,1.0,1735.8241974423765,0.42902451213253573,0.008432731231777933,0.20667791047630502,10.6,41.0,14.373333333333333,61.4,-0.23409337676438655
Yankuba Minteh,RW,20.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,47.0,47,0-0,0-1,1.0,3.0,False,Transfer,25.0,0.0,4.0,18.0,1.0,0.0,3.0,3.0,0.0,3.0,W,1735.6175195319001,32.0,1.0,1757.0509846208734,0.42902451213253573,0.5709754878674642,21.433465088973144,10.6,41.0,14.373333333333333,61.4,0.1730727470141151
Simon Adingra,RW,22.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,47.0,101.0,54,0-1,0-3,1.0,3.0,False,Starter,39.6,0.0,6.0,24.0,2.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1764.6531970941473,0.4237555696956825,0.7260224876250888,32.77806281589717,10.6,41.0,14.373333333333333,61.4,0.41085776330076007
João Pedro,AM,22.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,82.0,82,0-0,0-2,1.0,3.0,False,Starter,5.0,0.0,2.0,9.0,2.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1751.561143375931,0.4237555696956825,0.7260224876250888,19.686009097680582,10.6,41.0,14.373333333333333,61.4,-0.1526601520086862
Jeremy Sarmiento,AM,22.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,82.0,101.0,19,0-2,0-3,1.0,3.0,False,Transfer,0.2,0.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,3.0,W,1735.6175195319001,32.0,1.0,1749.671079943811,0.42902451213253573,0.5709754878674642,14.053560411910937,10.6,41.0,14.373333333333333,61.4,-0.23083604777415853
Mats Wieffer,DM,24.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,False,Transfer,31.0,0.0,6.0,20.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1735.6175195319001,32.0,1.0,1769.1050054312034,0.42902451213253573,0.8234891520329131,33.487485899303245,10.6,41.0,14.373333333333333,61.4,0.27079261672095545
James Milner,DM,38.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,82.0,82,0-0,0-2,1.0,3.0,False,Other,22.4,0.0,2.0,10.0,2.0,0.0,3.0,3.0,0.0,3.0,W,1739.35990478555,32.0,1.0,1765.148641523287,0.4343095912334335,0.7127252537286325,25.788736737737167,10.6,41.0,14.373333333333333,61.4,0.1307274701411509
Billy Gilmour,DM,23.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,82.0,101.0,19,0-2,0-3,1.0,3.0,False,Starter,0.4,0.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1746.1184450350274,0.4237555696956825,0.5762444303043175,14.24331075677712,10.6,41.0,14.373333333333333,61.4,-0.22757871878393052
Jack Hinshelwood,LB,19.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,False,Other,11.8,0.0,3.0,14.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1739.35990478555,32.0,1.0,1764.373440309256,0.4343095912334335,0.8158667489706027,25.01353552370588,10.6,41.0,14.373333333333333,61.4,-0.041910966340933754
Lewis Dunk,CB,32.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,76.0,76,0-0,0-2,1.0,3.0,False,Starter,7.0,0.0,6.0,23.0,2.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1752.3179094868103,0.4237555696956825,0.7260224876250888,20.442775208560157,10.6,41.0,14.373333333333333,61.4,-0.12008686210640608
Adam Webster,CB,29.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,76.0,101.0,25,0-2,0-3,1.0,3.0,False,Sub,5.6,0.0,1.0,9.0,1.0,0.0,3.0,3.0,0.0,3.0,W,1735.6175195319001,32.0,1.0,1751.277994671881,0.42902451213253573,0.5709754878674642,15.660475139980933,10.6,41.0,14.373333333333333,61.4,-0.14288816503800217
Jan Paul van Hecke,CB,24.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,False,Starter,18.8,0.0,6.0,28.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1760.387327794698,0.4237555696956825,0.8310882819984392,28.51219351644765,10.6,41.0,14.373333333333333,61.4,0.0720955483170467
Joël Veltman,RB,32.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,False,Starter,20.6,2.0,8.0,34.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1761.166980645563,0.4237555696956825,0.8310882819984392,29.291846367312633,10.6,41.0,14.373333333333333,61.4,0.10141150922909883
Jason Steele,GK,33.0,Brighton,Away,3.0,0.0,Everton,4.0,1,2024-08-17,0–3,0.0,101.0,101,0-0,0-3,1.0,3.0,False,Starter,18.6,1.0,7.0,31.0,3.0,0.0,3.0,3.0,0.0,3.0,W,1731.8751342782502,32.0,1.0,1760.3006997001573,0.4237555696956825,0.8310882819984392,28.425565421907095,10.6,41.0,14.373333333333333,61.4,0.0688382193268187
Chris Wood,FW,32.0,Forest,Home,1.0,1.0,Bournemouth,5.0,1,2024-08-17,1–1,0.0,72.0,72,0-0,1-0,1.0,3.0,True,Starter,32.2,3.0,9.0,30.0,1.0,1.0,1.0,1.0,1.0,0.0,D,1699.1510131832501,32.0,1.0,1729.6160935890846,0.5444437723667005,0.4555562276332995,30.46508040583455,9.65625,30.0,13.71875,47.0,0.39321808510638306
Taiwo Awoniyi,FW,27.0,Forest,Home,1.0,1.0,Bournemouth,5.0,1,2024-08-17,1–1,72.0,96.0,24,1-0,1-1,0.0,0.0,False,Sub,3.4,0.0,1.0,6.0,-1.0,1.0,1.0,1.0,1.0,0.0,D,1709.4382226559,32.0,1.0,1687.6194979448344,0.5590884644095986,-0.5590884644095986,-21.818724711065652,9.65625,30.0,13.71875,47.0,-0.21954787234042553
Callum Hudson-Odoi,LW,23.0,Forest,Home,1.0,1.0,Bournemouth,5.0,1,2024-08-17,1–1,0.0,72.0,72,0-0,1-0,1.0,3.0,False,Starter,12.2,0.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,D,1699.1510131832501,32.0,1.0,1713.2577479427714,0.5444437723667005,0.4555562276332995,14.106734759521364,9.65625,30.0,13.71875,47.0,-0.03231382978723406
Elliot Anderson,LW,21.0,Forest,Home,1.0,1.0,Bournemouth,5.0,1,2024-08-17,1–1,72.0,96.0,24,1-0,1-1,0.0,0.0,False,Transfer,5.4,0.0,1.0,4.0,-1.0,1.0,1.0,1.0,1.0,0.0,D,1709.4382226559,32.0,1.0,1688.380809896371,0.5590884644095986,-0.5590884644095986,-21.05741275952918,9.65625,30.0,13.71875,47.0,-0.17699468085106382
