Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Jeffrey Schlupp,M,28,CrystalPalace,27,1500.0,33.3,1.37,1726.0,-0.0,-0.0,0.21,6,9.0
Jesse Lingard,F,28,WestHam,16,1488.0,56.2,1.88,1903.0,84.0,4.62,2.62,1,22.0
Jimmy Dunne,D,23,Burnley,3,282.0,0.0,0.0,1679.0,-44.0,-2.58,-1.49,15,0.6
Joachim Andersen,D,24,Fulham,31,2889.0,22.6,1.0,1684.0,-26.0,-1.54,-0.32,5,22.0
Joe Bryan,D,27,Fulham,16,730.0,0.0,0.56,1618.0,-55.0,-3.28,-1.26,23,5.0
Joe Gomez,D,23,Liverpool,7,620.0,57.1,1.86,1859.0,-15.0,-0.82,-0.19,16,30.0
Joe Rodon,F,23,Tottenham,12,782.0,25.0,1.25,1790.0,3.0,0.18,0.41,16,10.0
Joe Willock,M,21,Newcastle,21,1299.0,33.3,1.38,1833.0,93.0,5.32,2.52,1,16.0
Joel Mumbongo,M,22,Burnley,4,54.0,0.0,0.75,1729.0,-1.0,-0.05,0.37,5,0.3
Joel Ward,D,31,CrystalPalace,26,2387.0,26.9,1.08,1675.0,-48.0,-2.79,-0.83,19,2.5
Joelinton,F,24,Newcastle,31,2095.0,19.4,1.03,1703.0,-24.0,-1.41,-0.28,16,17.0
John Egan,D,28,SheffieldUnited,31,2782.0,16.1,0.61,1613.0,-82.0,-4.82,-1.42,18,9.0
John Fleck,M,29,SheffieldUnited,31,2724.0,22.6,0.77,1607.0,-88.0,-5.19,-1.54,19,5.0
John Lundstram,M,27,SheffieldUnited,28,2149.0,14.3,0.71,1603.0,-92.0,-5.45,-1.72,20,7.0
John McGinn,M,26,AstonVilla,37,3531.0,40.5,1.41,1749.0,34.0,1.97,0.77,16,30.0
John Ruddy,G,34,Wolves,2,102.0,0.0,0.5,1760.0,-11.0,-0.65,-0.05,6,0.8
John Stones,D,26,ManCity,22,2034.0,81.8,2.5,2002.0,154.0,8.31,3.92,2,30.0
Jonjo Shelvey,M,29,Newcastle,30,2776.0,36.7,1.37,1741.0,8.0,0.44,0.36,8,13.0
Jonjoe Kenny,F,23,Everton,4,91.0,0.0,0.75,1738.0,0.0,0.01,0.42,21,5.8
Jonny Castro,D,27,Wolves,7,528.0,14.3,1.0,1752.0,-7.0,-0.38,0.11,10,15.0
Jonny Evans,D,33,Leicester,28,2598.0,53.6,1.79,1830.0,27.0,1.52,0.77,6,7.0
Jordan Ayew,F,29,CrystalPalace,33,2205.0,30.3,1.21,1670.0,-52.0,-3.03,-0.8,20,8.0
Jordan Henderson,D,30,Liverpool,21,1791.0,33.3,1.43,1851.0,-10.0,-0.55,-0.0,19,20.0
Jordan Pickford,G,27,Everton,31,2901.0,48.4,1.61,1804.0,42.0,2.4,1.02,6,22.0
Jorginho,M,29,Chelsea,28,2111.0,50.0,1.86,1903.0,93.0,5.14,2.15,2,40.0
Josh Benson,M,21,Burnley,6,285.0,16.7,0.83,1680.0,-26.0,-1.51,-0.62,14,0.4
Josh Brownhill,F,25,Burnley,33,2953.0,24.2,0.97,1653.0,-63.0,-3.68,-1.0,23,7.0
Josh Maja,F,22,Fulham,15,852.0,26.7,1.13,1722.0,15.0,0.87,0.71,1,5.0
Josh Onomah,M,24,Fulham,11,408.0,0.0,0.55,1601.0,-71.0,-4.25,-1.98,27,6.0
Joshua King,F,29,Everton,11,193.0,9.1,1.0,1738.0,-11.0,-0.63,-0.04,22,8.0
José Izquierdo,D,28,Brighton,1,13.0,0.0,1.0,1730.0,0.0,0.0,0.48,9,4.0
João Cancelo,D,26,ManCity,28,2412.0,71.4,2.29,1967.0,113.0,6.1,2.57,9,55.0
João Moutinho,M,34,Wolves,33,2672.0,27.3,1.06,1707.0,-76.0,-4.27,-1.25,21,4.0
João Virgínia,G,21,Everton,1,51.0,0.0,1.0,1767.0,0.0,0.0,0.48,10,1.0
Joël Matip,D,29,Liverpool,10,727.0,50.0,1.8,1868.0,51.0,2.78,2.04,13,18.0
Joël Veltman,D,29,Brighton,28,2395.0,17.9,0.96,1701.0,3.0,0.15,0.27,20,6.0
Juan Mata,F,33,ManUnited,9,533.0,55.6,1.89,1837.0,29.0,1.58,1.35,18,4.0
Jóhann Berg Guðmundsson,M,30,Burnley,22,1419.0,22.7,0.91,1644.0,-73.0,-4.23,-1.51,25,3.0
Kai Havertz,M,21,Chelsea,27,1602.0,40.7,1.67,1821.0,30.0,1.69,0.85,16,70.0
Kalvin Phillips,M,25,Leeds,29,2559.0,48.3,1.69,1833.0,132.0,7.74,2.91,6,30.0
Kamil Grosicki,M,32,WestBrom,3,156.0,33.3,1.0,1684.0,9.0,0.51,0.83,7,1.0
Karl Darlow,G,30,Newcastle,25,2381.0,28.0,1.0,1709.0,-35.0,-2.02,-0.56,15,3.0
Karlan Grant,M,23,WestBrom,21,1167.0,14.3,0.71,1586.0,-104.0,-6.14,-2.3,28,8.0
Kasper Schmeichel,G,34,Leicester,38,3607.0,52.6,1.74,1822.0,48.0,2.73,1.0,9,6.0
Kayne Ramsey,D,20,Southampton,1,94.0,0.0,0.0,1725.0,0.0,0.0,0.48,13,0.25
Kean Bryan,D,24,SheffieldUnited,13,1050.0,23.1,0.77,1652.0,-35.0,-2.06,-0.76,12,2.0
Keinan Davis,F,23,AstonVilla,15,340.0,20.0,1.33,1762.0,17.0,0.97,0.77,12,3.0
Kelechi Iheanacho,F,24,Leicester,25,1556.0,40.0,1.52,1820.0,33.0,1.87,0.96,11,20.0
Kenny Tete,D,25,Fulham,22,1568.0,9.1,0.64,1607.0,-77.0,-4.58,-1.6,26,5.0
Kepa Arrizabalaga,G,26,Chelsea,7,619.0,28.6,1.29,1772.0,-26.0,-1.44,-0.6,22,13.0
Kevin De Bruyne,M,29,ManCity,25,2086.0,60.0,2.08,1995.0,140.0,7.53,3.34,4,100.0
Kevin Long,D,30,Burnley,8,671.0,0.0,0.38,1657.0,-60.0,-3.51,-1.8,22,1.0
Ki-Jana Hoever,D,19,Wolves,12,631.0,8.3,0.67,1693.0,-51.0,-2.92,-1.29,25,7.0
Kieran Gibbs,D,31,WestBrom,10,850.0,10.0,0.7,1662.0,-10.0,-0.57,-0.0,14,2.5
Kieran Tierney,D,23,Arsenal,27,2425.0,40.7,1.48,1839.0,51.0,2.88,1.3,10,32.0
Kiko Casilla,G,34,Leeds,3,285.0,66.7,2.0,1765.0,56.0,3.26,2.89,15,0.8
Kortney Hause,D,25,AstonVilla,7,664.0,57.1,2.0,1828.0,71.0,4.02,3.02,4,5.0
Kostas Tsimikas,F,25,Liverpool,2,11.0,0.0,1.0,1867.0,-0.0,-0.01,0.45,14,8.0
Kurt Zouma,D,26,Chelsea,24,2147.0,45.8,1.62,1835.0,27.0,1.48,0.84,12,32.0
Kyle Bartley,D,30,WestBrom,30,2724.0,16.7,0.77,1659.0,-15.0,-0.9,-0.1,15,2.5
Kyle Edwards,M,22,WestBrom,5,133.0,20.0,1.0,1680.0,4.0,0.27,0.56,9,1.0
Kyle Walker,D,30,ManCity,24,2052.0,62.5,2.17,1965.0,107.0,5.76,2.67,10,28.0
Kyle Walker-Peters,D,24,Southampton,30,2782.0,40.0,1.4,1745.0,19.0,1.12,0.58,6,18.0
Leander Dendoncker,M,26,Wolves,33,2668.0,30.3,1.27,1717.0,-65.0,-3.65,-1.04,19,30.0
Leandro Trossard,F,26,Brighton,35,2710.0,28.6,1.29,1797.0,112.0,6.65,2.22,1,17.0
Lee Peltier,D,34,WestBrom,4,242.0,0.0,0.5,1659.0,-35.0,-2.06,-1.05,16,0.4
Leif Davis,D,20,Leeds,2,39.0,50.0,2.0,1739.0,19.0,1.12,1.32,18,0.8
Lewis Dunk,D,29,Brighton,33,3081.0,27.3,1.15,1759.0,80.0,4.75,1.7,4,25.0
Lewis Richardson,M,18,Burnley,2,11.0,0.0,1.0,1746.0,0.0,0.0,0.45,4,0.2
Liam Cooper,D,29,Leeds,25,2302.0,48.0,1.52,1784.0,64.0,3.7,1.65,12,7.0
Liam Delap,F,17,ManCity,1,44.0,0.0,0.0,1821.0,0.0,0.0,0.48,23,1.0
Lucas Digne,D,27,Everton,30,2834.0,43.3,1.53,1778.0,15.0,0.88,0.5,8,35.0
Lucas Moura,F,28,Tottenham,30,1513.0,40.0,1.5,1804.0,57.0,3.26,1.34,11,25.0
Luka Milivojević,M,30,CrystalPalace,31,2477.0,25.8,1.03,1663.0,-46.0,-2.67,-0.71,22,8.0
Luke Ayling,D,29,Leeds,38,3580.0,47.4,1.55,1830.0,129.0,7.6,2.4,7,5.0
Luke Shaw,D,25,ManUnited,32,2819.0,50.0,1.88,1902.0,75.0,4.13,1.64,6,35.0
Luke Thomas,D,19,Leicester,14,1023.0,50.0,1.71,1790.0,-7.0,-0.37,0.09,16,5.0
Lys Mousset,F,25,SheffieldUnited,11,334.0,9.1,0.64,1622.0,-70.0,-4.14,-1.95,15,9.0
Mamadou Sakho,D,30,CrystalPalace,4,297.0,25.0,0.75,1696.0,-58.0,-3.29,-2.02,15,6.0
Manuel Lanzini,M,28,WestHam,17,628.0,41.2,1.71,1789.0,17.0,0.95,0.73,13,10.0
Marc Albrighton,M,31,Leicester,31,1847.0,41.9,1.61,1823.0,58.0,3.3,1.34,8,4.0
Marcos Alonso,D,30,Chelsea,13,1012.0,46.2,1.69,1829.0,36.0,1.99,1.4,14,12.0
Marcus Rashford,F,23,ManUnited,37,3070.0,45.9,1.76,1895.0,67.0,3.68,1.35,8,85.0
Marek Rodák,G,24,Fulham,2,185.0,0.0,0.0,1652.0,-25.0,-1.48,-0.69,16,5.0
Mario Lemina,M,27,Fulham,28,1797.0,10.7,0.79,1653.0,-42.0,-2.5,-0.67,15,10.0
Mark Noble,F,34,WestHam,21,780.0,23.8,1.1,1671.0,-21.0,-1.25,-0.27,23,2.0
Martin Dúbravka,G,32,Newcastle,13,1242.0,38.5,1.54,1775.0,67.0,3.94,2.34,4,5.0
Martin Kelly,D,31,CrystalPalace,1,5.0,0.0,1.0,1731.0,0.0,0.0,0.48,3,1.5
Martin Ødegaard,F,22,Arsenal,14,922.0,50.0,1.79,1855.0,66.0,3.71,2.24,5,40.0
Marvelous Nakamba,M,27,AstonVilla,13,785.0,38.5,1.62,1797.0,60.0,3.47,2.13,6,7.0
Mason Greenwood,F,19,ManUnited,31,1922.0,38.7,1.61,1837.0,41.0,2.26,1.0,19,50.0
Mason Holgate,D,24,Everton,28,2419.0,35.7,1.36,1760.0,33.0,1.88,0.9,13,20.0
Mason Mount,F,22,Chelsea,36,3049.0,47.2,1.69,1875.0,76.0,4.21,1.54,7,75.0
Mateo Kovačić,M,27,Chelsea,27,1903.0,44.4,1.56,1772.0,4.0,0.24,0.3,23,45.0
Mateusz Klich,F,30,Leeds,35,2507.0,37.1,1.34,1719.0,2.0,0.13,0.22,20,4.0
Matheus Pereira,F,25,WestBrom,33,2702.0,21.2,0.94,1732.0,60.0,3.58,1.32,1,15.0
Mathew Ryan,G,29,Arsenal,14,1347.0,21.4,1.0,1797.0,-0.0,-0.01,0.29,19,6.0
Matt Doherty,D,29,Tottenham,17,1330.0,47.1,1.76,1844.0,94.0,5.34,2.82,6,16.0
Matt Phillips,F,30,WestBrom,33,1939.0,9.1,0.7,1595.0,-100.0,-5.9,-1.71,24,4.0
Matt Ritchie,D,31,Newcastle,18,1434.0,38.9,1.44,1768.0,62.0,3.62,1.9,6,3.0
Matt Targett,D,25,AstonVilla,38,3606.0,42.1,1.47,1785.0,49.0,2.82,1.02,7,17.0
Matthew Longstaff,M,20,Newcastle,5,394.0,0.0,0.2,1677.0,-40.0,-2.31,-1.21,23,5.0
Matthew Lowton,D,31,Burnley,34,3221.0,29.4,1.12,1702.0,-14.0,-0.8,-0.08,9,2.5
Matty Cash,D,23,AstonVilla,28,2497.0,46.4,1.5,1780.0,58.0,3.36,1.42,8,22.0
Matěj Vydra,F,29,Burnley,28,1454.0,17.9,1.0,1685.0,-47.0,-2.7,-0.78,13,3.0
Max Kilman,D,23,Wolves,18,1398.0,27.8,1.22,1753.0,-11.0,-0.6,-0.03,9,4.5
Max Lowe,D,23,SheffieldUnited,8,578.0,12.5,0.62,1659.0,-51.0,-2.97,-1.48,10,3.0
Maxime Le Marchand,D,30,Fulham,2,134.0,0.0,0.5,1682.0,-13.0,-0.77,-0.14,6,1.5
Mbaye Diagne,F,29,WestBrom,16,1241.0,25.0,1.19,1709.0,4.0,0.26,0.39,3,3.0
Michael Hector,D,28,Fulham,4,277.0,0.0,0.25,1640.0,-37.0,-2.18,-1.14,18,3.5
Michael Keane,D,28,Everton,35,3172.0,40.0,1.49,1807.0,52.0,2.95,1.13,5,25.0
Michael Obafemi,F,20,Southampton,4,74.0,0.0,0.5,1704.0,-26.0,-1.49,-0.68,18,3.0
Michail Antonio,F,31,WestHam,26,2047.0,53.8,1.81,1871.0,184.0,10.93,4.23,4,12.0
Michy Batshuayi,F,27,CrystalPalace,18,790.0,44.4,1.44,1702.0,-37.0,-2.13,-0.72,12,10.0
Miguel Almirón,F,27,Newcastle,34,2539.0,29.4,1.09,1692.0,-38.0,-2.22,-0.52,18,16.0
Mohamed Elneny,M,28,Arsenal,23,1644.0,52.2,1.74,1817.0,30.0,1.68,0.93,16,10.0
Mohamed Salah,F,28,Liverpool,37,3247.0,54.1,1.81,1942.0,55.0,2.91,1.14,5,100.0
Mohammed Salisu,D,22,Southampton,12,893.0,16.7,0.83,1712.0,-29.0,-1.66,-0.6,16,10.0
Moise Kean,F,20,Everton,2,23.0,0.0,1.0,1734.0,-1.0,-0.06,0.41,23,35.0
Morgan Gibbs-White,M,21,Wolves,11,462.0,18.2,1.09,1737.0,-25.0,-1.42,-0.49,11,7.0
Morgan Sanson,M,26,AstonVilla,9,321.0,0.0,0.78,1729.0,-22.0,-1.23,-0.42,20,16.0
Moussa Djenepo,M,22,Southampton,27,1325.0,18.5,1.0,1666.0,-68.0,-3.92,-1.24,26,13.0
Moussa Sissoko,F,31,Tottenham,25,1692.0,24.0,1.12,1724.0,-24.0,-1.4,-0.31,23,10.0
N'Golo Kanté,M,30,Chelsea,30,2263.0,30.0,1.43,1842.0,42.0,2.32,1.04,10,55.0
Naby Keïta,M,26,Liverpool,10,558.0,50.0,1.8,1833.0,7.0,0.41,0.57,25,32.0
Nampalys Mendy,M,28,Leicester,23,1538.0,34.8,1.43,1723.0,-48.0,-2.68,-0.89,27,8.0
Nathan Aké,D,26,ManCity,10,841.0,50.0,1.7,1833.0,-33.0,-1.78,-0.77,22,32.0
Nathan Broadhead,F,23,Everton,1,5.0,0.0,1.0,1765.0,0.0,0.0,0.48,12,0.5
Nathan Redmond,M,27,Southampton,29,1864.0,27.6,1.03,1649.0,-66.0,-3.85,-1.15,28,18.0
Nathan Tella,F,21,Southampton,18,794.0,16.7,1.0,1701.0,-14.0,-0.79,-0.11,19,2.0
Nathaniel Clyne,D,29,CrystalPalace,13,1199.0,38.5,1.31,1690.0,-52.0,-2.98,-1.28,17,3.0
Nathaniel Phillips,D,24,Liverpool,17,1560.0,70.6,2.24,1981.0,107.0,5.73,3.17,2,8.0
Neal Maupay,F,24,Brighton,33,2631.0,24.2,1.15,1724.0,49.0,2.95,1.11,10,20.0
Neco Williams,F,20,Liverpool,6,262.0,50.0,1.83,1851.0,-7.0,-0.4,0.11,20,8.0
Neeskens Kebano,F,28,Fulham,5,138.0,20.0,1.2,1686.0,17.0,1.02,1.08,4,1.0
Neil Taylor,D,31,AstonVilla,1,19.0,0.0,0.0,1718.0,0.0,0.0,0.48,21,1.5
Nemanja Matić,M,32,ManUnited,20,1209.0,55.0,1.85,1825.0,-0.0,-0.01,0.25,22,8.0
Niall Huggins,D,20,Leeds,1,43.0,100.0,3.0,1766.0,0.0,0.0,0.48,14,0.2
Nick Pope,G,29,Burnley,32,3030.0,31.2,1.22,1852.0,132.0,7.66,2.74,1,15.0
Nicolas Pépé,F,25,Arsenal,29,1726.0,37.9,1.41,1855.0,84.0,4.73,1.92,6,35.0
Niels Nkounkou,F,20,Everton,2,84.0,0.0,0.5,1741.0,1.0,0.08,0.5,19,3.0
Nélson Semedo,D,27,Wolves,34,3142.0,29.4,1.15,1722.0,-14.0,-0.81,-0.08,16,28.0
Odion Ighalo,F,31,ManUnited,1,16.0,0.0,0.0,1769.0,0.0,0.0,0.48,28,3.5
Okay Yokuşlu,M,27,WestBrom,16,1384.0,18.8,1.0,1692.0,0.0,0.0,0.28,5,7.5
Ola Aina,M,24,Fulham,31,2804.0,16.1,0.87,1656.0,-24.0,-1.44,-0.28,13,6.0
Oleksandr Zinchenko,D,24,ManCity,20,1569.0,65.0,2.1,1905.0,59.0,3.18,1.73,19,25.0
Oliver Burke,F,24,SheffieldUnited,25,1323.0,4.0,0.6,1614.0,-86.0,-5.04,-1.7,16,6.0
Oliver McBurnie,F,24,SheffieldUnited,23,1422.0,4.3,0.3,1550.0,-146.0,-8.6,-3.18,27,10.0
Oliver Norwood,M,30,SheffieldUnited,32,2339.0,18.8,0.66,1595.0,-101.0,-5.94,-1.76,22,5.0
Olivier Giroud,F,34,Chelsea,17,798.0,23.5,1.41,1806.0,21.0,1.2,0.84,21,4.0
Ollie Watkins,F,25,AstonVilla,37,3519.0,43.2,1.46,1859.0,140.0,8.12,2.64,3,32.0
Oriol Romeu,M,29,Southampton,21,1852.0,33.3,1.19,1715.0,-4.0,-0.22,0.14,14,6.0
Oskar Buur,D,22,Wolves,1,27.0,0.0,1.0,1758.0,0.0,0.0,0.48,8,0.3
Owen Otasowie,F,20,Wolves,6,210.0,33.3,1.33,1760.0,-25.0,-1.38,-0.58,7,1.5
Ozan Kabak,D,21,Liverpool,9,854.0,33.3,1.33,1840.0,-5.0,-0.26,0.17,22,25.0
Pablo Fornals,F,25,WestHam,33,2685.0,45.5,1.55,1808.0,115.0,6.82,2.36,9,18.0
Pablo Hernández,F,36,Leeds,16,479.0,31.2,1.5,1755.0,56.0,3.28,1.84,16,0.8
Pablo Marí,D,27,Arsenal,10,956.0,60.0,2.0,1850.0,67.0,3.77,2.58,7,7.0
Pascal Groß,M,29,Brighton,34,2635.0,29.4,1.26,1779.0,81.0,4.74,1.69,2,7.0
Pascal Struijk,D,21,Leeds,27,2180.0,37.0,1.33,1788.0,87.0,5.09,2.07,11,9.0
Patrick Bamford,F,27,Leeds,38,3189.0,42.1,1.47,1894.0,193.0,11.35,3.51,1,22.0
Patrick Cutrone,F,23,Wolves,2,34.0,0.0,1.0,1761.0,-2.0,-0.11,0.36,5,9.0
Patrick van Aanholt,M,30,CrystalPalace,22,1870.0,22.7,0.95,1663.0,-40.0,-2.34,-0.72,23,7.0
Paul Dummett,D,29,Newcastle,15,1330.0,33.3,1.4,1776.0,57.0,3.29,1.92,3,3.0
Paul Pogba,F,28,ManUnited,26,2021.0,53.8,1.88,1868.0,30.0,1.61,0.87,11,60.0
Pedro Neto,F,21,Wolves,31,2684.0,32.3,1.26,1779.0,-4.0,-0.25,0.12,2,35.0
Percy Tau,F,27,Brighton,3,109.0,0.0,0.67,1704.0,2.0,0.1,0.52,16,3.0
Phil Bardsley,D,35,Burnley,4,292.0,0.0,0.25,1672.0,-36.0,-2.1,-1.09,18,0.3
Phil Foden,M,20,ManCity,28,1712.0,60.7,2.11,1984.0,157.0,8.59,3.49,6,80.0
Phil Jagielka,D,38,SheffieldUnited,10,557.0,20.0,0.8,1664.0,-32.0,-1.88,-0.74,9,0.25
Pierre Højbjerg,M,25,Tottenham,38,3617.0,47.4,1.63,1825.0,77.0,4.41,1.5,8,35.0
Pierre-Emerick Aubameyang,F,31,Arsenal,29,2449.0,41.4,1.48,1857.0,54.0,3.01,1.31,4,25.0
Raheem Sterling,F,26,ManCity,31,2669.0,61.3,2.1,1972.0,119.0,6.43,2.54,7,90.0
Raphinha,D,24,Leeds,30,2488.0,50.0,1.63,1865.0,145.0,8.41,3.11,2,30.0
Rayan Aït-Nouri,D,19,Wolves,21,1478.0,23.8,1.05,1703.0,-104.0,-5.75,-2.3,22,18.0
Raúl Jiménez,F,29,Wolves,10,872.0,40.0,1.5,1795.0,-10.0,-0.58,-0.0,1,28.0
Reda Khadra,F,19,Brighton,1,8.0,0.0,1.0,1710.0,0.0,0.0,0.48,12,0.15
Reece James,D,21,Chelsea,32,2527.0,43.8,1.59,1813.0,-12.0,-0.66,-0.04,19,40.0
Reiss Nelson,F,20,Arsenal,2,81.0,0.0,1.0,1770.0,-1.0,-0.08,0.41,23,9.0
Rekeem Harper,M,20,WestBrom,2,37.0,0.0,0.5,1675.0,0.0,0.01,0.45,10,2.5
Rhian Brewster,F,21,SheffieldUnited,27,1218.0,14.8,0.93,1643.0,-65.0,-3.83,-1.18,14,12.0
Rhys Williams,D,20,Liverpool,9,701.0,55.6,1.89,1891.0,9.0,0.49,0.66,11,5.0
Ricardo Pereira,F,27,Leicester,15,1021.0,40.0,1.4,1753.0,-47.0,-2.61,-1.06,23,30.0
Richarlison,F,24,Everton,34,2984.0,47.1,1.65,1836.0,81.0,4.59,1.69,3,55.0
Riyad Mahrez,F,30,ManCity,27,2037.0,59.3,2.0,1949.0,81.0,4.31,1.94,13,42.0
Rob Holding,D,25,Arsenal,30,2715.0,43.3,1.53,1833.0,47.0,2.63,1.14,12,18.0
Robbie Brady,M,29,Burnley,19,1099.0,15.8,1.21,1763.0,29.0,1.68,1.0,2,3.0
Robert Snodgrass,M,33,WestBrom,11,562.0,18.2,1.09,1667.0,-40.0,-2.32,-0.98,12,1.5
Robert Sánchez,G,23,Brighton,27,2551.0,25.9,1.15,1749.0,48.0,2.79,1.24,6,8.0
Roberto Firmino,F,29,Liverpool,36,2953.0,47.2,1.72,1894.0,20.0,1.09,0.54,9,50.0
Robin Koch,M,24,Leeds,17,1208.0,35.3,1.41,1748.0,48.0,2.8,1.57,17,17.0
Robin Olsen,G,31,Everton,7,670.0,28.6,1.29,1768.0,28.0,1.59,1.41,9,3.0
Rodri,M,24,ManCity,34,2891.0,64.7,2.15,1970.0,92.0,4.88,1.89,8,70.0
Rodrigo,F,30,Leeds,26,1356.0,46.2,1.65,1805.0,95.0,5.55,2.29,10,18.0
Romain Saïss,D,31,Wolves,27,2571.0,29.6,1.11,1693.0,-105.0,-5.83,-2.03,26,10.0
Romaine Sawyers,M,29,WestBrom,19,1559.0,10.5,0.58,1574.0,-104.0,-6.21,-2.42,29,2.0
Ross Barkley,F,27,AstonVilla,26,1651.0,30.8,1.27,1733.0,-50.0,-2.79,-0.87,19,20.0
Ruben Loftus-Cheek,M,25,Fulham,31,2077.0,25.8,1.19,1673.0,-36.0,-2.12,-0.51,9,18.0
Rui Patrício,G,33,Wolves,37,3537.0,32.4,1.22,1725.0,-56.0,-3.16,-0.81,14,10.0
Ryan Bertrand,D,31,Southampton,29,2744.0,31.0,1.14,1661.0,-57.0,-3.3,-0.96,27,8.0
Ryan Fraser,F,27,Newcastle,18,985.0,5.6,0.78,1648.0,-57.0,-3.32,-1.24,26,10.0
Ryan Fredericks,D,28,WestHam,14,618.0,21.4,1.07,1700.0,9.0,0.5,0.56,21,2.5
Rúben Dias,D,24,ManCity,32,2984.0,71.9,2.31,1997.0,146.0,7.89,3.01,3,75.0
Rúben Neves,M,24,Wolves,36,2830.0,22.2,0.97,1696.0,-65.0,-3.69,-0.99,24,45.0
Rúben Vinagre,M,21,Wolves,2,183.0,0.0,0.0,1722.0,-27.0,-1.52,-0.78,17,5.0
Rúnar Alex Rúnarsson,G,25,Arsenal,1,21.0,0.0,1.0,1786.0,0.0,0.0,0.48,22,1.5
Sadio Mané,F,29,Liverpool,35,2985.0,57.1,1.94,1953.0,79.0,4.23,1.62,3,85.0
Sam Field,M,22,WestBrom,3,74.0,0.0,0.33,1666.0,-29.0,-1.72,-0.84,13,1.0
Sam Johnstone,G,28,WestBrom,37,3510.0,10.8,0.62,1684.0,4.0,0.21,0.24,8,8.0
Sander Berge,M,23,SheffieldUnited,15,1184.0,6.7,0.33,1587.0,-136.0,-7.91,-3.62,23,18.0
Saïd Benrahma,F,25,WestHam,30,1486.0,36.7,1.57,1787.0,47.0,2.68,1.14,14,22.0
Scott Carson,G,35,ManCity,1,96.0,100.0,3.0,1910.0,0.0,0.0,0.48,17,0.3
Scott Dann,D,34,CrystalPalace,15,1425.0,33.3,1.07,1666.0,-65.0,-3.76,-1.58,21,1.5
Scott McTominay,M,24,ManUnited,32,2270.0,37.5,1.62,1886.0,76.0,4.22,1.66,10,35.0
Sead Kolašinac,D,27,Arsenal,1,95.0,100.0,3.0,1790.0,0.0,0.0,0.48,20,6.5
Sean Longstaff,M,23,Newcastle,22,1515.0,22.7,1.14,1690.0,-20.0,-1.19,-0.24,19,15.0
Semi Ajayi,D,27,WestBrom,33,2936.0,9.1,0.61,1602.0,-68.0,-4.06,-1.1,22,6.0
Serge Aurier,D,28,Tottenham,19,1679.0,42.1,1.53,1799.0,-31.0,-1.68,-0.54,13,20.0
Sergio Agüero,F,32,ManCity,12,588.0,41.7,1.67,1927.0,72.0,3.86,2.57,15,18.0
Sergio Reguilón,D,24,Tottenham,27,2362.0,51.9,1.74,1806.0,-1.0,-0.05,0.19,10,25.0
Shane Long,F,33,Southampton,11,256.0,9.1,0.91,1701.0,-30.0,-1.76,-0.65,20,1.2
Shkodran Mustafi,D,28,Arsenal,3,59.0,0.0,0.67,1763.0,0.0,0.02,0.43,25,2.5
Shola Shoretire,F,17,ManUnited,2,20.0,0.0,1.0,1833.0,-1.0,-0.04,0.41,21,3.0
Sidnei Tavares,M,19,Leicester,2,88.0,0.0,1.0,1792.0,-0.0,-0.0,0.45,14,0.3
Solly March,D,26,Brighton,21,1765.0,28.6,1.33,1760.0,73.0,4.32,2.03,3,9.0
Son Heung-min,F,28,Tottenham,37,3262.0,54.1,1.78,1918.0,165.0,9.38,3.08,2,85.0
Steven Alzate,F,22,Brighton,15,939.0,13.3,0.73,1679.0,1.0,0.04,0.31,23,6.0
Steven Bergwijn,F,23,Tottenham,21,1268.0,38.1,1.38,1747.0,-13.0,-0.76,-0.08,22,22.0
Stuart Armstrong,M,29,Southampton,33,2890.0,36.4,1.27,1706.0,2.0,0.13,0.23,17,8.0
Stuart Dallas,M,30,Leeds,38,3590.0,47.4,1.55,1864.0,164.0,9.62,3.01,3,4.0
Séamus Coleman,M,32,Everton,25,1707.0,40.0,1.52,1747.0,-8.0,-0.44,0.04,17,5.0
Sébastien Haller,F,26,WestHam,16,1003.0,25.0,1.31,1728.0,36.0,2.13,1.28,18,27.0
Takumi Minamino,F,26,Southampton,19,1059.0,26.3,1.26,1727.0,-11.0,-0.63,-0.03,11,12.0
Tammy Abraham,F,23,Chelsea,22,1124.0,36.4,1.5,1828.0,38.0,2.12,1.15,15,38.0
Tanguy Ndombele,M,24,Tottenham,33,2169.0,36.4,1.45,1790.0,22.0,1.26,0.6,17,50.0
Tariq Lamptey,D,20,Brighton,11,930.0,18.2,0.91,1685.0,-6.0,-0.37,0.13,22,18.0
Terence Kongolo,D,27,Fulham,1,94.0,0.0,0.0,1697.0,0.0,0.0,0.48,2,3.5
Theo Corbeanu,F,18,Wolves,1,12.0,0.0,1.0,1764.0,0.0,0.0,0.48,4,0.5
Theo Walcott,M,32,Southampton,22,1693.0,27.3,1.14,1695.0,-49.0,-2.82,-0.93,21,5.0
Thiago Alcántara,M,30,Liverpool,24,1942.0,54.2,1.83,1899.0,28.0,1.51,0.86,8,30.0
Thiago Silva,D,36,Chelsea,23,2052.0,52.2,1.7,1835.0,76.0,4.3,2.01,13,3.0
Thomas Partey,M,27,Arsenal,24,1632.0,37.5,1.46,1810.0,29.0,1.61,0.89,17,40.0
