Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Angelo Ogbonna,D,30,WestHam,24,1991,29.2,1.08,1665.0,-19.0,-1.13,-0.23,21,8.0
Angus Gunn,G,23,Southampton,12,1143,33.3,1.33,1722.0,9.0,0.51,0.55,5,10.0
Anthony Knockaert,F,27,Brighton,30,1947,26.7,0.93,1606.0,-53.0,-3.18,-0.87,19,8.0
Anthony Martial,M,23,ManUnited,27,1712,40.7,1.56,1841.0,80.0,4.56,1.86,3,60.0
Antonio Barreca,D,23,Newcastle,1,9,0.0,1.0,1713.0,0.0,0.0,0.41,10,7.0
Antonio Rüdiger,D,26,Chelsea,33,3035,54.5,1.88,1821.0,22.0,1.23,0.57,15,50.0
Antonio Valencia,D,33,ManUnited,6,497,50.0,1.83,1806.0,36.0,2.05,1.68,11,5.0
Aron Gunnarsson,M,30,Cardiff,28,2377,32.1,1.07,1635.0,-44.0,-2.62,-0.72,12,2.5
Arthur Masuaku,D,25,WestHam,23,1864,43.5,1.52,1775.0,91.0,5.38,2.28,5,7.0
Artur Boruc,G,39,Bournemouth,12,1142,33.3,1.25,1738.0,16.0,0.94,0.76,3,1.0
Ashley Barnes,F,29,Burnley,37,2527,29.7,1.22,1738.0,31.0,1.79,0.69,3,10.0
Ashley Westwood,M,29,Burnley,34,2994,32.4,1.18,1729.0,17.0,0.99,0.47,5,7.0
Ashley Young,D,33,ManUnited,30,2733,46.7,1.67,1802.0,20.0,1.14,0.57,13,5.0
Asmir Begović,G,31,Bournemouth,24,2294,33.3,1.12,1641.0,-71.0,-4.17,-1.39,24,7.0
Aymeric Laporte,D,24,ManCity,35,3213,80.0,2.49,2004.0,185.0,10.18,3.48,6,75.0
Ayoze Pérez,M,25,Newcastle,37,3046,37.8,1.35,1800.0,118.0,7.0,2.2,2,20.0
Bakary Sako,F,31,CrystalPalace,4,46,0.0,0.5,1685.0,-36.0,-2.11,-1.09,24,4.0
Ben Chilwell,D,22,Leicester,36,3430,41.7,1.44,1778.0,79.0,4.67,1.55,4,35.0
Ben Davies,D,26,Tottenham,27,1965,48.1,1.59,1799.0,-33.0,-1.78,-0.5,22,25.0
Ben Foster,G,36,Watford,38,3607,36.8,1.32,1747.0,48.0,2.8,0.97,2,3.0
Ben Gibson,D,25,Burnley,1,63,0.0,0.0,1675.0,0.0,0.0,0.41,11,10.0
Ben Hamer,G,31,Huddersfield,7,583,0.0,0.14,1578.0,-61.0,-3.7,-1.88,15,0.5
Ben Mee,D,29,Burnley,38,3623,28.9,1.05,1687.0,-23.0,-1.34,-0.24,9,10.0
Ben Wilmot,M,19,Watford,2,36,0.0,0.5,1682.0,-12.0,-0.71,-0.14,16,1.5
Benjamin Mendy,D,24,ManCity,10,944,80.0,2.6,1930.0,76.0,4.11,2.76,16,35.0
Beram Kayal,M,31,Brighton,18,1010,16.7,0.89,1661.0,-2.0,-0.14,0.18,4,1.5
Bernard,F,26,Everton,34,2201,38.2,1.53,1788.0,68.0,3.93,1.4,5,20.0
Bernardo,D,23,Brighton,22,1850,22.7,1.05,1659.0,-10.0,-0.6,-0.03,5,9.0
Bernardo Silva,F,24,ManCity,36,3004,75.0,2.36,2030.0,179.0,9.7,3.31,3,100.0
Bernd Leno,G,27,Arsenal,32,3004,53.1,1.81,1866.0,67.0,3.73,1.44,4,30.0
Bobby Reid,F,26,Cardiff,27,1518,25.9,1.04,1682.0,18.0,1.11,0.56,3,10.0
Bruno,D,38,Brighton,14,1180,28.6,1.21,1662.0,-16.0,-0.95,-0.2,3,0.75
Bruno Ecuele Manga,D,30,Cardiff,38,3574,26.3,0.92,1623.0,-39.0,-2.33,-0.51,16,3.0
Callum Hudson-Odoi,F,18,Chelsea,10,422,50.0,1.9,1825.0,17.0,0.94,0.84,14,35.0
Callum Paterson,F,24,Cardiff,27,2119,25.9,0.96,1612.0,-51.0,-3.08,-0.88,20,5.0
Callum Wilson,F,27,Bournemouth,30,2668,40.0,1.37,1740.0,0.0,0.02,0.18,2,30.0
Calum Chambers,M,24,Fulham,31,2740,22.6,0.87,1619.0,-58.0,-3.48,-0.95,14,14.0
Carl Jenkinson,D,27,Arsenal,3,176,66.7,2.0,1786.0,-19.0,-1.04,-0.42,20,2.0
Carlos Sánchez,M,33,WestHam,7,274,0.0,0.71,1659.0,-38.0,-2.24,-1.05,22,1.5
Cenk Tosun,F,27,Everton,25,1160,28.0,1.4,1712.0,-2.0,-0.12,0.15,18,18.0
Cesc Fàbregas,M,31,Chelsea,6,207,16.7,1.17,1798.0,-27.0,-1.5,-0.68,20,15.0
Charlie Austin,F,29,Southampton,25,1053,16.0,0.92,1639.0,-54.0,-3.18,-0.99,27,8.0
Charlie Daniels,D,32,Bournemouth,21,1681,33.3,1.24,1686.0,-27.0,-1.57,-0.43,19,3.0
Charlie Taylor,D,25,Burnley,38,3443,28.9,1.08,1674.0,-39.0,-2.3,-0.51,12,7.0
Cheikhou Kouyaté,M,29,CrystalPalace,31,2021,29.0,1.16,1692.0,-19.0,-1.08,-0.2,22,10.0
Chris Löwe,D,30,Huddersfield,29,2174,10.3,0.45,1497.0,-128.0,-7.9,-2.39,30,2.0
Chris Mepham,D,21,Bournemouth,13,901,15.4,0.92,1676.0,-40.0,-2.33,-0.92,21,13.0
Chris Smalling,D,29,ManUnited,24,2260,45.8,1.58,1782.0,11.0,0.62,0.44,19,20.0
Chris Wood,F,27,Burnley,38,2713,26.3,1.0,1691.0,-17.0,-1.01,-0.14,7,18.0
Christian Atsu,M,27,Newcastle,28,1604,21.4,1.21,1699.0,2.0,0.14,0.22,15,6.0
Christian Benteke,F,28,CrystalPalace,16,869,31.2,1.19,1698.0,-28.0,-1.63,-0.52,20,15.0
Christian Eriksen,F,27,Tottenham,35,2936,48.6,1.6,1823.0,-8.0,-0.46,0.02,11,100.0
Christian Fuchs,D,32,Leicester,3,221,33.3,1.0,1694.0,-11.0,-0.62,-0.09,21,3.0
Christian Kabasele,D,28,Watford,21,1684,28.6,1.14,1669.0,-22.0,-1.28,-0.31,19,8.0
Christopher Schindler,D,29,Huddersfield,37,3439,8.1,0.46,1512.0,-115.0,-7.06,-1.84,29,7.0
Ciaran Clark,D,29,Newcastle,11,912,18.2,0.73,1694.0,12.0,0.71,0.66,17,6.0
Collin Quaner,F,27,Huddersfield,2,47,0.0,0.5,1636.0,-8.0,-0.49,0.04,5,1.5
Connor Wickham,F,26,CrystalPalace,6,96,16.7,1.33,1716.0,13.0,0.77,0.82,16,3.0
Conor Coady,D,26,Wolves,38,3628,42.1,1.5,1743.0,62.0,3.66,1.21,9,10.0
Craig Cathcart,D,30,Watford,36,3252,38.9,1.36,1727.0,18.0,1.04,0.47,5,5.0
Cyrus Christie,D,26,Fulham,28,2063,17.9,0.82,1611.0,-61.0,-3.62,-1.07,15,3.5
Cédric Soares,D,27,Southampton,18,1589,11.1,0.72,1647.0,-40.0,-2.35,-0.8,24,12.0
César Azpilicueta,D,29,Chelsea,38,3600,55.3,1.89,1862.0,62.0,3.43,1.21,4,35.0
Dale Stephens,M,29,Brighton,30,2622,20.0,0.93,1626.0,-36.0,-2.18,-0.53,15,6.0
Dan Gosling,M,29,Bournemouth,25,1855,36.0,1.32,1703.0,-17.0,-0.99,-0.18,15,3.5
Daniel Amartey,D,23,Leicester,9,685,33.3,1.33,1720.0,18.0,1.08,0.9,15,7.0
Daniel Sturridge,F,29,Liverpool,18,575,44.4,1.83,1849.0,56.0,3.14,1.67,20,15.0
Danilo,D,27,ManCity,11,849,63.6,2.09,1905.0,19.0,1.01,0.88,18,20.0
Danny Ings,F,26,Southampton,24,1702,33.3,1.38,1704.0,11.0,0.63,0.44,7,15.0
Danny Rose,D,28,Tottenham,26,1902,57.7,1.92,1831.0,11.0,0.62,0.43,7,25.0
Danny Simpson,D,32,Leicester,6,310,33.3,1.33,1729.0,12.0,0.68,0.78,12,3.5
Danny Ward,F,27,Cardiff,14,489,0.0,0.43,1565.0,-97.0,-5.83,-2.53,25,8.0
Danny Welbeck,F,27,Arsenal,8,182,50.0,1.75,1767.0,-3.0,-0.18,0.2,25,12.0
Danny Williams,M,30,Huddersfield,5,106,0.0,0.8,1636.0,-11.0,-0.67,-0.08,6,2.0
Daryl Janmaat,D,29,Watford,18,1598,44.4,1.56,1735.0,43.0,2.57,1.34,3,6.0
David Brooks,M,21,Bournemouth,30,2340,36.7,1.27,1724.0,12.0,0.7,0.41,6,30.0
David Button,G,29,Brighton,4,382,25.0,1.0,1702.0,-11.0,-0.64,-0.08,2,1.5
David Luiz,D,32,Chelsea,36,3423,55.6,1.92,1873.0,84.0,4.72,1.64,2,20.0
David Silva,M,33,ManCity,33,2499,75.8,2.42,2018.0,155.0,8.33,3.05,4,20.0
David de Gea,G,28,ManUnited,38,3637,50.0,1.74,1831.0,18.0,0.97,0.46,6,65.0
Davide Zappacosta,D,26,Chelsea,4,142,25.0,1.5,1799.0,4.0,0.25,0.52,19,15.0
Davinson Sánchez,D,22,Tottenham,23,2050,47.8,1.57,1793.0,-41.0,-2.23,-0.73,25,55.0
Davy Pröpper,M,27,Brighton,30,2679,23.3,0.9,1583.0,-76.0,-4.6,-1.32,21,15.0
DeAndre Yedlin,D,25,Newcastle,29,2616,24.1,1.0,1656.0,-24.0,-1.44,-0.3,21,8.0
Declan Rice,M,20,WestHam,34,3166,41.2,1.44,1761.0,77.0,4.56,1.57,7,45.0
Dejan Lovren,D,29,Liverpool,13,1039,61.5,2.15,1922.0,68.0,3.67,2.28,13,20.0
Dele Alli,F,23,Tottenham,25,1904,52.0,1.64,1811.0,-27.0,-1.48,-0.4,19,90.0
Demarai Gray,F,22,Leicester,34,2073,35.3,1.35,1695.0,-4.0,-0.21,0.09,20,20.0
Denis Odoi,D,30,Fulham,31,2744,19.4,0.77,1593.0,-114.0,-6.7,-2.03,20,2.5
Denis Suárez,M,25,Arsenal,4,86,25.0,1.25,1779.0,-21.0,-1.15,-0.49,21,12.0
Diego Rico,D,26,Bournemouth,12,654,8.3,0.42,1610.0,-96.0,-5.61,-2.66,28,9.0
Diogo Dalot,D,20,ManUnited,16,1075,43.8,1.62,1767.0,-30.0,-1.66,-0.57,22,20.0
Diogo Jota,F,22,Wolves,33,2444,39.4,1.48,1781.0,100.0,5.92,2.03,3,35.0
Divock Origi,F,24,Liverpool,12,411,41.7,1.83,1893.0,39.0,2.08,1.46,17,20.0
Domingos Quina,M,19,Watford,8,364,50.0,1.88,1729.0,16.0,0.94,0.87,4,5.0
Dominic Calvert-Lewin,F,22,Everton,35,1954,28.6,1.31,1720.0,8.0,0.47,0.3,17,20.0
Dominic Solanke,F,21,Bournemouth,10,384,30.0,1.4,1718.0,16.0,0.93,0.81,9,18.0
Dwight McNeil,M,19,Burnley,21,1655,33.3,1.24,1758.0,79.0,4.71,2.1,1,15.0
Eddie Nketiah,F,19,Arsenal,5,85,40.0,1.6,1787.0,9.0,0.51,0.69,19,8.0
Eden Hazard,F,28,Chelsea,37,3083,54.1,1.86,1921.0,127.0,7.06,2.35,1,150.0
Ederson,G,25,ManCity,38,3597,84.2,2.58,2007.0,138.0,7.39,2.5,5,70.0
Elias Kachunga,M,27,Huddersfield,20,1248,5.0,0.35,1487.0,-166.0,-10.05,-3.85,31,3.0
Emerson Hyndman,M,23,Bournemouth,1,43,0.0,0.0,1707.0,0.0,0.0,0.41,13,1.0
Emerson Palmieri,D,24,Chelsea,10,711,30.0,1.3,1770.0,-25.0,-1.41,-0.52,22,15.0
Eric Bailly,D,25,ManUnited,12,681,33.3,1.42,1782.0,-16.0,-0.9,-0.22,20,25.0
Eric Dier,D,25,Tottenham,20,1579,50.0,1.7,1818.0,-14.0,-0.79,-0.13,16,40.0
Erik Durm,D,26,Huddersfield,28,2182,10.7,0.5,1519.0,-133.0,-8.05,-2.54,27,2.0
Fabian Delph,M,29,ManCity,11,760,63.6,2.0,1861.0,-7.0,-0.35,0.06,21,15.0
Fabian Schär,D,27,Newcastle,24,2107,50.0,1.67,1846.0,158.0,9.33,3.73,1,8.0
Fabinho,M,25,Liverpool,28,2139,71.4,2.43,1975.0,140.0,7.6,3.05,9,50.0
Fabián Balbuena,D,27,WestHam,23,2125,39.1,1.35,1775.0,87.0,5.14,2.19,6,12.0
Fabricio,G,30,Fulham,2,190,0.0,0.0,1689.0,-1.0,-0.09,0.35,1,4.0
Federico Fernández,D,30,Newcastle,19,1569,31.6,1.26,1717.0,31.0,1.87,1.0,9,7.0
Felipe Anderson,M,26,WestHam,36,3182,41.7,1.42,1791.0,102.0,6.03,1.95,2,40.0
Fernandinho,M,33,ManCity,29,2489,75.9,2.45,2001.0,137.0,7.33,2.93,8,12.0
Fernando Llorente,F,34,Tottenham,20,771,35.0,1.6,1820.0,14.0,0.75,0.56,14,3.5
Florent Hadergjonaj,D,24,Huddersfield,24,1946,8.3,0.5,1535.0,-89.0,-5.49,-1.79,24,7.0
Florian Lejeune,D,27,Newcastle,12,1115,41.7,1.5,1725.0,46.0,2.76,1.67,8,8.0
Florin Andone,F,26,Brighton,23,949,21.7,1.09,1654.0,-48.0,-2.81,-0.89,8,6.0
Floyd Ayité,F,30,Fulham,16,538,6.2,0.69,1611.0,-89.0,-5.26,-2.18,16,2.5
Fousseni Diabaté,F,23,Leicester,1,55,0.0,0.0,1708.0,0.0,0.0,0.41,16,3.0
Fraser Forster,G,31,Southampton,1,94,0.0,0.0,1690.0,0.0,0.0,0.41,12,8.0
Fred,M,26,ManUnited,17,1099,47.1,1.65,1759.0,-37.0,-2.04,-0.74,23,30.0
Gabriel Jesus,F,22,ManCity,29,1137,41.4,1.72,1887.0,39.0,2.1,0.96,20,70.0
Gary Cahill,D,33,Chelsea,2,31,0.0,1.0,1809.0,-0.0,-0.03,0.39,18,8.0
Gary Madine,M,28,Cardiff,5,59,0.0,0.6,1652.0,-10.0,-0.63,-0.04,10,4.0
Gaëtan Bong,D,30,Brighton,22,1918,18.2,0.77,1592.0,-66.0,-3.97,-1.33,20,2.0
Georges-Kévin N'Koudou,F,23,Tottenham,1,9,100.0,3.0,1830.0,0.0,0.0,0.41,8,5.0
Georginio Wijnaldum,M,28,Liverpool,35,2845,65.7,2.29,1977.0,146.0,7.98,2.78,8,50.0
Gerard Deulofeu,F,25,Watford,30,2137,40.0,1.53,1776.0,70.0,4.09,1.55,1,25.0
Glenn Murray,F,35,Brighton,38,2639,13.2,0.87,1614.0,-44.0,-2.64,-0.6,17,3.0
Gonzalo Higuaín,F,31,Chelsea,14,1124,35.7,1.43,1796.0,9.0,0.53,0.51,21,35.0
Grady Diangana,M,21,WestHam,17,654,17.6,0.88,1632.0,-71.0,-4.15,-1.64,26,5.0
Granit Xhaka,M,26,Arsenal,29,2635,55.2,1.9,1885.0,135.0,7.69,2.89,3,45.0
Greg Cunningham,D,27,Cardiff,7,667,28.6,0.86,1634.0,-25.0,-1.48,-0.58,15,3.0
Gylfi Sigurðsson,F,29,Everton,38,3260,42.1,1.53,1881.0,157.0,9.09,2.82,1,35.0
Hamza Choudhury,M,21,Leicester,9,626,33.3,1.44,1765.0,19.0,1.08,0.94,7,5.0
Harry Arter,M,29,Cardiff,25,2079,24.0,0.92,1600.0,-74.0,-4.41,-1.42,22,7.0
Harry Kane,F,25,Tottenham,28,2554,57.1,1.79,1891.0,62.0,3.39,1.45,1,150.0
Harry Maguire,D,26,Leicester,31,2749,32.3,1.16,1737.0,39.0,2.28,0.93,10,50.0
Harry Winks,M,23,Tottenham,26,1704,50.0,1.81,1827.0,32.0,1.76,0.87,10,25.0
Harvey Barnes,M,21,Leicester,16,1049,43.8,1.5,1728.0,-16.0,-0.94,-0.19,13,12.0
Henrikh Mkhitaryan,F,30,Arsenal,25,1735,40.0,1.44,1788.0,54.0,3.13,1.37,18,25.0
Hugo Lloris,G,32,Tottenham,33,3138,63.6,1.97,1879.0,48.0,2.6,1.06,3,25.0
Håvard Nordtveit,M,28,Fulham,5,388,0.0,0.2,1632.0,-37.0,-2.2,-1.09,11,4.0
Héctor Bellerín,D,23,Arsenal,19,1621,57.9,1.95,1842.0,85.0,4.86,2.36,7,40.0
Hélder Costa,F,25,Wolves,25,1406,24.0,1.16,1644.0,-19.0,-1.14,-0.22,20,15.0
Ibrahima Cissé,M,24,Fulham,3,96,0.0,0.0,1647.0,-26.0,-1.55,-0.72,6,1.5
Idrissa Gana Gueye,M,29,Everton,33,2996,42.4,1.45,1782.0,70.0,4.09,1.47,8,25.0
Isaac Hayden,D,24,Newcastle,25,1964,40.0,1.44,1762.0,64.0,3.78,1.59,4,8.0
Isaac Mbenza,F,23,Huddersfield,22,1057,4.5,0.64,1564.0,-86.0,-5.22,-1.8,20,5.0
Isaac Success,F,23,Watford,30,1153,23.3,1.2,1666.0,-17.0,-1.0,-0.16,20,5.0
Issa Diop,D,22,WestHam,33,3132,45.5,1.55,1789.0,113.0,6.73,2.27,3,35.0
Ivan Cavaleiro,F,25,Wolves,23,778,30.4,1.3,1694.0,-21.0,-1.24,-0.28,18,10.0
Jack Cork,M,29,Burnley,37,3505,29.7,1.08,1638.0,-71.0,-4.14,-1.07,16,15.0
Jack Simpson,D,22,Bournemouth,6,427,33.3,1.17,1704.0,-4.0,-0.21,0.18,14,1.5
Jack Stephens,D,25,Southampton,24,1811,8.3,0.79,1641.0,-46.0,-2.71,-0.83,25,8.0
Jack Wilshere,M,27,WestHam,8,422,37.5,1.25,1693.0,6.0,0.34,0.52,19,10.0
Jacob Murphy,M,23,Newcastle,9,331,0.0,0.56,1644.0,-54.0,-3.18,-1.51,22,6.0
Jamaal Lascelles,D,25,Newcastle,32,2911,25.0,1.03,1706.0,24.0,1.45,0.62,12,15.0
James Maddison,M,22,Leicester,36,2939,30.6,1.17,1737.0,37.0,2.18,0.81,11,40.0
James McArthur,M,31,CrystalPalace,38,3199,34.2,1.24,1744.0,17.0,1.01,0.44,10,7.0
James McCarthy,M,28,Everton,1,19,0.0,1.0,1740.0,0.0,0.0,0.41,13,5.0
James Milner,M,33,Liverpool,31,1895,58.1,2.1,1943.0,107.0,5.84,2.24,11,15.0
James Tarkowski,D,26,Burnley,35,3271,28.6,1.06,1734.0,22.0,1.28,0.55,4,18.0
James Tomkins,D,30,CrystalPalace,29,2704,31.0,1.17,1726.0,-6.0,-0.34,0.06,14,8.0
James Ward-Prowse,M,24,Southampton,26,2068,23.1,1.0,1726.0,47.0,2.8,1.2,4,18.0
Jamie Vardy,F,32,Leicester,34,2854,47.1,1.62,1849.0,136.0,7.97,2.65,1,20.0
Jan Bednarek,D,23,Southampton,25,2277,32.0,1.24,1739.0,33.0,1.94,0.92,2,15.0
Jan Vertonghen,D,31,Tottenham,22,2011,54.5,1.68,1813.0,-40.0,-2.15,-0.73,17,28.0
Jannik Vestergaard,D,26,Southampton,23,2140,34.8,1.26,1745.0,52.0,3.08,1.39,1,20.0
Jason Puncheon,M,32,Huddersfield,15,540,0.0,0.6,1582.0,-55.0,-3.34,-1.29,12,3.0
Javier Hernández,F,30,WestHam,25,1400,44.0,1.48,1728.0,42.0,2.47,1.11,10,12.0
Javier Manquillo,D,24,Newcastle,18,1190,27.8,1.22,1702.0,8.0,0.48,0.44,14,5.0
Jazz Richards,D,28,Cardiff,4,147,25.0,1.0,1663.0,-2.0,-0.11,0.28,7,0.75
Jean Seri,F,27,Fulham,32,2348,15.6,0.75,1593.0,-83.0,-4.95,-1.4,21,25.0
Jeff Hendrick,M,27,Burnley,32,2171,15.6,0.84,1613.0,-95.0,-5.58,-1.63,23,10.0
Jefferson Lerma,M,24,Bournemouth,30,2641,33.3,1.2,1692.0,-12.0,-0.71,-0.06,18,25.0
Jeffrey Schlupp,M,26,CrystalPalace,30,1790,26.7,1.1,1697.0,-42.0,-2.4,-0.65,21,10.0
Jermain Defoe,F,36,Bournemouth,4,37,0.0,0.75,1677.0,-25.0,-1.48,-0.65,20,2.0
Jesse Lingard,F,26,ManUnited,27,1742,48.1,1.74,1813.0,3.0,0.18,0.25,10,40.0
Joe Bennett,D,29,Cardiff,30,2786,23.3,0.83,1601.0,-61.0,-3.68,-1.03,21,3.0
Joe Bryan,D,25,Fulham,28,2462,21.4,0.75,1581.0,-97.0,-5.79,-1.81,22,6.0
Joe Gomez,D,21,Liverpool,16,1130,50.0,2.0,1898.0,65.0,3.54,2.01,16,35.0
Joe Hart,G,31,Burnley,19,1811,15.8,0.63,1637.0,-75.0,-4.39,-1.66,17,6.0
Joe Ralls,M,25,Cardiff,28,2074,14.3,0.71,1591.0,-71.0,-4.27,-1.27,24,5.0
Joel Coleman,G,23,Huddersfield,1,94,0.0,1.0,1639.0,0.0,0.0,0.41,3,0.5
Joel Ward,D,29,CrystalPalace,7,592,57.1,1.71,1768.0,66.0,3.9,2.7,7,4.0
John Ruddy,G,32,Wolves,1,94,100.0,3.0,1723.0,0.0,0.0,0.41,15,3.0
John Stones,M,24,ManCity,24,1867,66.7,2.17,1919.0,76.0,4.14,1.9,17,60.0
Jon Gorenc Stanković,D,23,Huddersfield,11,739,0.0,0.45,1590.0,-53.0,-3.21,-1.39,11,1.5
Jonas Lössl,G,30,Huddersfield,31,2937,9.7,0.48,1563.0,-76.0,-4.62,-1.3,21,5.0
Jonathan Hogg,M,30,Huddersfield,29,2479,10.3,0.59,1548.0,-75.0,-4.61,-1.33,22,3.5
Jonjo Shelvey,M,27,Newcastle,16,1022,25.0,1.0,1695.0,14.0,0.84,0.62,16,15.0
Jonjoe Kenny,D,21,Everton,10,842,20.0,0.7,1642.0,-51.0,-3.03,-1.37,22,5.0
Jonny Castro,D,25,Wolves,33,2918,39.4,1.39,1735.0,73.0,4.39,1.52,10,20.0
Jonny Evans,D,31,Leicester,24,2106,45.8,1.62,1794.0,69.0,3.97,1.74,2,10.0
Jordan Ayew,F,27,CrystalPalace,20,1232,35.0,1.4,1734.0,51.0,3.02,1.47,12,8.0
Jordan Henderson,M,28,Liverpool,32,2103,59.4,2.09,1918.0,91.0,5.0,1.89,14,35.0
Jordan Pickford,G,25,Everton,38,3643,39.5,1.42,1784.0,72.0,4.23,1.38,7,40.0
Jordon Ibe,M,23,Bournemouth,19,866,10.5,0.74,1641.0,-88.0,-5.11,-1.99,25,8.0
Jorginho,M,27,Chelsea,37,3310,54.1,1.84,1840.0,24.0,1.31,0.57,8,65.0
Joselu,M,28,Newcastle,16,667,0.0,0.5,1602.0,-84.0,-5.01,-2.04,24,4.0
Josh Murphy,M,24,Cardiff,29,1898,20.7,0.9,1635.0,-28.0,-1.69,-0.38,13,10.0
Josh Sims,F,22,Southampton,7,234,28.6,1.14,1697.0,-34.0,-1.97,-0.9,10,2.0
Joshua King,F,27,Bournemouth,35,3100,31.4,1.17,1723.0,12.0,0.72,0.37,7,20.0
José Holebas,D,34,Watford,28,2526,39.3,1.39,1719.0,20.0,1.17,0.59,9,2.0
José Izquierdo,M,26,Brighton,15,847,33.3,1.4,1652.0,-27.0,-1.59,-0.51,9,10.0
