Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Callum Wilson,F,26,Bournemouth,28,2072,25.0,1.07,1693.0,9.0,0.51,0.34,4,10.0
Calum Chambers,D,23,Arsenal,12,905,50.0,1.58,1778.0,-19.0,-1.04,-0.35,15,14.0
Cenk Tosun,F,26,Everton,14,1023,28.6,1.21,1736.0,24.0,1.37,0.92,6,23.0
Cesc Fàbregas,M,31,Chelsea,32,2425,50.0,1.75,1833.0,58.0,3.29,1.25,8,30.0
Chancel Mbemba,D,23,Newcastle,9,706,22.2,0.89,1664.0,-6.0,-0.34,0.06,23,6.0
Charlie Adam,M,32,Stoke,11,443,9.1,0.91,1637.0,-46.0,-2.71,-1.22,19,2.5
Charlie Austin,F,28,Southampton,24,1123,29.2,1.38,1724.0,22.0,1.28,0.67,1,10.0
Charlie Daniels,D,31,Bournemouth,35,3185,25.7,1.03,1656.0,-12.0,-0.71,-0.08,17,3.5
Charlie Taylor,D,24,Burnley,11,1005,9.1,0.73,1672.0,-43.0,-2.51,-1.12,21,5.0
Charly Musonda Jr.,F,21,Chelsea,3,47,33.3,1.67,1803.0,14.0,0.77,0.92,17,5.0
Cheikhou Kouyaté,M,28,WestHam,33,2949,24.2,1.09,1643.0,-17.0,-1.03,-0.17,22,12.0
Chris Brunt,M,33,WestBrom,26,2029,34.6,1.42,1709.0,13.0,0.8,0.45,1,3.0
Chris Löwe,D,29,Huddersfield,23,1658,21.7,1.04,1631.0,-39.0,-2.36,-0.72,12,1.5
Chris Smalling,D,28,ManUnited,29,2682,62.1,2.0,1907.0,124.0,6.94,2.66,5,18.0
Chris Wood,F,26,Burnley,24,1684,45.8,1.75,1807.0,92.0,5.37,2.24,1,18.0
Christian Atsu,M,26,Newcastle,28,1884,21.4,1.11,1682.0,19.0,1.16,0.55,16,6.0
Christian Benteke,F,27,CrystalPalace,31,2368,29.0,1.16,1676.0,37.0,2.24,0.87,18,22.0
Christian Eriksen,F,26,Tottenham,37,3375,64.9,2.11,1976.0,135.0,7.33,2.48,1,80.0
Christian Fuchs,D,32,Leicester,25,2047,28.0,1.2,1712.0,11.0,0.64,0.41,10,5.0
Christian Kabasele,D,27,Watford,28,2466,28.6,1.14,1674.0,-16.0,-0.96,-0.17,12,7.0
Christopher Schindler,D,28,Huddersfield,37,3430,24.3,1.0,1658.0,-10.0,-0.59,-0.04,2,6.0
Ciaran Clark,D,28,Newcastle,20,1839,25.0,1.05,1671.0,6.0,0.35,0.34,20,6.0
Claudio Bravo,G,35,ManCity,3,236,100.0,3.0,1844.0,31.0,1.69,1.65,21,3.5
Claudio Yacob,M,30,WestBrom,16,961,6.2,0.56,1563.0,-127.0,-7.51,-3.28,24,3.5
Collin Quaner,F,26,Huddersfield,26,1374,19.2,0.96,1613.0,-48.0,-2.9,-0.87,19,1.5
Connor Goldson,D,25,Brighton,3,210,33.3,1.0,1665.0,-32.0,-1.91,-1.04,13,1.0
Connor Roberts,D,22,Swansea,4,286,0.0,0.0,1606.0,-49.0,-2.96,-1.69,23,1.0
Craig Cathcart,D,29,Watford,7,524,14.3,0.71,1648.0,-29.0,-1.74,-0.78,17,3.5
Craig Dawson,D,28,WestBrom,28,2571,21.4,0.96,1679.0,-14.0,-0.83,-0.13,7,8.0
Cuco Martina,D,28,Everton,21,1921,28.6,1.1,1687.0,-37.0,-2.16,-0.71,22,2.5
Cédric Soares,D,26,Southampton,32,2950,21.9,1.06,1659.0,-39.0,-2.31,-0.6,18,15.0
César Azpilicueta,D,28,Chelsea,37,3510,54.1,1.81,1848.0,68.0,3.81,1.32,3,40.0
Dale Stephens,M,28,Brighton,36,3408,25.0,1.11,1678.0,26.0,1.57,0.6,10,6.0
Daley Blind,M,28,ManUnited,7,384,57.1,2.14,1837.0,38.0,2.12,1.66,18,18.0
Damien Delaney,D,36,CrystalPalace,2,104,0.0,0.0,1626.0,-15.0,-0.92,-0.33,26,1.0
Dan Gosling,M,28,Bournemouth,28,2092,25.0,1.14,1666.0,9.0,0.54,0.34,15,3.5
Daniel Amartey,D,23,Leicester,8,512,25.0,1.0,1702.0,5.0,0.32,0.45,16,5.0
Daniel Sturridge,F,28,WestBrom,15,588,26.7,1.33,1653.0,35.0,2.01,1.2,11,15.0
Danilo,D,26,ManCity,23,1437,56.5,2.0,1855.0,84.0,4.73,2.11,20,20.0
Danny Drinkwater,M,27,Chelsea,12,564,16.7,1.0,1777.0,-29.0,-1.62,-0.66,23,20.0
Danny Ings,F,25,Liverpool,8,285,37.5,1.75,1811.0,19.0,1.04,0.94,20,8.0
Danny Rose,D,27,Tottenham,10,846,60.0,1.9,1821.0,11.0,0.59,0.61,15,30.0
Danny Simpson,D,31,Leicester,28,2422,35.7,1.32,1712.0,11.0,0.66,0.39,11,5.0
Danny Welbeck,F,27,Arsenal,28,1284,32.1,1.39,1761.0,26.0,1.49,0.7,21,15.0
Danny Williams,M,29,Huddersfield,20,1202,15.0,0.9,1609.0,-49.0,-2.96,-1.02,21,2.0
Darren Fletcher,M,34,Stoke,27,2323,25.9,1.04,1647.0,-31.0,-1.84,-0.49,17,2.0
Daryl Janmaat,D,28,Watford,23,1915,30.4,1.0,1637.0,-33.0,-1.98,-0.58,21,6.0
David Luiz,D,30,Chelsea,10,886,60.0,1.9,1809.0,17.0,0.92,0.81,16,25.0
David Ospina,G,29,Arsenal,5,402,80.0,2.4,1814.0,28.0,1.58,1.4,7,5.0
David Silva,M,32,ManCity,29,2545,86.2,2.69,2044.0,228.0,12.58,4.77,2,30.0
David de Gea,G,27,ManUnited,37,3513,64.9,2.11,1933.0,135.0,7.5,2.48,2,70.0
Davide Zappacosta,D,25,Chelsea,22,1168,40.9,1.5,1743.0,-60.0,-3.32,-1.23,26,20.0
Davinson Sánchez,D,21,Tottenham,31,2682,61.3,2.06,1902.0,112.0,6.23,2.33,5,40.0
Davy Klaassen,F,25,Everton,7,270,28.6,1.0,1665.0,-71.0,-4.11,-2.31,27,15.0
Davy Pröpper,M,26,Brighton,35,3274,25.7,1.09,1652.0,-1.0,-0.06,0.12,17,15.0
DeAndre Yedlin,D,24,Newcastle,34,3005,29.4,1.21,1690.0,-15.0,-0.89,-0.13,15,8.0
Dean Whitehead,M,36,Huddersfield,4,82,0.0,0.5,1633.0,-5.0,-0.33,0.11,10,0.25
Declan Rice,D,19,WestHam,26,1532,23.1,1.12,1703.0,20.0,1.17,0.6,10,10.0
Dejan Lovren,D,28,Liverpool,29,2256,48.3,1.83,1894.0,122.0,6.89,2.62,5,20.0
Dele Alli,M,22,Tottenham,36,3077,61.1,2.06,1927.0,104.0,5.72,1.98,4,100.0
Demarai Gray,F,21,Leicester,35,1810,22.9,1.11,1644.0,-70.0,-4.07,-1.12,24,20.0
Diafra Sakho,F,27,WestHam,14,364,14.3,0.86,1666.0,-17.0,-1.03,-0.27,19,5.0
Divock Origi,F,22,Liverpool,1,18,0.0,0.0,1737.0,0.0,0.0,0.36,26,10.0
Dodi Lukebakio,M,20,Watford,1,19,0.0,0.0,1663.0,0.0,0.0,0.36,14,3.0
Dominic Calvert-Lewin,F,21,Everton,32,2007,28.1,1.28,1715.0,-27.0,-1.54,-0.37,15,15.0
Dominic Solanke,F,20,Liverpool,21,664,28.6,1.52,1807.0,34.0,1.91,1.01,21,10.0
Dušan Tadić,M,29,Southampton,36,2886,22.2,1.08,1670.0,-28.0,-1.67,-0.36,14,15.0
Dwight Gayle,F,27,Newcastle,35,2057,20.0,0.97,1638.0,-24.0,-1.43,-0.29,24,10.0
Eden Hazard,F,27,Chelsea,34,2523,47.1,1.71,1855.0,41.0,2.25,0.89,1,110.0
Ederson,G,24,ManCity,36,3366,83.3,2.61,1985.0,193.0,10.78,3.56,8,50.0
Edimilson Fernandes,D,22,WestHam,14,887,14.3,0.71,1640.0,-41.0,-2.42,-0.97,24,5.0
Eldin Jakupović,G,33,Leicester,2,193,50.0,1.5,1757.0,-11.0,-0.65,-0.15,2,1.0
Eliaquim Mangala,D,26,Everton,11,664,45.5,1.82,1711.0,53.0,2.92,1.93,16,15.0
Elias Kachunga,M,25,Huddersfield,19,1371,31.6,1.21,1622.0,-48.0,-2.87,-1.02,16,3.5
Emerson Hyndman,M,22,Bournemouth,1,59,0.0,0.0,1679.0,0.0,0.0,0.36,12,1.0
Emerson Palmieri,D,23,Chelsea,5,297,40.0,1.6,1819.0,-3.0,-0.18,0.18,11,20.0
Emre Can,M,24,Liverpool,26,2194,57.7,2.0,1895.0,124.0,6.98,2.84,4,30.0
Eric Bailly,D,24,ManUnited,13,1060,69.2,2.31,1909.0,111.0,6.17,3.55,4,35.0
Eric Dier,D,24,Tottenham,34,2976,55.9,1.91,1882.0,64.0,3.55,1.32,10,40.0
Eric Maxim Choupo-Moting,F,28,Stoke,30,2359,23.3,1.0,1648.0,-44.0,-2.59,-0.72,14,8.0
Erik Pieters,D,29,Stoke,31,2861,19.4,0.94,1636.0,-40.0,-2.37,-0.63,20,6.0
Ethan Ampadu,D,17,Chelsea,1,13,0.0,0.0,1797.0,0.0,0.0,0.36,20,5.0
Ezequiel Schelotto,D,28,Brighton,20,1393,20.0,0.95,1619.0,-61.0,-3.64,-1.32,23,4.5
Fabian Delph,D,28,ManCity,22,1825,81.8,2.55,1937.0,120.0,6.6,3.01,13,15.0
Federico Fernández,D,29,Swansea,30,2821,23.3,0.93,1660.0,-29.0,-1.73,-0.42,8,8.0
Fernandinho,M,33,ManCity,34,3031,79.4,2.53,1985.0,179.0,9.93,3.43,9,15.0
Fernando Llorente,F,33,Tottenham,16,298,31.2,1.5,1789.0,-6.0,-0.31,0.05,22,7.0
Florent Hadergjonaj,D,23,Huddersfield,23,1766,26.1,1.04,1635.0,-16.0,-0.98,-0.19,8,5.0
Florian Lejeune,D,26,Newcastle,24,2216,29.2,1.04,1709.0,25.0,1.46,0.74,11,8.0
Fousseni Diabaté,F,22,Leicester,14,640,42.9,1.57,1712.0,-42.0,-2.41,-1.0,12,3.0
Francis Coquelin,M,26,Arsenal,8,193,12.5,0.88,1731.0,-24.0,-1.39,-0.57,24,12.0
Fraser Forster,G,29,Southampton,20,1901,20.0,0.95,1655.0,-42.0,-2.46,-0.85,19,15.0
Freddie Ladapo,F,24,CrystalPalace,1,20,0.0,0.0,1652.0,0.0,0.0,0.36,24,0.25
Gabriel Jesus,F,21,ManCity,29,1742,69.0,2.34,1974.0,189.0,10.61,3.98,10,80.0
Gareth Barry,M,37,WestBrom,25,2032,16.0,0.88,1632.0,-87.0,-5.05,-1.75,14,1.0
Gareth McAuley,D,38,WestBrom,9,496,0.0,0.33,1600.0,-81.0,-4.83,-2.49,20,1.0
Gary Cahill,D,32,Chelsea,27,2205,48.1,1.74,1813.0,5.0,0.26,0.27,14,15.0
Gaëtan Bong,D,30,Brighton,25,2349,24.0,1.08,1667.0,-0.0,-0.01,0.17,12,1.5
Geoff Cameron,M,32,Stoke,20,1609,20.0,0.9,1625.0,-50.0,-2.97,-1.05,26,2.5
Georges-Kévin N'Koudou,F,23,Burnley,10,257,20.0,1.3,1710.0,6.0,0.34,0.45,12,7.0
Georginio Wijnaldum,M,27,Liverpool,33,2518,45.5,1.76,1838.0,67.0,3.79,1.4,15,30.0
Gerard Deulofeu,M,24,Watford,7,450,14.3,1.0,1681.0,11.0,0.67,0.68,7,14.0
Glen Johnson,D,33,Stoke,9,573,11.1,0.67,1622.0,-50.0,-2.98,-1.44,27,2.5
Glenn Murray,F,34,Brighton,35,2296,20.0,1.06,1690.0,40.0,2.43,0.86,6,3.0
Granit Xhaka,M,25,Arsenal,38,3410,50.0,1.63,1790.0,-3.0,-0.16,0.08,13,40.0
Grzegorz Krychowiak,F,28,WestBrom,27,1740,7.4,0.7,1598.0,-75.0,-4.47,-1.42,21,18.0
Guido Carrillo,F,26,Southampton,7,468,28.6,1.29,1681.0,-30.0,-1.74,-0.81,9,15.0
Gylfi Sigurðsson,F,28,Everton,27,2368,29.6,1.19,1697.0,-25.0,-1.43,-0.37,21,30.0
Hal Robson-Kanu,F,28,WestBrom,21,892,4.8,0.67,1586.0,-97.0,-5.77,-2.16,23,2.5
Hamza Choudhury,D,20,Leicester,8,412,12.5,0.75,1661.0,-59.0,-3.43,-1.81,22,1.0
Harry Arter,M,28,Bournemouth,13,1021,30.8,1.08,1650.0,-18.0,-1.1,-0.31,19,7.0
Harry Kane,F,24,Tottenham,37,3228,56.8,1.95,1971.0,160.0,8.81,2.92,2,150.0
Harry Maguire,D,25,Leicester,38,3622,31.6,1.24,1714.0,10.0,0.59,0.3,9,25.0
Harry Winks,F,21,Tottenham,16,829,31.2,1.31,1741.0,-23.0,-1.3,-0.42,24,15.0
Harvey Barnes,F,20,Leicester,3,27,33.3,1.67,1748.0,-0.0,-0.0,0.33,4,0.25
Henri Saivet,M,27,Newcastle,1,84,100.0,3.0,1705.0,0.0,0.0,0.36,12,2.0
Henrikh Mkhitaryan,F,29,Arsenal,36,2467,55.6,1.83,1797.0,37.0,2.05,0.79,11,35.0
Heurelho Gomes,G,37,Watford,24,2256,33.3,1.21,1653.0,-6.0,-0.34,0.04,16,1.0
Hugo Lloris,G,31,Tottenham,36,3424,61.1,2.03,1896.0,79.0,4.32,1.54,7,25.0
Héctor Bellerín,D,23,Arsenal,35,3210,48.6,1.69,1806.0,17.0,0.96,0.45,10,40.0
Ibrahim Afellay,F,31,Stoke,6,189,0.0,0.5,1657.0,-25.0,-1.48,-0.66,8,1.5
Idrissa Gana Gueye,M,28,Everton,33,2881,39.4,1.42,1736.0,-8.0,-0.48,-0.01,7,20.0
Isaac Hayden,F,23,Newcastle,26,1454,11.5,0.77,1610.0,-57.0,-3.45,-1.06,25,7.0
Islam Slimani,F,29,Newcastle,20,607,35.0,1.5,1701.0,-11.0,-0.63,-0.08,13,18.0
Izzy Brown,F,20,Brighton,13,348,0.0,0.69,1605.0,-68.0,-4.06,-1.8,24,5.0
Jack Butland,G,25,Stoke,35,3328,20.0,0.91,1685.0,-1.0,-0.05,0.12,3,22.0
Jack Cork,M,28,Burnley,38,3608,36.8,1.42,1703.0,-1.0,-0.05,0.11,14,15.0
Jack Stephens,D,24,Southampton,22,2084,13.6,0.86,1674.0,-24.0,-1.44,-0.38,11,8.0
Jack Wilshere,M,26,Arsenal,20,1277,45.0,1.75,1797.0,22.0,1.24,0.73,12,20.0
Jacob Murphy,F,23,Newcastle,25,1223,8.0,0.72,1603.0,-81.0,-4.79,-1.61,26,7.0
Jake Livermore,M,28,WestBrom,34,2832,14.7,0.85,1648.0,-50.0,-2.93,-0.78,12,9.0
Jamaal Lascelles,D,24,Newcastle,33,3084,36.4,1.33,1765.0,94.0,5.64,1.9,2,15.0
James Collins,D,34,WestHam,13,1103,30.8,1.31,1705.0,38.0,2.26,1.37,8,1.0
James McArthur,M,30,CrystalPalace,33,2550,27.3,1.18,1722.0,54.0,3.23,1.15,8,6.0
James McCarthy,M,27,Everton,4,211,0.0,0.0,1671.0,-46.0,-2.66,-1.57,26,8.0
James McClean,M,29,WestBrom,30,1524,13.3,0.87,1630.0,-69.0,-4.08,-1.22,16,3.0
James Milner,M,32,Liverpool,32,1899,37.5,1.56,1802.0,52.0,2.97,1.14,23,15.0
James Morrison,M,31,WestBrom,4,222,50.0,1.75,1708.0,2.0,0.13,0.4,2,4.0
James Tarkowski,D,25,Burnley,31,2946,45.2,1.58,1792.0,83.0,4.85,1.76,2,15.0
James Tomkins,D,29,CrystalPalace,28,2515,35.7,1.5,1803.0,127.0,7.59,2.78,2,8.0
James Ward-Prowse,M,23,Southampton,30,1823,6.7,0.8,1648.0,-50.0,-2.96,-0.84,20,18.0
Jamie Murphy,M,28,Brighton,4,182,0.0,0.5,1635.0,-16.0,-0.98,-0.34,19,1.75
Jamie Vardy,F,31,Leicester,37,3405,29.7,1.22,1699.0,-8.0,-0.5,-0.01,17,20.0
Jan Bednarek,D,22,Southampton,5,451,20.0,1.2,1714.0,12.0,0.71,0.77,3,5.0
Jan Vertonghen,D,31,Tottenham,36,3374,58.3,1.97,1894.0,77.0,4.23,1.5,8,32.0
Jason Puncheon,M,31,CrystalPalace,10,609,0.0,0.3,1568.0,-75.0,-4.54,-2.21,28,5.0
Javier Hernández,F,29,WestHam,28,1650,21.4,1.07,1641.0,-34.0,-2.05,-0.54,23,15.0
Javier Manquillo,D,24,Newcastle,21,1851,23.8,0.81,1600.0,-67.0,-4.01,-1.43,27,5.0
Jay Fulton,M,23,Swansea,2,27,0.0,1.0,1686.0,-0.0,-0.02,0.34,1,0.5
Jay Rodriguez,M,28,WestBrom,37,2924,21.6,1.03,1657.0,-39.0,-2.28,-0.55,10,12.0
Jaïro Riedewald,F,21,CrystalPalace,12,493,25.0,1.17,1684.0,28.0,1.72,1.1,15,5.0
Jeff Hendrick,F,26,Burnley,34,2431,17.6,0.97,1617.0,-71.0,-4.21,-1.16,24,10.0
Jeffrey Schlupp,M,25,CrystalPalace,24,1839,20.8,1.04,1678.0,4.0,0.24,0.26,17,9.0
Jeremie Boga,F,20,Chelsea,1,18,0.0,1.0,1788.0,0.0,0.0,0.36,22,2.5
Jermain Defoe,F,35,Bournemouth,24,1170,29.2,1.38,1693.0,5.0,0.27,0.29,5,2.5
Jerome Sinclair,F,21,Watford,4,44,0.0,0.75,1659.0,-23.0,-1.34,-0.63,15,1.5
Jesse Lingard,F,25,ManUnited,33,1898,60.6,2.06,1874.0,97.0,5.47,1.96,8,35.0
Jesé,F,25,Stoke,13,637,15.4,0.69,1620.0,-114.0,-6.57,-3.18,29,7.5
Jesús Gámez,D,32,Newcastle,2,107,50.0,2.0,1710.0,-0.0,-0.0,0.34,10,2.0
Joe Allen,M,28,Stoke,36,3316,16.7,0.86,1629.0,-44.0,-2.62,-0.64,25,18.0
Joe Gomez,D,20,Liverpool,23,2007,52.2,1.91,1850.0,112.0,6.42,2.76,12,22.0
Joe Hart,G,31,WestHam,19,1811,15.8,0.79,1615.0,-62.0,-3.68,-1.38,26,10.0
Joe Lolley,F,25,Huddersfield,6,240,16.7,1.0,1630.0,-16.0,-0.97,-0.32,13,0.5
Joel Ward,D,28,CrystalPalace,19,1687,21.1,0.89,1654.0,8.0,0.5,0.4,23,5.0
John Stones,D,23,ManCity,18,1357,72.2,2.33,1900.0,93.0,5.12,2.62,16,50.0
Jonas Lössl,G,29,Huddersfield,38,3599,23.7,0.97,1633.0,-42.0,-2.51,-0.59,11,5.0
Jonathan Hogg,M,29,Huddersfield,30,2495,23.3,0.97,1645.0,-6.0,-0.38,0.03,4,3.5
Jonathan Walters,F,34,Burnley,3,52,0.0,0.33,1657.0,-10.0,-0.59,-0.1,23,2.0
Jonjo Shelvey,M,26,Newcastle,30,2388,30.0,1.23,1712.0,27.0,1.62,0.69,9,15.0
Jonjoe Kenny,D,20,Everton,19,1686,36.8,1.37,1698.0,-36.0,-2.08,-0.72,20,5.0
Jonny Evans,D,30,WestBrom,28,2398,7.1,0.68,1623.0,-50.0,-2.99,-0.87,18,15.0
Jordan Ayew,F,26,Swansea,36,2978,25.0,0.97,1638.0,-45.0,-2.67,-0.66,14,8.0
Jordan Henderson,M,27,Liverpool,27,2276,51.9,1.96,1859.0,100.0,5.69,2.27,10,25.0
Jordan Hugill,F,25,WestHam,3,35,0.0,1.0,1704.0,-1.0,-0.06,0.28,9,8.0
Jordan Pickford,G,24,Everton,38,3608,34.2,1.29,1717.0,-19.0,-1.12,-0.19,11,30.0
Jordon Ibe,F,22,Bournemouth,32,2103,28.1,1.22,1701.0,12.0,0.73,0.38,2,9.0
Joselu,F,28,Newcastle,30,1787,23.3,1.17,1667.0,-17.0,-1.03,-0.19,22,4.0
Josh Cullen,F,22,WestHam,2,16,0.0,1.0,1697.0,1.0,0.04,0.39,13,1.0
Josh Sims,F,21,Southampton,6,183,16.7,1.0,1681.0,-22.0,-1.3,-0.54,10,0.75
Josh Tymon,D,18,Stoke,3,170,0.0,0.0,1634.0,-20.0,-1.2,-0.53,23,2.0
Joshua King,F,26,Bournemouth,33,2602,33.3,1.27,1690.0,23.0,1.39,0.57,9,10.0
José Fonte,D,33,WestHam,8,721,37.5,1.38,1692.0,13.0,0.75,0.73,14,2.0
José Holebas,D,33,Watford,28,2539,28.6,1.07,1637.0,-23.0,-1.38,-0.32,22,2.0
José Izquierdo,M,25,Brighton,32,2082,18.8,1.06,1664.0,-6.0,-0.34,0.03,14,14.0
João Mário,F,25,WestHam,13,1058,30.8,1.23,1735.0,33.0,1.92,1.22,3,25.0
Joël Matip,D,26,Liverpool,25,2103,56.0,1.96,1877.0,106.0,5.96,2.5,8,25.0
Juan Mata,F,30,ManUnited,28,1996,60.7,2.11,1845.0,50.0,2.79,1.19,16,30.0
Julien Ngoy,F,20,Stoke,1,22,0.0,0.0,1685.0,0.0,0.0,0.36,4,0.25
Julián Speroni,G,38,CrystalPalace,11,1050,27.3,1.27,1689.0,6.0,0.36,0.43,13,0.25
Junior Stanislas,M,28,Bournemouth,19,1345,15.8,0.89,1693.0,34.0,2.05,1.06,6,4.5
Jérémy Pied,D,28,Southampton,2,188,0.0,0.5,1699.0,-12.0,-0.71,-0.19,5,2.5
Jóhann Berg Guðmundsson,M,27,Burnley,35,2965,34.3,1.31,1697.0,2.0,0.15,0.17,15,10.0
Jürgen Locadia,F,24,Brighton,6,237,0.0,0.5,1644.0,-40.0,-2.38,-1.22,18,15.0
Karl Darlow,G,27,Newcastle,10,948,10.0,0.8,1669.0,-18.0,-1.05,-0.34,21,4.5
Kasey Palmer,F,21,Huddersfield,4,181,25.0,1.25,1641.0,-20.0,-1.21,-0.5,6,1.5
Kasper Schmeichel,G,31,Leicester,33,3133,33.3,1.3,1737.0,33.0,1.95,0.76,6,10.0
Kelechi Iheanacho,F,21,Leicester,21,897,23.8,1.19,1699.0,5.0,0.28,0.31,18,15.0
Kenedy,F,22,Newcastle,13,1061,53.8,1.69,1746.0,43.0,2.49,1.52,3,10.0
Kevin De Bruyne,M,26,ManCity,37,3116,83.8,2.65,2079.0,273.0,15.1,4.89,1,150.0
Kevin Long,D,27,Burnley,16,1519,25.0,1.19,1715.0,-10.0,-0.58,-0.06,9,2.5
Kevin Mirallas,F,30,Everton,5,151,20.0,0.8,1675.0,-55.0,-3.16,-1.86,25,7.0
Kevin Wimmer,D,25,Stoke,17,1402,17.6,0.82,1632.0,-69.0,-4.08,-1.64,24,10.0
Ki Sung-yueng,M,29,Swansea,25,1974,20.0,0.92,1656.0,-16.0,-0.96,-0.18,9,7.0
Kieran Gibbs,D,28,WestBrom,33,2979,15.2,0.79,1622.0,-73.0,-4.32,-1.22,19,8.0
Kieran Trippier,D,27,Tottenham,24,2028,50.0,1.75,1843.0,82.0,4.64,2.02,12,20.0
Kiko Femenía,F,27,Watford,24,1817,33.3,1.25,1676.0,25.0,1.5,0.74,10,5.0
Konstantinos Mavropanos,D,20,Arsenal,3,201,33.3,1.0,1777.0,18.0,1.0,1.1,16,3.0
Kostas Stafylidis,D,24,Stoke,5,356,0.0,0.4,1653.0,-17.0,-1.0,-0.37,12,3.5
Kurt Zouma,D,23,Stoke,34,3051,20.6,1.0,1682.0,1.0,0.04,0.16,5,15.0
Kyle Bartley,D,26,Swansea,5,250,0.0,0.6,1670.0,-16.0,-0.97,-0.33,5,3.5
Kyle Naughton,D,29,Swansea,34,3185,23.5,0.94,1648.0,-37.0,-2.19,-0.54,10,5.0
Kyle Walker,D,27,ManCity,32,2924,84.4,2.62,1986.0,195.0,10.87,3.87,7,50.0
Kyle Walker-Peters,D,21,Tottenham,3,203,100.0,3.0,1825.0,26.0,1.46,1.44,14,3.0
Laurent Depoitre,F,29,Huddersfield,33,1946,15.2,0.91,1612.0,-44.0,-2.63,-0.68,20,4.5
Laurent Koscielny,D,32,Arsenal,25,2335,48.0,1.68,1821.0,59.0,3.35,1.47,6,15.0
Lee Chung-yong,F,29,CrystalPalace,7,150,28.6,1.14,1666.0,9.0,0.53,0.61,20,1.5
Lee Grant,G,34,Stoke,3,282,0.0,0.33,1664.0,-31.0,-1.85,-1.0,7,1.0
Leighton Baines,D,33,Everton,22,2017,31.8,1.18,1717.0,-24.0,-1.38,-0.38,12,8.0
Leon Britton,M,35,Swansea,5,306,20.0,1.2,1670.0,-12.0,-0.74,-0.17,6,1.0
Leonardo Ulloa,F,31,Brighton,16,360,6.2,1.0,1684.0,7.0,0.4,0.4,8,5.0
Leroy Fer,M,28,Swansea,20,1469,20.0,0.75,1626.0,-58.0,-3.42,-1.24,19,8.0
Leroy Sané,F,22,ManCity,32,2540,81.2,2.53,2019.0,219.0,12.15,4.32,4,90.0
Lewis Cook,M,21,Bournemouth,29,2369,20.7,1.1,1671.0,-13.0,-0.78,-0.11,14,20.0
Lewis Dunk,D,26,Brighton,38,3600,23.7,1.05,1697.0,36.0,2.14,0.75,4,10.0
Liam Rosenior,D,33,Brighton,3,178,0.0,0.67,1654.0,-17.0,-0.99,-0.4,16,1.0
Loris Karius,G,24,Liverpool,19,1800,57.9,2.0,1835.0,49.0,2.75,1.44,17,12.0
Lucas Moura,F,25,Tottenham,6,229,16.7,1.17,1800.0,-39.0,-2.14,-1.19,20,28.0
Luciano Narsingh,M,27,Swansea,18,687,16.7,0.89,1636.0,-32.0,-1.93,-0.63,15,5.0
Luka Milivojević,M,27,CrystalPalace,36,3243,27.8,1.17,1730.0,77.0,4.68,1.5,5,15.0
Luke Shaw,D,22,ManUnited,11,832,54.5,2.09,1840.0,38.0,2.1,1.45,17,15.0
Lys Mousset,F,22,Bournemouth,23,686,34.8,1.26,1664.0,-2.0,-0.1,0.13,16,4.0
Mamadou Sakho,D,28,CrystalPalace,19,1677,42.1,1.53,1776.0,117.0,7.03,3.16,3,15.0
Mame Biram Diouf,F,30,Stoke,35,2725,25.7,1.11,1648.0,-25.0,-1.49,-0.31,15,7.0
Manolo Gabbiadini,F,26,Southampton,28,1167,14.3,1.11,1664.0,-37.0,-2.2,-0.61,16,12.0
Manuel Lanzini,F,25,WestHam,27,2142,29.6,1.22,1738.0,79.0,4.77,1.83,2,20.0
Marc Albrighton,D,28,Leicester,34,2666,23.5,1.15,1703.0,1.0,0.04,0.16,15,10.0
Marc Pugh,F,31,Bournemouth,20,1047,20.0,1.05,1631.0,-39.0,-2.36,-0.78,21,1.5
Marcos Alonso,D,27,Chelsea,33,2995,51.5,1.76,1823.0,38.0,2.13,0.85,10,40.0
Marcos Rojo,D,28,ManUnited,9,671,55.6,1.78,1821.0,-17.0,-0.95,-0.32,20,18.0
Marcus Rashford,F,20,ManUnited,35,1925,42.9,1.71,1852.0,56.0,3.13,1.15,13,65.0
Mario Lemina,F,24,Southampton,25,1812,24.0,1.08,1664.0,-50.0,-2.93,-0.93,17,15.0
Mark Noble,M,31,WestHam,29,2525,27.6,1.14,1700.0,20.0,1.19,0.56,12,7.0
Marko Arnautović,F,29,WestHam,31,2407,29.0,1.13,1763.0,87.0,5.21,1.84,1,25.0
Marko Grujić,M,21,Liverpool,3,25,0.0,1.0,1761.0,0.0,0.02,0.33,25,5.0
Markus Suttner,D,30,Brighton,14,1242,21.4,1.0,1630.0,-27.0,-1.62,-0.56,20,2.5
Marouane Fellaini,M,30,ManUnited,16,680,50.0,1.94,1862.0,68.0,3.81,2.08,11,12.0
Martin Cranie,D,31,Huddersfield,3,191,0.0,0.33,1622.0,-28.0,-1.69,-0.87,17,0.5
Martin Dúbravka,G,29,Newcastle,12,1140,50.0,1.58,1742.0,24.0,1.39,0.98,4,4.0
Martin Kelly,D,28,CrystalPalace,15,1260,26.7,1.07,1662.0,23.0,1.38,0.87,21,3.0
Martin Olsson,D,29,Swansea,36,3303,19.4,0.92,1590.0,-93.0,-5.52,-1.51,26,5.0
