Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Jesse Lingard,F,29,ManUnited,16,433.0,18.8,1.12,1814.0,-39.0,-2.12,-0.88,23,18.0
Jesurun Rak Sakyi,F,19,CrystalPalace,2,83.0,50.0,2.0,1767.0,18.0,1.01,1.2,16,0.5
Joachim Andersen,D,25,CrystalPalace,34,3085.0,29.4,1.32,1860.0,123.0,7.06,2.45,2,25.0
Joe Gelhardt,F,20,Leeds,20,828.0,20.0,0.95,1711.0,-69.0,-3.88,-1.55,25,6.0
Joe Gomez,D,24,Liverpool,8,359.0,37.5,1.62,1883.0,26.0,1.37,1.23,23,18.0
Joe Rodon,D,24,Tottenham,3,98.0,0.0,0.67,1794.0,-0.0,-0.02,0.35,21,8.0
Joe Willock,M,22,Newcastle,29,2142.0,34.5,1.28,1761.0,19.0,1.12,0.55,16,22.0
Joel Ward,D,32,CrystalPalace,28,2633.0,28.6,1.29,1784.0,56.0,3.22,1.34,14,2.0
Joelinton,M,25,Newcastle,35,2737.0,28.6,1.23,1804.0,49.0,2.79,1.04,11,20.0
John McGinn,M,27,AstonVilla,35,3289.0,34.3,1.17,1778.0,21.0,1.21,0.53,15,32.0
John Ruddy,G,35,Wolves,2,143.0,0.0,0.5,1774.0,-7.0,-0.37,0.04,14,0.3
John Stones,D,27,ManCity,14,1180.0,78.6,2.5,1992.0,79.0,4.13,2.59,14,28.0
Jon Rowe,F,19,Norwich,13,275.0,7.7,0.85,1708.0,-19.0,-1.13,-0.34,5,0.8
Jonas Lössl,G,32,Brentford,2,194.0,0.0,0.0,1720.0,-18.0,-1.04,-0.47,26,1.0
Jonjo Shelvey,M,30,Newcastle,24,2103.0,41.7,1.58,1837.0,112.0,6.46,2.76,7,10.0
Jonjoe Kenny,D,25,Everton,15,1085.0,6.7,0.53,1682.0,-116.0,-6.43,-3.13,31,4.0
Jonny Castro,D,28,Wolves,13,1084.0,23.1,0.85,1730.0,-69.0,-3.85,-1.88,23,15.0
Jonny Evans,D,34,Leicester,18,1423.0,38.9,1.44,1814.0,28.0,1.54,0.96,12,4.0
Jordan Ayew,F,30,CrystalPalace,31,2115.0,29.0,1.29,1765.0,39.0,2.28,0.93,17,6.0
Jordan Henderson,M,31,Liverpool,35,2718.0,71.4,2.34,2012.0,137.0,7.28,2.66,12,15.0
Jordan Pickford,G,28,Everton,35,3345.0,28.6,1.03,1797.0,3.0,0.15,0.2,3,20.0
Jorginho,M,30,Chelsea,29,2383.0,55.2,2.0,1968.0,100.0,5.35,2.22,4,40.0
Josh Brownhill,M,26,Burnley,35,3108.0,20.0,1.0,1748.0,2.0,0.1,0.18,9,7.0
Josh Dasilva,M,23,Brentford,9,282.0,22.2,1.11,1755.0,6.0,0.35,0.49,18,10.0
Josh Sargent,F,22,Norwich,26,1651.0,11.5,0.62,1652.0,-94.0,-5.41,-1.89,14,7.0
Joshua King,F,30,Watford,32,2409.0,12.5,0.59,1653.0,-104.0,-5.92,-1.86,18,8.0
José Sá,G,29,Wolves,37,3506.0,40.5,1.38,1845.0,88.0,4.99,1.7,2,18.0
João Cancelo,D,27,ManCity,36,3403.0,75.0,2.42,2099.0,214.0,11.36,4.0,1,65.0
João Moutinho,M,35,Wolves,35,3157.0,37.1,1.29,1770.0,23.0,1.32,0.57,18,2.5
João Pedro,F,20,Watford,28,1778.0,14.3,0.75,1641.0,-125.0,-7.06,-2.46,19,14.0
Joël Matip,D,30,Liverpool,31,2938.0,77.4,2.48,2063.0,199.0,10.68,4.1,5,18.0
Joël Veltman,D,30,Brighton,34,3034.0,26.5,1.12,1786.0,35.0,1.98,0.8,13,10.0
Juan Mata,F,34,ManUnited,7,260.0,28.6,1.43,1841.0,-12.0,-0.65,-0.15,14,2.5
Junior Firpo,D,25,Leeds,24,1809.0,20.8,0.71,1667.0,-99.0,-5.63,-2.09,29,12.0
Juraj Kucka,M,35,Watford,26,2036.0,15.4,0.65,1628.0,-142.0,-8.01,-2.95,27,1.8
Jóhann Berg Guðmundsson,M,31,Burnley,18,1146.0,11.1,0.72,1675.0,-50.0,-2.89,-1.12,19,2.0
Jürgen Locadia,F,28,Brighton,1,26.0,0.0,1.0,1768.0,0.0,0.0,0.39,16,2.0
Kai Havertz,F,22,Chelsea,29,1909.0,51.7,1.9,1909.0,69.0,3.77,1.59,13,70.0
Kaide Gordon,F,17,Liverpool,1,11.0,0.0,1.0,1898.0,0.0,0.0,0.39,21,1.5
Kalvin Phillips,M,26,Leeds,20,1695.0,25.0,1.2,1776.0,-1.0,-0.05,0.17,9,50.0
Karl Darlow,G,31,Newcastle,8,766.0,0.0,0.62,1709.0,-32.0,-1.86,-0.88,26,2.5
Kasey McAteer,F,20,Leicester,1,6.0,0.0,1.0,1797.0,0.0,0.0,0.39,17,0.3
Kasper Schmeichel,G,35,Leicester,37,3524.0,35.1,1.32,1862.0,44.0,2.43,0.92,3,4.0
Kayky Chagas,F,18,ManCity,1,10.0,100.0,3.0,1951.0,0.0,0.0,0.39,19,14.0
Keinan Davis,F,23,AstonVilla,1,19.0,0.0,1.0,1774.0,0.0,0.0,0.39,16,2.5
Kelechi Iheanacho,F,25,Leicester,26,1344.0,26.9,1.19,1773.0,-18.0,-0.99,-0.22,22,20.0
Ken Sema,F,28,Watford,18,942.0,11.1,0.78,1641.0,-123.0,-6.95,-3.07,20,2.5
Kenedy,D,26,Chelsea,1,59.0,100.0,3.0,1890.0,0.0,0.0,0.39,18,7.0
Kenny McLean,M,30,Norwich,31,2864.0,12.9,0.61,1601.0,-129.0,-7.46,-2.4,27,2.5
Kepa Arrizabalaga,G,27,Chelsea,4,379.0,50.0,1.75,1889.0,15.0,0.8,0.97,19,10.0
Kevin De Bruyne,M,30,ManCity,30,2323.0,60.0,2.1,2085.0,187.0,9.84,3.94,2,85.0
Kevin Long,D,31,Burnley,6,436.0,0.0,0.5,1725.0,-48.0,-2.7,-1.57,14,1.0
Ki-Jana Hoever,D,20,Wolves,8,339.0,0.0,0.38,1696.0,-62.0,-3.53,-1.97,26,6.0
Kieran Dowell,M,24,Norwich,19,959.0,10.5,0.63,1627.0,-120.0,-6.85,-2.91,20,2.5
Kieran Tierney,D,24,Arsenal,22,2017.0,59.1,1.95,1912.0,104.0,5.73,2.7,4,32.0
Kieran Trippier,D,31,Newcastle,6,451.0,66.7,2.17,1840.0,85.0,4.82,3.64,6,15.0
Kiernan Dewsbury-Hall,F,23,Leicester,28,2224.0,39.3,1.54,1839.0,46.0,2.58,1.13,6,8.0
Kiko Femenía,D,31,Watford,27,2250.0,14.8,0.56,1605.0,-144.0,-8.21,-2.93,29,2.5
Kortney Hause,D,26,AstonVilla,7,435.0,28.6,1.14,1790.0,15.0,0.86,0.86,13,4.0
Kostas Tsimikas,D,26,Liverpool,13,929.0,69.2,2.31,1948.0,98.0,5.28,3.26,18,15.0
Kristoffer Ajer,D,24,Brentford,24,2103.0,33.3,1.21,1773.0,6.0,0.36,0.32,9,18.0
Kristoffer Klaesson,G,21,Leeds,1,45.0,100.0,3.0,1799.0,0.0,0.0,0.39,3,2.0
Kurt Zouma,D,27,WestHam,24,2202.0,41.7,1.46,1843.0,42.0,2.33,1.15,6,28.0
Kyle Walker,D,31,ManCity,20,1855.0,65.0,2.2,1967.0,71.0,3.72,2.0,17,18.0
Kyle Walker-Peters,D,25,Southampton,32,2817.0,21.9,1.06,1709.0,-31.0,-1.77,-0.45,20,22.0
Leander Dendoncker,M,27,Wolves,30,2103.0,26.7,1.2,1773.0,10.0,0.59,0.36,15,28.0
Leandro Trossard,D,27,Brighton,34,2962.0,29.4,1.29,1867.0,113.0,6.45,2.26,2,20.0
Leo Fuhr Hjelde,M,18,Leeds,2,158.0,0.0,0.5,1754.0,-21.0,-1.18,-0.61,13,0.8
Leon Bailey,M,24,AstonVilla,18,841.0,22.2,1.0,1733.0,-55.0,-3.08,-1.25,27,25.0
Lewis Bate,M,19,Leeds,3,150.0,33.3,1.33,1773.0,-0.0,-0.01,0.35,10,1.0
Lewis Dobbin,F,18,Everton,3,44.0,0.0,1.0,1791.0,2.0,0.14,0.44,4,0.3
Lewis Dunk,D,30,Brighton,29,2722.0,34.5,1.38,1826.0,54.0,3.02,1.28,8,20.0
Liam Cooper,D,30,Leeds,21,1927.0,23.8,1.19,1795.0,27.0,1.52,0.86,4,7.0
Liam Delap,F,19,ManCity,1,13.0,100.0,3.0,1925.0,0.0,0.0,0.39,21,1.5
Liam McCarron,F,20,Leeds,1,12.0,0.0,0.0,1760.0,0.0,0.0,0.39,12,0.5
Lucas Digne,D,28,AstonVilla,29,2590.0,31.0,1.21,1802.0,22.0,1.22,0.62,5,25.0
Lucas Moura,D,29,Tottenham,34,1882.0,41.2,1.59,1831.0,4.0,0.23,0.22,18,20.0
Luis Díaz,F,25,Liverpool,13,998.0,84.6,2.69,2013.0,104.0,5.45,3.44,11,65.0
Luka Milivojević,M,31,CrystalPalace,15,811.0,13.3,1.0,1688.0,-73.0,-4.17,-1.89,24,4.0
Lukas Rupp,M,31,Norwich,19,824.0,5.3,0.53,1624.0,-98.0,-5.69,-2.34,21,1.2
Luke Ayling,D,30,Leeds,26,2404.0,19.2,0.85,1732.0,-41.0,-2.3,-0.73,20,4.0
Luke Cundle,M,20,Wolves,4,190.0,25.0,1.25,1799.0,6.0,0.32,0.59,9,0.8
Luke Shaw,D,26,ManUnited,20,1689.0,40.0,1.55,1835.0,-35.0,-1.87,-0.69,17,38.0
Luke Thomas,F,20,Leicester,22,2017.0,40.9,1.41,1806.0,-1.0,-0.07,0.17,13,12.0
Lyanco,D,25,Southampton,15,997.0,13.3,0.87,1719.0,-33.0,-1.88,-0.73,15,5.0
Mads Bech Sørensen,D,23,Brentford,11,879.0,27.3,1.0,1708.0,-56.0,-3.17,-1.58,27,5.0
Mads Bidstrup,M,20,Brentford,4,59.0,25.0,1.5,1766.0,14.0,0.83,0.93,12,1.0
Mads Roerslev,F,22,Brentford,21,1334.0,23.8,1.05,1744.0,3.0,0.14,0.27,20,2.5
Malang Sarr,D,23,Chelsea,8,581.0,25.0,1.12,1824.0,-66.0,-3.5,-2.11,26,8.0
Manuel Lanzini,F,29,WestHam,30,1884.0,26.7,1.13,1779.0,-30.0,-1.66,-0.45,23,12.0
Marc Albrighton,F,32,Leicester,17,1212.0,29.4,1.06,1755.0,-58.0,-3.22,-1.37,26,2.5
Marc Cucurella,F,23,Brighton,35,3275.0,25.7,1.26,1840.0,71.0,3.99,1.45,6,28.0
Marc Guéhi,D,21,CrystalPalace,36,3409.0,27.8,1.25,1816.0,82.0,4.73,1.62,9,32.0
Marcos Alonso,D,31,Chelsea,28,2268.0,35.7,1.54,1887.0,35.0,1.92,0.9,20,12.0
Marcus Forss,F,22,Brentford,7,253.0,14.3,1.14,1740.0,-11.0,-0.65,-0.12,21,4.0
Marcus Rashford,F,24,ManUnited,25,1316.0,28.0,1.28,1811.0,-39.0,-2.1,-0.7,24,60.0
Mark Noble,M,35,WestHam,11,368.0,9.1,0.91,1781.0,-25.0,-1.38,-0.56,21,1.0
Martin Dúbravka,G,33,Newcastle,26,2496.0,50.0,1.65,1865.0,115.0,6.56,2.7,4,4.0
Martin Ødegaard,F,23,Arsenal,36,2926.0,52.8,1.75,1886.0,98.0,5.49,1.91,5,45.0
Marvelous Nakamba,M,28,AstonVilla,16,967.0,25.0,1.06,1746.0,-6.0,-0.34,0.05,25,7.0
Mason Holgate,D,25,Everton,25,2277.0,32.0,1.08,1743.0,-51.0,-2.85,-0.97,20,18.0
Mason Mount,F,23,Chelsea,32,2500.0,43.8,1.75,1980.0,113.0,6.04,2.35,1,75.0
Mateo Kovačić,M,28,Chelsea,25,1654.0,52.0,1.92,1935.0,66.0,3.5,1.66,9,42.0
Mateusz Klich,M,31,Leeds,33,2177.0,15.2,0.73,1671.0,-94.0,-5.31,-1.64,28,3.0
Mathias Jensen,M,26,Brentford,31,1707.0,16.1,0.77,1643.0,-117.0,-6.67,-2.16,29,10.0
Mathias Jørgensen,D,31,Brentford,8,557.0,25.0,1.0,1740.0,-18.0,-1.02,-0.37,22,1.2
Mathias Normann,M,25,Norwich,23,1719.0,13.0,0.7,1655.0,-67.0,-3.89,-1.39,12,10.0
Matt Doherty,M,30,Tottenham,15,943.0,53.3,1.87,1912.0,104.0,5.74,3.24,9,12.0
Matt Ritchie,F,32,Newcastle,18,1424.0,0.0,0.5,1665.0,-75.0,-4.32,-1.79,28,1.8
Matt Targett,D,26,Newcastle,33,3061.0,42.4,1.36,1874.0,-14.0,-0.8,-0.12,2,17.0
Matthew Lowton,D,32,Burnley,25,1869.0,12.0,0.84,1715.0,-12.0,-0.68,-0.09,16,1.2
Matty Cash,D,24,AstonVilla,38,3593.0,36.8,1.29,1812.0,61.0,3.5,1.2,4,25.0
Matěj Vydra,F,29,Burnley,22,752.0,22.7,1.23,1763.0,16.0,0.91,0.58,4,2.0
Max Aarons,D,22,Norwich,34,3035.0,14.7,0.65,1605.0,-124.0,-7.17,-2.17,26,22.0
Max Kilman,D,24,Wolves,30,2867.0,46.7,1.53,1834.0,77.0,4.38,1.71,3,16.0
Maxwel Cornet,F,25,Burnley,26,1832.0,23.1,1.15,1752.0,8.0,0.48,0.35,8,15.0
Michael Keane,D,29,Everton,32,2969.0,31.2,1.09,1753.0,-40.0,-2.25,-0.62,16,20.0
Michael Olise,F,20,CrystalPalace,26,1235.0,34.6,1.46,1798.0,37.0,2.09,0.99,11,22.0
Michail Antonio,F,32,WestHam,36,3133.0,41.7,1.56,1869.0,22.0,1.17,0.54,3,10.0
Miguel Almirón,F,28,Newcastle,30,1811.0,16.7,0.97,1710.0,-18.0,-1.03,-0.2,24,16.0
Milot Rashica,M,25,Norwich,31,2335.0,16.1,0.71,1618.0,-103.0,-5.99,-1.88,22,7.0
Mohamed Elneny,M,29,Arsenal,14,874.0,42.9,1.5,1856.0,63.0,3.52,2.12,13,11.0
Mohamed Elyounoussi,M,27,Southampton,30,2180.0,26.7,1.07,1712.0,-38.0,-2.17,-0.61,19,12.0
Mohamed Salah,F,29,Liverpool,35,2906.0,65.7,2.26,2133.0,220.0,11.52,4.18,1,90.0
Mohammed Salisu,D,23,Southampton,34,3179.0,26.5,1.15,1741.0,5.0,0.27,0.24,6,18.0
Moise Kean,F,21,Everton,1,5.0,0.0,1.0,1786.0,0.0,0.0,0.39,7,24.0
Moisés Caicedo,M,20,Brighton,8,683.0,50.0,1.88,1860.0,103.0,5.86,4.03,5,6.0
Morgan Gibbs-White,D,21,Wolves,2,18.0,0.0,1.0,1771.0,0.0,0.01,0.37,17,11.0
Morgan Sanson,M,27,AstonVilla,10,389.0,10.0,0.7,1725.0,-57.0,-3.19,-1.66,28,10.0
Moussa Djenepo,M,23,Southampton,12,505.0,8.3,0.83,1701.0,-26.0,-1.52,-0.57,23,10.0
Moussa Sissoko,M,32,Watford,36,3419.0,13.9,0.56,1581.0,-160.0,-9.19,-2.74,30,4.5
N'Golo Kanté,M,31,Chelsea,26,1852.0,38.5,1.58,1891.0,33.0,1.76,0.9,17,40.0
Naby Keïta,M,27,Liverpool,23,1239.0,56.5,2.04,1953.0,101.0,5.47,2.56,17,25.0
Nampalys Mendy,M,29,Leicester,14,1081.0,42.9,1.57,1796.0,-14.0,-0.78,-0.18,18,4.0
Nathan Aké,D,27,ManCity,14,977.0,71.4,2.36,1972.0,129.0,7.02,4.08,16,25.0
Nathan Collins,D,21,Burnley,19,1756.0,26.3,1.05,1738.0,2.0,0.1,0.26,12,10.0
Nathan Ferguson,D,21,CrystalPalace,1,11.0,0.0,1.0,1776.0,0.0,0.0,0.39,15,2.5
Nathan Redmond,F,28,Southampton,27,1961.0,22.2,1.11,1726.0,-18.0,-1.01,-0.22,12,18.0
Nathan Tella,M,22,Southampton,14,827.0,14.3,0.93,1721.0,-15.0,-0.85,-0.21,14,1.8
Nathaniel Clyne,D,31,CrystalPalace,16,1434.0,43.8,1.56,1820.0,67.0,3.81,2.11,8,2.0
Neal Maupay,F,25,Brighton,32,2411.0,25.0,1.19,1741.0,-37.0,-2.1,-0.56,22,18.0
Neco Williams,D,20,Liverpool,1,9.0,100.0,3.0,1872.0,0.0,0.0,0.39,26,8.0
Nemanja Matić,M,33,ManUnited,23,1463.0,26.1,1.17,1776.0,-64.0,-3.46,-1.32,27,5.0
Nick Pope,G,30,Burnley,36,3403.0,19.4,0.97,1765.0,32.0,1.82,0.72,3,15.0
Nicolas Nkoulou,D,31,Watford,3,181.0,66.7,2.0,1778.0,4.0,0.21,0.53,1,2.5
Nicolas Pépé,F,26,Arsenal,20,791.0,30.0,1.4,1810.0,8.0,0.47,0.4,19,25.0
Nikola Vlašić,F,24,WestHam,19,620.0,21.1,1.11,1751.0,-63.0,-3.47,-1.43,25,22.0
Nuno Tavares,D,22,Arsenal,22,1276.0,40.9,1.55,1842.0,24.0,1.34,0.77,16,15.0
Nélson Semedo,D,28,Wolves,25,2260.0,52.0,1.68,1816.0,73.0,4.21,1.82,5,22.0
Odsonne Édouard,F,24,CrystalPalace,28,1642.0,35.7,1.5,1833.0,39.0,2.17,0.99,6,17.0
Oghenekaro Etebo,M,26,Watford,9,436.0,11.1,0.67,1680.0,-86.0,-4.88,-2.74,12,3.0
Oleksandr Zinchenko,D,25,ManCity,15,1107.0,86.7,2.73,2024.0,148.0,7.92,4.52,12,25.0
Oliver Skipp,M,21,Tottenham,18,1432.0,55.6,1.89,1848.0,25.0,1.39,0.88,15,18.0
Ollie Watkins,F,26,AstonVilla,35,3133.0,34.3,1.2,1821.0,49.0,2.75,1.04,2,35.0
Oriol Romeu,M,30,Southampton,36,3054.0,25.0,1.17,1740.0,11.0,0.66,0.34,7,5.0
Ozan Kabak,D,21,Norwich,11,969.0,0.0,0.18,1618.0,-97.0,-5.63,-2.92,23,10.0
Ozan Tufan,M,26,Watford,7,356.0,14.3,0.57,1687.0,-79.0,-4.46,-2.68,7,3.8
Pablo Fornals,F,26,WestHam,36,2928.0,38.9,1.36,1786.0,-38.0,-2.1,-0.54,18,22.0
Pablo Marí,D,27,Arsenal,2,192.0,0.0,0.0,1783.0,-14.0,-0.79,-0.28,24,5.0
Pascal Groß,M,30,Brighton,29,2139.0,24.1,1.1,1797.0,22.0,1.25,0.62,11,6.0
Pascal Struijk,D,22,Leeds,29,2194.0,20.7,0.97,1721.0,-46.0,-2.6,-0.78,23,15.0
Patrick Bamford,F,28,Leeds,9,596.0,22.2,1.11,1743.0,-21.0,-1.17,-0.46,18,16.0
Patson Daka,F,23,Leicester,23,1225.0,17.4,1.04,1773.0,-11.0,-0.61,-0.07,23,20.0
Paul Dummett,D,30,Newcastle,3,206.0,0.0,1.0,1764.0,1.0,0.08,0.4,15,1.5
Paul Pogba,M,29,ManUnited,20,1420.0,25.0,1.25,1816.0,-65.0,-3.45,-1.44,22,48.0
Pedro Neto,F,22,Wolves,13,503.0,15.4,0.85,1708.0,-81.0,-4.55,-2.25,25,32.0
Phil Foden,F,21,ManCity,28,2238.0,75.0,2.43,2040.0,145.0,7.68,3.22,8,90.0
Phil Jones,D,30,ManUnited,4,175.0,0.0,0.5,1840.0,-11.0,-0.61,-0.13,15,3.0
Philippe Coutinho,F,29,AstonVilla,19,1392.0,36.8,1.32,1822.0,38.0,2.13,1.19,1,20.0
Pierre Højbjerg,M,26,Tottenham,36,3370.0,61.1,1.97,1942.0,117.0,6.43,2.25,5,40.0
Pierre Lees-Melou,M,28,Norwich,33,2386.0,15.2,0.73,1643.0,-86.0,-4.96,-1.49,17,5.0
Pierre-Emerick Aubameyang,F,32,Arsenal,14,1093.0,50.0,1.71,1845.0,32.0,1.76,1.19,15,15.0
Pontus Jansson,D,31,Brentford,37,3526.0,32.4,1.16,1788.0,16.0,0.91,0.42,5,7.0
Przemysław Płacheta,M,24,Norwich,12,535.0,0.0,0.42,1654.0,-80.0,-4.64,-2.29,13,1.8
Raheem Sterling,F,27,ManCity,30,2235.0,70.0,2.27,2037.0,162.0,8.61,3.43,9,70.0
Raphaël Varane,D,29,ManUnited,22,1941.0,40.9,1.64,1867.0,-8.0,-0.43,-0.0,3,48.0
Raphinha,M,25,Leeds,35,3072.0,22.9,1.03,1778.0,12.0,0.68,0.37,8,45.0
Rayan Aït-Nouri,D,20,Wolves,23,1949.0,34.8,1.39,1786.0,26.0,1.47,0.8,11,20.0
Raúl Jiménez,F,31,Wolves,34,2775.0,35.3,1.35,1803.0,53.0,3.05,1.14,7,18.0
Reece James,D,22,Chelsea,26,1976.0,34.6,1.54,1916.0,64.0,3.46,1.58,12,60.0
Reiss Nelson,F,21,Arsenal,1,27.0,0.0,0.0,1791.0,0.0,0.0,0.39,22,6.5
Ricardo Pereira,D,28,Leicester,14,1048.0,35.7,1.36,1798.0,-11.0,-0.6,-0.09,16,20.0
Richarlison,F,25,Everton,30,2654.0,33.3,1.17,1787.0,-31.0,-1.69,-0.47,5,48.0
Rico Henry,D,24,Brentford,34,2921.0,32.4,1.24,1772.0,-0.0,-0.02,0.15,11,20.0
Riyad Mahrez,F,31,ManCity,28,1612.0,60.7,2.07,1989.0,113.0,6.0,2.54,15,35.0
Rob Holding,D,26,Arsenal,15,911.0,33.3,1.4,1877.0,80.0,4.46,2.55,8,10.0
Robert Sánchez,G,24,Brighton,37,3531.0,32.4,1.38,1865.0,82.0,4.59,1.59,3,16.0
Roberto Firmino,F,30,Liverpool,20,1045.0,60.0,2.05,1973.0,89.0,4.73,2.45,13,32.0
Robin Koch,D,25,Leeds,20,1669.0,25.0,0.95,1702.0,-64.0,-3.63,-1.42,27,16.0
Robin Olsen,G,32,AstonVilla,1,95.0,0.0,0.0,1789.0,0.0,0.0,0.39,14,2.0
Rodri,M,25,ManCity,33,3037.0,78.8,2.52,2066.0,171.0,9.03,3.41,3,80.0
Rodrigo,F,31,Leeds,31,2390.0,25.8,1.1,1745.0,-27.0,-1.52,-0.38,17,12.0
Rodrigo Bentancur,M,24,Tottenham,17,1427.0,58.8,2.0,1929.0,118.0,6.53,3.45,7,28.0
Romain Perraud,D,24,Southampton,20,1726.0,25.0,1.1,1709.0,-24.0,-1.39,-0.41,21,8.0
Romain Saïss,D,32,Wolves,31,2873.0,38.7,1.29,1802.0,51.0,2.94,1.17,8,8.0
Romelu Lukaku,F,29,Chelsea,26,1699.0,57.7,1.96,1927.0,35.0,1.83,0.94,10,70.0
Ross Barkley,M,28,Chelsea,6,201.0,66.7,2.33,1883.0,22.0,1.16,1.17,21,12.0
Ruben Loftus-Cheek,M,26,Chelsea,24,1499.0,33.3,1.46,1827.0,-30.0,-1.62,-0.51,24,20.0
Ryan Bertrand,D,32,Leicester,4,353.0,0.0,0.5,1765.0,-22.0,-1.22,-0.6,25,3.0
Ryan Fraser,F,28,Newcastle,27,1547.0,37.0,1.52,1832.0,66.0,3.71,1.59,10,10.0
Ryan Fredericks,D,29,WestHam,7,338.0,42.9,1.57,1793.0,-0.0,-0.01,0.3,17,1.5
Ryan Sessegnon,D,22,Tottenham,15,1081.0,46.7,1.73,1875.0,70.0,3.9,2.26,13,18.0
Rúben Dias,D,24,ManCity,29,2541.0,75.9,2.41,2034.0,150.0,7.97,3.25,11,75.0
Rúben Neves,M,25,Wolves,33,2836.0,36.4,1.24,1784.0,36.0,2.04,0.84,12,40.0
Sadio Mané,F,30,Liverpool,34,2953.0,64.7,2.24,2036.0,154.0,8.19,3.02,8,70.0
Salomón Rondón,D,32,Everton,20,867.0,10.0,0.8,1705.0,-92.0,-5.14,-2.13,28,2.5
Sam Byram,D,28,Norwich,15,1107.0,13.3,0.6,1644.0,-73.0,-4.23,-1.89,16,2.0
Sam Greenwood,M,20,Leeds,7,264.0,42.9,1.57,1811.0,51.0,2.89,2.22,1,2.5
Saman Ghoddos,D,28,Brentford,17,606.0,35.3,1.65,1822.0,63.0,3.56,1.94,4,2.5
Samir Santos,D,27,Watford,19,1762.0,10.5,0.53,1641.0,-112.0,-6.41,-2.7,21,5.0
Samuel Kalu,F,24,Watford,4,234.0,0.0,0.5,1699.0,-37.0,-2.11,-1.24,4,3.0
Saïd Benrahma,F,26,WestHam,32,2239.0,50.0,1.75,1886.0,56.0,3.07,1.24,1,25.0
Saúl Ñíguez,M,27,Chelsea,10,515.0,40.0,1.8,1902.0,34.0,1.79,1.42,16,25.0
Scott McTominay,M,25,ManUnited,30,2512.0,40.0,1.5,1826.0,-45.0,-2.42,-0.75,20,32.0
Sead Kolašinac,M,28,Arsenal,2,100.0,0.0,0.5,1785.0,0.0,0.01,0.37,23,3.0
Sean Longstaff,M,24,Newcastle,24,1566.0,20.8,1.08,1753.0,-8.0,-0.43,-0.0,17,13.0
Sergi Canós,D,25,Brentford,31,2174.0,22.6,1.06,1722.0,-85.0,-4.7,-1.53,25,14.0
Sergio Reguilón,M,25,Tottenham,25,2001.0,52.0,1.72,1864.0,40.0,2.19,1.08,14,25.0
Shandon Baptiste,D,24,Brentford,22,987.0,31.8,1.36,1759.0,-1.0,-0.06,0.17,17,3.0
Shane Duffy,D,30,Brighton,18,1534.0,27.8,1.28,1776.0,-8.0,-0.47,-0.0,14,5.0
Shane Long,F,35,Southampton,13,366.0,15.4,1.23,1768.0,9.0,0.5,0.52,2,0.8
Shola Shoretire,M,18,ManUnited,1,22.0,0.0,1.0,1849.0,0.0,0.0,0.39,9,4.0
Solly March,F,27,Brighton,31,1873.0,41.9,1.58,1789.0,17.0,0.96,0.49,12,9.0
Son Heung-min,F,29,Tottenham,35,3130.0,60.0,1.97,2053.0,204.0,11.02,3.89,1,75.0
Sonny Perkins,F,17,WestHam,1,8.0,0.0,1.0,1828.0,0.0,0.0,0.39,10,1.2
Steven Alzate,M,23,Brighton,9,425.0,11.1,0.67,1719.0,-25.0,-1.41,-0.6,25,5.0
Steven Bergwijn,F,24,Tottenham,25,646.0,32.0,1.48,1841.0,15.0,0.8,0.51,16,18.0
Stuart Armstrong,M,30,Southampton,25,1583.0,20.0,1.08,1704.0,-34.0,-1.94,-0.59,22,6.0
Stuart Dallas,D,31,Leeds,34,3109.0,23.5,1.03,1750.0,-19.0,-1.07,-0.21,15,4.0
Stuart McKinstry,M,19,Leeds,1,8.0,0.0,1.0,1781.0,0.0,0.0,0.39,7,0.2
Séamus Coleman,D,33,Everton,30,2825.0,33.3,1.13,1722.0,-72.0,-4.04,-1.29,25,3.0
Takehiro Tomiyasu,D,23,Arsenal,21,1776.0,52.4,1.81,1868.0,67.0,3.73,1.85,10,25.0
Takumi Minamino,F,27,Liverpool,11,224.0,45.5,1.91,1933.0,62.0,3.29,2.29,20,12.0
Tanguy Ndombele,M,24,Tottenham,9,505.0,22.2,1.0,1779.0,-15.0,-0.83,-0.25,23,30.0
Tariq Lamptey,F,21,Brighton,30,1673.0,16.7,0.97,1739.0,-41.0,-2.33,-0.67,23,18.0
Tariqe Fosu,D,26,Brentford,1,21.0,100.0,3.0,1775.0,0.0,0.0,0.39,8,2.0
Taylor Richards,M,21,Brighton,2,43.0,0.0,1.0,1771.0,-1.0,-0.05,0.32,15,0.4
Teemu Pukki,F,32,Norwich,37,3404.0,13.5,0.62,1613.0,-108.0,-6.28,-1.77,25,4.0
Theo Walcott,F,32,Southampton,9,405.0,22.2,1.11,1729.0,1.0,0.07,0.31,10,1.8
Thiago Alcántara,M,31,Liverpool,25,1605.0,64.0,2.28,2027.0,161.0,8.63,3.79,9,20.0
Thiago Silva,D,37,Chelsea,32,2809.0,46.9,1.75,1944.0,74.0,3.98,1.59,8,2.5
Thomas Partey,M,28,Arsenal,24,2138.0,66.7,2.04,1884.0,73.0,4.01,1.86,6,38.0
Tim Iroegbunam,M,18,AstonVilla,3,102.0,33.3,1.67,1793.0,8.0,0.44,0.71,11,2.5
