Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Alphonse Areola,G,28,WestHam,1,95.0,0.0,0.0,1810.0,0.0,0.0,0.39,13,8.0
Andreas Christensen,D,26,Chelsea,19,1579.0,68.4,2.26,1974.0,119.0,6.44,3.29,2,35.0
Andrew Omobamidele,D,19,Norwich,5,409.0,20.0,0.6,1725.0,-5.0,-0.31,0.12,3,1.2
Andrew Robertson,D,28,Liverpool,29,2664.0,72.4,2.38,2073.0,201.0,10.76,4.31,3,65.0
Andriy Yarmolenko,F,32,WestHam,19,383.0,10.5,1.05,1785.0,-8.0,-0.47,-0.0,19,2.5
Andros Townsend,M,30,Everton,21,1532.0,14.3,0.71,1683.0,-94.0,-5.3,-2.12,30,5.0
André Gomes,M,28,Everton,14,681.0,21.4,0.79,1657.0,-131.0,-7.32,-3.67,32,18.0
Angelo Ogbonna,D,33,WestHam,11,975.0,63.6,2.09,1878.0,63.0,3.5,2.32,2,1.2
Angus Gunn,G,26,Norwich,9,854.0,11.1,0.56,1714.0,2.0,0.09,0.35,4,3.0
Anthony Elanga,F,20,ManUnited,21,1286.0,33.3,1.43,1833.0,-16.0,-0.86,-0.2,18,20.0
Anthony Gordon,M,21,Everton,35,2428.0,17.1,0.91,1746.0,-34.0,-1.93,-0.48,18,20.0
Anthony Martial,F,26,ManUnited,8,240.0,50.0,1.88,1851.0,11.0,0.61,0.69,8,16.0
Antonio Rüdiger,D,29,Chelsea,34,3207.0,52.9,1.91,1945.0,91.0,4.89,1.85,6,40.0
Anwar El Ghazi,M,26,Everton,11,452.0,27.3,1.18,1772.0,-3.0,-0.16,0.16,13,9.0
Armando Broja,F,20,Southampton,32,2079.0,28.1,1.25,1728.0,-31.0,-1.77,-0.45,11,22.0
Arthur Masuaku,D,28,WestHam,13,702.0,23.1,0.92,1771.0,-57.0,-3.12,-1.51,24,5.0
Ashley Barnes,F,32,Burnley,23,875.0,8.7,0.7,1628.0,-97.0,-5.61,-2.09,22,1.5
Ashley Fletcher,F,26,Watford,3,44.0,0.0,1.0,1759.0,1.0,0.03,0.4,2,2.0
Ashley Westwood,M,32,Burnley,27,2396.0,7.4,0.67,1637.0,-95.0,-5.51,-1.87,21,2.0
Ashley Young,F,36,AstonVilla,24,1358.0,25.0,1.17,1751.0,-2.0,-0.12,0.14,24,1.0
Asmir Begović,G,34,Everton,3,296.0,33.3,1.0,1778.0,3.0,0.16,0.48,12,1.0
Axel Tuanzebe,M,24,AstonVilla,9,557.0,11.1,0.78,1722.0,-45.0,-2.53,-1.3,29,7.0
Aymeric Laporte,D,27,ManCity,33,2971.0,78.8,2.52,2049.0,152.0,7.99,3.04,4,45.0
Ayoze Pérez,M,28,Leicester,14,489.0,21.4,1.14,1783.0,-18.0,-1.02,-0.3,20,10.0
Bali Mumba,D,19,Norwich,1,47.0,0.0,0.0,1731.0,0.0,0.0,0.39,2,0.4
Ben Chilwell,F,25,Chelsea,7,576.0,85.7,2.71,1952.0,59.0,3.14,2.52,5,38.0
Ben Davies,D,29,Tottenham,29,2688.0,55.2,1.83,1915.0,115.0,6.37,2.53,8,2.5
Ben Foster,G,39,Watford,26,2469.0,19.2,0.77,1677.0,-95.0,-5.35,-1.91,14,0.3
Ben Gibson,D,29,Norwich,28,2643.0,17.9,0.79,1688.0,-42.0,-2.42,-0.72,6,6.0
Ben Godfrey,D,24,Everton,23,2163.0,17.4,0.74,1689.0,-108.0,-5.99,-2.35,29,20.0
Ben Johnson,D,22,WestHam,20,1486.0,40.0,1.45,1831.0,38.0,2.14,1.16,7,9.0
Ben Mee,D,32,Burnley,21,1931.0,14.3,0.95,1775.0,49.0,2.84,1.4,2,2.5
Ben White,D,24,Arsenal,32,3064.0,59.4,1.88,1882.0,87.0,4.86,1.84,7,40.0
Bernardo Silva,M,27,ManCity,35,3009.0,71.4,2.34,2040.0,145.0,7.63,2.8,7,80.0
Bernd Leno,G,30,Arsenal,4,382.0,25.0,0.75,1796.0,-7.0,-0.4,0.04,21,9.0
Bertrand Traoré,F,26,AstonVilla,9,260.0,11.1,1.0,1754.0,-27.0,-1.53,-0.67,23,16.0
Billy Gilmour,M,20,Norwich,24,1940.0,4.2,0.38,1565.0,-159.0,-9.21,-3.47,28,12.0
Boubakary Soumaré,M,23,Leicester,19,1174.0,26.3,0.89,1693.0,-98.0,-5.45,-2.34,28,25.0
Brandon Williams,D,21,Norwich,26,2237.0,19.2,0.69,1616.0,-107.0,-6.22,-2.18,24,12.0
Bruno Fernandes,F,27,ManUnited,36,3268.0,38.9,1.44,1837.0,-64.0,-3.35,-1.01,16,85.0
Bruno Guimarães,M,24,Newcastle,17,1118.0,41.2,1.53,1895.0,159.0,9.14,4.57,1,40.0
Bryan Gil,F,20,Tottenham,9,136.0,22.2,1.33,1821.0,2.0,0.11,0.35,20,18.0
Bryan Mbeumo,F,22,Brentford,35,3054.0,31.4,1.17,1750.0,-19.0,-1.07,-0.2,19,22.0
Bukayo Saka,F,20,Arsenal,38,3108.0,60.5,1.92,1957.0,150.0,8.31,2.75,1,65.0
CJ Egan-Riley,D,19,ManCity,1,7.0,100.0,3.0,1962.0,0.0,0.0,0.39,18,0.8
Callum Hudson-Odoi,F,21,Chelsea,15,1001.0,46.7,1.8,1905.0,34.0,1.82,1.21,14,25.0
Callum Wilson,F,30,Newcastle,18,1468.0,27.8,1.06,1780.0,44.0,2.51,1.38,12,18.0
Calum Chambers,D,27,AstonVilla,13,1074.0,30.8,1.15,1812.0,31.0,1.71,1.2,3,10.0
Cameron Archer,F,20,AstonVilla,3,43.0,33.3,1.67,1794.0,0.0,0.0,0.35,10,6.0
Caoimhín Kelleher,G,23,Liverpool,2,187.0,50.0,2.0,1887.0,6.0,0.31,0.65,22,8.0
Carney Chukwuemeka,F,18,AstonVilla,12,352.0,16.7,1.0,1734.0,-42.0,-2.34,-1.08,26,6.0
Cenk Tosun,M,30,Everton,1,10.0,0.0,1.0,1781.0,0.0,0.0,0.39,10,2.0
Charlie Cresswell,D,19,Leeds,5,161.0,20.0,1.0,1787.0,25.0,1.42,1.34,5,3.0
Charlie Goode,D,26,Brentford,6,484.0,33.3,1.5,1762.0,12.0,0.68,0.78,13,0.9
Charlie Taylor,D,28,Burnley,31,2874.0,16.1,0.84,1674.0,-53.0,-3.09,-0.89,20,3.0
Che Adams,M,25,Southampton,30,2170.0,20.0,1.07,1723.0,-6.0,-0.36,0.04,13,18.0
Cheikhou Kouyaté,M,32,CrystalPalace,27,2079.0,25.9,1.11,1761.0,35.0,2.01,0.92,18,4.0
Chiquinho,D,22,Wolves,8,244.0,37.5,1.62,1825.0,32.0,1.79,1.45,4,3.0
Chris Wood,F,30,Newcastle,34,2827.0,26.5,1.15,1836.0,-43.0,-2.52,-0.66,8,10.0
Christian Benteke,F,31,CrystalPalace,25,1249.0,24.0,1.12,1719.0,-9.0,-0.51,-0.02,22,6.0
Christian Eriksen,M,30,Brentford,11,995.0,63.6,2.09,1888.0,133.0,7.55,4.62,1,20.0
Christian Kabasele,D,31,Watford,16,1276.0,12.5,0.62,1623.0,-144.0,-8.14,-3.83,28,3.0
Christian Nørgaard,M,28,Brentford,35,3232.0,34.3,1.2,1783.0,2.0,0.14,0.18,7,14.0
Christian Pulisic,F,23,Chelsea,22,1381.0,45.5,1.86,1945.0,73.0,3.91,1.95,7,42.0
Christoph Zimmermann,D,29,Norwich,3,159.0,0.0,0.0,1677.0,-42.0,-2.43,-1.51,8,1.0
Christos Tzolis,F,20,Norwich,14,385.0,0.0,0.57,1656.0,-70.0,-4.03,-1.85,11,8.0
Ciaran Clark,D,32,Newcastle,13,1075.0,7.7,0.69,1700.0,-31.0,-1.77,-0.71,27,1.8
Cody Drameh,D,20,Leeds,3,139.0,0.0,0.33,1741.0,-35.0,-1.97,-1.2,19,3.0
Cole Palmer,F,19,ManCity,4,130.0,75.0,2.5,1903.0,20.0,1.08,1.19,24,6.0
Connor Roberts,M,26,Burnley,21,1776.0,23.8,1.05,1752.0,-20.0,-1.11,-0.3,7,2.5
Conor Coady,D,29,Wolves,38,3575.0,39.5,1.32,1781.0,33.0,1.87,0.71,13,25.0
Conor Gallagher,M,22,CrystalPalace,34,3003.0,29.4,1.29,1853.0,111.0,6.35,2.22,3,25.0
Craig Cathcart,D,33,Watford,31,2556.0,16.1,0.71,1654.0,-111.0,-6.3,-2.04,16,1.2
Craig Dawson,D,32,WestHam,34,2919.0,32.4,1.35,1806.0,-12.0,-0.67,-0.08,16,3.0
Cristian Romero,D,24,Tottenham,22,1952.0,45.5,1.55,1888.0,84.0,4.68,2.21,12,48.0
Cristiano Ronaldo,F,37,ManUnited,30,2591.0,46.7,1.57,1901.0,11.0,0.59,0.38,1,30.0
Crysencio Summerville,F,20,Leeds,6,154.0,33.3,1.67,1800.0,25.0,1.43,1.29,2,2.0
Cucho,F,23,Watford,25,1253.0,20.0,0.92,1691.0,-49.0,-2.81,-0.92,6,9.0
Curtis Jones,M,21,Liverpool,15,888.0,60.0,2.2,1965.0,76.0,4.0,2.43,14,28.0
Cédric Soares,D,30,Arsenal,21,1574.0,42.9,1.43,1814.0,26.0,1.47,0.84,18,6.0
César Azpilicueta,D,32,Chelsea,27,2169.0,48.1,1.78,1877.0,11.0,0.56,0.41,22,9.0
Dale Stephens,F,32,Burnley,3,131.0,0.0,1.0,1761.0,2.0,0.11,0.44,6,1.0
Dan Burn,D,30,Newcastle,29,2632.0,41.4,1.55,1866.0,-15.0,-0.85,-0.15,3,12.0
Dan Gosling,M,32,Watford,4,181.0,0.0,0.5,1694.0,-30.0,-1.73,-0.94,5,1.0
Dane Scarlett,F,17,Tottenham,1,7.0,0.0,1.0,1830.0,0.0,0.0,0.39,19,0.25
Daniel Amartey,D,27,Leicester,28,2251.0,42.9,1.43,1798.0,-5.0,-0.29,0.06,15,10.0
Daniel Bachmann,G,27,Watford,12,1166.0,8.3,0.25,1630.0,-133.0,-7.52,-3.97,25,2.5
Daniel Chesters,M,19,WestHam,1,4.0,0.0,1.0,1831.0,0.0,0.0,0.39,8,0.25
Daniel James,M,24,Leeds,34,2621.0,29.4,1.21,1725.0,-39.0,-2.22,-0.58,22,18.0
Daniel Podence,F,26,Wolves,26,1586.0,50.0,1.81,1860.0,123.0,7.06,2.88,1,20.0
Danny Ings,F,29,AstonVilla,30,2006.0,30.0,1.23,1799.0,40.0,2.26,0.97,6,20.0
Danny Rose,D,31,Watford,8,728.0,12.5,0.5,1685.0,-46.0,-2.66,-1.38,8,2.2
Danny Ward,G,28,Leicester,1,93.0,100.0,3.0,1832.0,0.0,0.0,0.39,7,6.0
Danny Welbeck,F,31,Brighton,25,1570.0,40.0,1.56,1863.0,91.0,5.16,2.22,4,4.0
David Raya,G,26,Brentford,24,2297.0,41.7,1.46,1856.0,79.0,4.45,2.0,2,22.0
David de Gea,G,31,ManUnited,38,3627.0,42.1,1.53,1859.0,-12.0,-0.62,-0.07,7,15.0
Davinson Sánchez,D,25,Tottenham,23,1749.0,60.9,2.0,1909.0,81.0,4.42,2.09,10,28.0
Declan Rice,M,23,WestHam,36,3366.0,41.7,1.47,1830.0,10.0,0.53,0.32,9,80.0
Dejan Kulusevski,F,22,Tottenham,18,1315.0,55.6,2.0,1951.0,160.0,8.91,4.47,4,40.0
Dele Alli,M,26,Everton,21,1076.0,28.6,1.14,1738.0,-40.0,-2.2,-0.79,21,16.0
Demarai Gray,M,25,Everton,34,2451.0,26.5,1.09,1745.0,-49.0,-2.71,-0.77,19,22.0
Diego Llorente,D,28,Leeds,28,2480.0,25.0,1.04,1750.0,-16.0,-0.88,-0.17,14,18.0
Dimitris Giannoulis,D,26,Norwich,18,1238.0,11.1,0.72,1670.0,-56.0,-3.26,-1.28,9,5.0
Diogo Dalot,D,23,ManUnited,24,1922.0,37.5,1.5,1847.0,-6.0,-0.35,0.04,10,20.0
Diogo Jota,F,25,Liverpool,35,2467.0,65.7,2.26,2051.0,172.0,9.14,3.3,7,60.0
Divock Origi,F,27,Liverpool,7,158.0,100.0,3.0,1947.0,85.0,4.55,3.5,19,12.0
Dominic Calvert-Lewin,F,25,Everton,17,1359.0,35.3,1.18,1732.0,-65.0,-3.64,-1.56,23,40.0
Dominic Thompson,D,21,Brentford,2,148.0,0.0,0.0,1723.0,-7.0,-0.43,0.04,24,0.8
Donny van de Beek,M,25,Everton,15,622.0,13.3,0.87,1721.0,-11.0,-0.61,-0.09,27,25.0
Douglas Luiz,M,24,AstonVilla,34,2869.0,38.2,1.38,1795.0,19.0,1.05,0.5,8,38.0
Dwight Gayle,F,31,Newcastle,8,71.0,12.5,1.25,1777.0,18.0,1.04,0.94,13,1.5
Dwight McNeil,M,22,Burnley,38,3243.0,15.8,0.89,1695.0,-35.0,-2.03,-0.47,17,18.0
Eberechi Eze,F,23,CrystalPalace,13,654.0,15.4,1.0,1754.0,-15.0,-0.86,-0.22,20,22.0
Eddie Nketiah,F,22,Arsenal,21,929.0,33.3,1.33,1824.0,-6.0,-0.31,0.05,17,16.0
Ederson,G,28,ManCity,37,3515.0,75.7,2.43,2042.0,165.0,8.81,3.06,5,45.0
Edinson Cavani,F,35,ManUnited,15,825.0,46.7,1.67,1829.0,-33.0,-1.78,-0.73,19,4.0
Edo Kayembe,M,23,Watford,13,845.0,7.7,0.54,1632.0,-120.0,-6.87,-3.45,24,3.0
Edouard Mendy,G,30,Chelsea,34,3237.0,55.9,1.97,1922.0,56.0,3.01,1.19,11,32.0
Ellis Simms,F,20,Everton,1,62.0,0.0,1.0,1781.0,0.0,0.0,0.39,11,0.3
Emerson,D,23,Tottenham,31,2409.0,48.4,1.77,1900.0,98.0,5.42,2.1,11,25.0
Emerson Palmieri,D,27,Chelsea,1,7.0,0.0,1.0,1826.0,0.0,0.0,0.39,25,14.0
Emi Buendía,F,25,AstonVilla,35,2016.0,28.6,1.2,1755.0,7.0,0.42,0.27,22,32.0
Emil Krafth,D,27,Newcastle,20,1728.0,40.0,1.55,1848.0,115.0,6.63,3.11,5,5.0
Emile Smith Rowe,F,21,Arsenal,33,2032.0,42.4,1.61,1861.0,65.0,3.64,1.39,12,40.0
Emiliano Martínez,G,29,AstonVilla,36,3463.0,36.1,1.25,1792.0,38.0,2.15,0.83,12,28.0
Emmanuel Dennis,F,24,Watford,33,2685.0,18.2,0.67,1676.0,-122.0,-6.77,-2.17,15,14.0
Enock Mwepu,M,24,Brighton,18,1056.0,38.9,1.61,1895.0,154.0,8.83,4.31,1,18.0
Eric Bailly,D,27,ManUnited,4,232.0,50.0,1.75,1860.0,28.0,1.54,1.53,4,6.0
Eric Dier,D,28,Tottenham,35,3247.0,60.0,1.97,1960.0,133.0,7.27,2.58,3,28.0
Erik Pieters,M,33,Burnley,12,773.0,25.0,1.33,1813.0,64.0,3.65,2.28,1,0.9
Ethan Pinnock,D,28,Brentford,32,2859.0,31.2,1.12,1762.0,-19.0,-1.05,-0.22,14,12.0
Evan Ferguson,F,17,Brighton,1,27.0,0.0,0.0,1758.0,0.0,0.0,0.39,20,0.6
Ezri Konsa,D,24,AstonVilla,29,2618.0,34.5,1.17,1765.0,13.0,0.77,0.43,20,22.0
Fabian Delph,M,32,Everton,11,690.0,36.4,1.45,1818.0,31.0,1.74,1.27,1,1.8
Fabian Schär,D,30,Newcastle,25,2304.0,40.0,1.44,1833.0,87.0,5.0,2.13,9,7.0
Fabinho,M,28,Liverpool,29,2430.0,65.5,2.24,2025.0,149.0,7.95,3.23,10,60.0
Federico Fernández,D,32,Newcastle,7,559.0,0.0,0.57,1709.0,-33.0,-1.88,-0.95,25,1.5
Fernandinho,D,37,ManCity,19,1030.0,52.6,1.95,1925.0,89.0,4.85,2.52,20,1.5
Fernando Marçal,D,33,Wolves,18,1530.0,38.9,1.28,1769.0,12.0,0.66,0.53,19,1.5
Ferrán Torres,F,21,ManCity,4,315.0,75.0,2.25,1917.0,63.0,3.4,3.01,23,45.0
Finley Stevens,D,18,Brentford,1,20.0,0.0,1.0,1759.0,0.0,0.0,0.39,16,0.4
Folarin Balogun,F,20,Arsenal,2,74.0,0.0,0.5,1797.0,-0.0,-0.01,0.37,20,4.0
Francisco Sierralta,D,24,Watford,5,456.0,0.0,0.0,1679.0,-66.0,-3.76,-2.37,13,1.5
Francisco Trincão,M,22,Wolves,28,1420.0,21.4,1.07,1745.0,-9.0,-0.51,-0.02,21,20.0
Frank Onyeka,F,24,Brentford,20,1101.0,20.0,0.9,1685.0,-84.0,-4.76,-1.93,28,9.0
Fraser Forster,G,34,Southampton,19,1823.0,31.6,1.21,1775.0,-10.0,-0.55,-0.05,1,2.0
Fred,M,29,ManUnited,28,2126.0,39.3,1.5,1860.0,-15.0,-0.82,-0.15,5,20.0
Freddie Woodman,G,24,Newcastle,4,383.0,0.0,0.25,1715.0,-35.0,-2.0,-1.15,22,9.0
Fábio Silva,F,19,Wolves,22,659.0,18.2,1.18,1744.0,-23.0,-1.3,-0.36,22,15.0
Gabriel Jesus,F,25,ManCity,28,1976.0,60.7,2.18,2035.0,137.0,7.24,3.05,10,50.0
Gabriel Magalhães,D,24,Arsenal,35,3238.0,62.9,2.0,1942.0,126.0,6.91,2.46,2,38.0
Gabriel Martinelli,F,20,Arsenal,29,1953.0,51.7,1.66,1851.0,62.0,3.44,1.44,14,40.0
Giovani Lo Celso,F,25,Tottenham,9,279.0,22.2,1.22,1784.0,-20.0,-1.1,-0.42,22,22.0
Granit Xhaka,M,29,Arsenal,27,2462.0,59.3,1.78,1868.0,63.0,3.5,1.52,9,20.0
Grant Hanley,D,30,Norwich,33,3054.0,12.1,0.61,1644.0,-83.0,-4.83,-1.43,15,3.5
Hakim Ziyech,F,29,Chelsea,23,1407.0,43.5,1.78,1903.0,53.0,2.86,1.43,15,28.0
Hamza Choudhury,M,24,Leicester,6,304.0,16.7,1.0,1777.0,-35.0,-1.93,-1.06,21,4.0
Hannibal Mejbri,F,19,ManUnited,2,72.0,0.0,0.0,1825.0,-24.0,-1.32,-0.75,21,6.0
Harrison Ashby,D,20,WestHam,1,12.0,0.0,0.0,1809.0,0.0,0.0,0.39,15,0.3
Harry Kane,F,28,Tottenham,37,3423.0,54.1,1.78,1999.0,182.0,10.03,3.36,2,90.0
Harry Maguire,D,29,ManUnited,30,2668.0,46.7,1.67,1867.0,-4.0,-0.19,0.08,2,38.0
Harry Winks,M,26,Tottenham,19,989.0,26.3,1.21,1760.0,-53.0,-2.9,-1.17,24,15.0
Harvey Barnes,F,24,Leicester,32,2215.0,34.4,1.41,1830.0,28.0,1.56,0.7,9,32.0
Harvey Elliott,M,19,Liverpool,6,361.0,50.0,2.0,1875.0,28.0,1.49,1.41,25,22.0
Hassane Kamara,D,28,Watford,19,1701.0,10.5,0.47,1637.0,-118.0,-6.7,-2.86,22,4.0
Hugo Lloris,G,35,Tottenham,38,3620.0,57.9,1.87,1930.0,95.0,5.17,1.79,6,7.0
Hwang Hee-chan,F,26,Wolves,30,1911.0,30.0,1.27,1746.0,-69.0,-3.78,-1.23,20,16.0
Hélder Costa,M,27,Leeds,1,25.0,0.0,1.0,1786.0,0.0,0.0,0.39,6,5.0
Ibrahima Diallo,M,23,Southampton,23,1117.0,8.7,0.83,1696.0,-40.0,-2.28,-0.75,24,10.0
Ibrahima Konaté,D,22,Liverpool,11,1043.0,63.6,2.27,1959.0,74.0,3.93,2.68,16,40.0
Illan Meslier,G,22,Leeds,38,3591.0,21.1,0.92,1748.0,-20.0,-1.11,-0.21,16,20.0
Imran Louza,M,22,Watford,20,1480.0,15.0,0.6,1630.0,-108.0,-6.24,-2.53,26,9.0
Isaac Hayden,M,26,Newcastle,14,1066.0,0.0,0.36,1661.0,-67.0,-3.87,-1.76,29,8.0
Ismaila Sarr,F,24,Watford,22,1953.0,18.2,0.64,1636.0,-137.0,-7.75,-3.11,23,27.0
Issa Diop,D,25,WestHam,13,1020.0,30.8,1.23,1785.0,-55.0,-3.01,-1.45,20,10.0
Ivan Toney,F,26,Brentford,33,3095.0,36.4,1.27,1837.0,67.0,3.79,1.43,3,35.0
Jack Butland,G,29,CrystalPalace,9,813.0,22.2,1.11,1758.0,-10.0,-0.56,-0.07,19,1.8
Jack Cork,M,32,Burnley,20,1744.0,25.0,1.05,1732.0,3.0,0.16,0.28,13,1.8
Jack Grealish,F,26,ManCity,26,2006.0,65.4,2.19,1993.0,131.0,7.05,3.05,13,70.0
Jack Harrison,M,25,Leeds,35,2783.0,14.3,0.74,1731.0,-35.0,-1.97,-0.5,21,18.0
Jack Stephens,D,28,Southampton,11,864.0,18.2,0.91,1714.0,-11.0,-0.66,-0.1,18,7.0
Jacob Murphy,F,27,Newcastle,33,1620.0,24.2,1.12,1745.0,4.0,0.21,0.23,19,5.0
Jacob Ramsey,M,20,AstonVilla,34,2602.0,38.2,1.41,1795.0,12.0,0.66,0.37,9,25.0
Jaden Philogene Bidace,F,19,AstonVilla,1,11.0,0.0,1.0,1771.0,0.0,0.0,0.39,17,3.0
Jadon Sancho,F,22,ManUnited,29,2010.0,34.5,1.45,1842.0,2.0,0.11,0.2,13,75.0
Jakob Sørensen,D,24,Norwich,10,641.0,10.0,0.6,1661.0,-82.0,-4.68,-2.51,10,1.5
Jakub Moder,D,22,Brighton,28,1811.0,21.4,1.11,1733.0,-57.0,-3.2,-1.03,24,12.0
Jamaal Lascelles,D,28,Newcastle,26,2187.0,19.2,0.96,1737.0,9.0,0.54,0.37,20,10.0
Jamal Lewis,D,23,Newcastle,5,278.0,40.0,1.4,1750.0,13.0,0.78,0.85,18,10.0
James Justin,D,24,Leicester,13,1062.0,38.5,1.46,1817.0,38.0,2.13,1.41,11,25.0
James Maddison,F,25,Leicester,35,2573.0,40.0,1.46,1900.0,98.0,5.42,1.94,2,50.0
James McArthur,M,34,CrystalPalace,21,1525.0,33.3,1.52,1838.0,110.0,6.37,2.91,5,1.2
James Mcatee,M,19,ManCity,2,25.0,50.0,2.0,1921.0,8.0,0.44,0.74,22,3.0
James Milner,M,36,Liverpool,24,925.0,41.7,1.83,1964.0,95.0,5.11,2.36,15,2.0
James Tarkowski,D,29,Burnley,35,3262.0,17.1,0.89,1721.0,-20.0,-1.17,-0.22,15,22.0
James Tomkins,D,32,CrystalPalace,8,586.0,12.5,0.62,1714.0,-27.0,-1.56,-0.69,23,1.5
James Ward-Prowse,M,27,Southampton,36,3426.0,22.2,1.03,1752.0,23.0,1.35,0.56,3,32.0
Jamie Shackleton,D,22,Leeds,14,761.0,35.7,1.29,1762.0,-29.0,-1.6,-0.63,11,2.5
Jamie Vardy,F,35,Leicester,25,1910.0,40.0,1.6,1910.0,96.0,5.32,2.33,1,5.0
Jan Bednarek,D,26,Southampton,31,2796.0,29.0,1.1,1729.0,5.0,0.27,0.26,9,22.0
Jannik Vestergaard,D,29,Leicester,10,616.0,20.0,1.0,1750.0,-40.0,-2.23,-1.09,27,13.0
Japhet Tanganga,D,22,Tottenham,11,764.0,54.5,1.91,1836.0,20.0,1.08,0.91,17,12.0
Jarrad Branthwaite,D,19,Everton,6,411.0,16.7,0.67,1734.0,-54.0,-3.01,-1.81,22,3.0
Jarrod Bowen,F,25,WestHam,36,3124.0,41.7,1.5,1856.0,39.0,2.13,0.84,4,42.0
Jason Steele,G,31,Brighton,1,95.0,0.0,0.0,1762.0,0.0,0.0,0.39,19,0.6
Javier Manquillo,D,27,Newcastle,19,1346.0,15.8,0.84,1710.0,-45.0,-2.56,-0.96,23,3.0
Jay Rodriguez,M,32,Burnley,29,1469.0,24.1,1.28,1762.0,-3.0,-0.18,0.1,5,2.0
Jaïro Riedewald,M,25,CrystalPalace,3,125.0,33.3,1.0,1734.0,11.0,0.66,0.84,21,5.0
Jean-Philippe Gbamin,M,26,Everton,3,76.0,33.3,1.33,1786.0,21.0,1.18,1.28,6,9.0
Jean-Philippe Mateta,F,24,CrystalPalace,22,1196.0,22.7,1.23,1843.0,99.0,5.71,2.57,4,10.0
Jed Steer,G,28,AstonVilla,1,96.0,0.0,0.0,1757.0,0.0,0.0,0.39,21,0.6
Jeff Hendrick,M,29,Newcastle,3,80.0,0.0,0.33,1732.0,-10.0,-0.59,-0.09,21,5.0
Jeffrey Schlupp,M,29,CrystalPalace,32,1978.0,28.1,1.31,1794.0,61.0,3.5,1.34,12,8.0
Jeremy Ngakia,D,21,Watford,16,957.0,18.8,0.88,1683.0,-73.0,-4.17,-1.83,9,3.5
Jeremy Sarmiento,F,19,Brighton,5,64.0,0.0,0.6,1748.0,-21.0,-1.17,-0.53,21,3.0
